p,U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
6.32280e-05,2.50113e-04,7.94808e-05,-4.26795e-37,1,1.80009e-02,4.83926e-01,1.29410e-01,1.80000e-04
6.15368e-05,2.50170e-04,8.59063e-05,0.00000e+00,1,1.90009e-02,4.84926e-01,1.29410e-01,1.90000e-04
5.98457e-05,2.50228e-04,9.23321e-05,-4.13387e-37,1,2.00010e-02,4.85926e-01,1.29410e-01,2.00000e-04
5.81546e-05,2.50285e-04,9.87576e-05,0.00000e+00,1,2.10010e-02,4.86926e-01,1.29410e-01,2.10000e-04
5.64634e-05,2.50342e-04,1.05183e-04,0.00000e+00,1,2.20011e-02,4.87926e-01,1.29410e-01,2.20000e-04
5.47723e-05,2.50400e-04,1.11609e-04,0.00000e+00,1,2.30012e-02,4.88926e-01,1.29410e-01,2.30000e-04
5.30812e-05,2.50457e-04,1.18035e-04,-3.86573e-37,1,2.40012e-02,4.89926e-01,1.29410e-01,2.40000e-04
5.13900e-05,2.50514e-04,1.24460e-04,0.00000e+00,1,2.50013e-02,4.90926e-01,1.29410e-01,2.50000e-04
4.96989e-05,2.50571e-04,1.30886e-04,0.00000e+00,1,2.60013e-02,4.91926e-01,1.29410e-01,2.60000e-04
4.80078e-05,2.50629e-04,1.37312e-04,0.00000e+00,1,2.70014e-02,4.92926e-01,1.29410e-01,2.70000e-04
4.63167e-05,2.50686e-04,1.43737e-04,0.00000e+00,1,2.80014e-02,4.93926e-01,1.29410e-01,2.80000e-04
4.46255e-05,2.50743e-04,1.50163e-04,0.00000e+00,1,2.90015e-02,4.94926e-01,1.29410e-01,2.90000e-04
4.29344e-05,2.50801e-04,1.56588e-04,0.00000e+00,1,3.00015e-02,4.95926e-01,1.29410e-01,3.00000e-04
4.12433e-05,2.50858e-04,1.63014e-04,0.00000e+00,1,3.10015e-02,4.96926e-01,1.29410e-01,3.10000e-04
3.95521e-05,2.50915e-04,1.69440e-04,0.00000e+00,1,3.20016e-02,4.97926e-01,1.29410e-01,3.20000e-04
3.78610e-05,2.50973e-04,1.75865e-04,0.00000e+00,1,3.30016e-02,4.98926e-01,1.29410e-01,3.30000e-04
3.61699e-05,2.51030e-04,1.82291e-04,-3.19537e-37,1,3.40017e-02,4.99926e-01,1.29410e-01,3.40000e-04
3.44787e-05,2.51087e-04,1.88717e-04,0.00000e+00,1,3.50018e-02,5.00926e-01,1.29410e-01,3.50000e-04
3.27876e-05,2.51144e-04,1.95142e-04,3.22242e-37,1,3.60018e-02,5.01926e-01,1.29410e-01,3.60000e-04
3.10965e-05,2.51202e-04,2.01568e-04,-2.99427e-37,1,3.70019e-02,5.02926e-01,1.29410e-01,3.70000e-04
2.94054e-05,2.51259e-04,2.07994e-04,0.00000e+00,1,3.80019e-02,5.03926e-01,1.29410e-01,3.80000e-04
2.77143e-05,2.51316e-04,2.14419e-04,0.00000e+00,1,3.90019e-02,5.04926e-01,1.29410e-01,3.90000e-04
2.60230e-05,2.51374e-04,2.20845e-04,0.00000e+00,1,4.00020e-02,5.05926e-01,1.29410e-01,4.00000e-04
2.43319e-05,2.51431e-04,2.27271e-04,0.00000e+00,1,4.10021e-02,5.06926e-01,1.29410e-01,4.10000e-04
2.26408e-05,2.51488e-04,2.33696e-04,0.00000e+00,1,4.20021e-02,5.07926e-01,1.29410e-01,4.20000e-04
2.09497e-05,2.51546e-04,2.40122e-04,0.00000e+00,1,4.30021e-02,5.08926e-01,1.29410e-01,4.30000e-04
1.92585e-05,2.51603e-04,2.46548e-04,0.00000e+00,1,4.40022e-02,5.09926e-01,1.29410e-01,4.40000e-04
1.75674e-05,2.51660e-04,2.52973e-04,0.00000e+00,1,4.50023e-02,5.10926e-01,1.29410e-01,4.50000e-04
1.58763e-05,2.51718e-04,2.59399e-04,0.00000e+00,1,4.60023e-02,5.11926e-01,1.29410e-01,4.60000e-04
1.41852e-05,2.51775e-04,2.65824e-04,0.00000e+00,1,4.70023e-02,5.12926e-01,1.29410e-01,4.70000e-04
1.24941e-05,2.51832e-04,2.72250e-04,0.00000e+00,1,4.80024e-02,5.13926e-01,1.29410e-01,4.80000e-04
1.08029e-05,2.51889e-04,2.78676e-04,0.00000e+00,1,4.90025e-02,5.14926e-01,1.29410e-01,4.90000e-04
9.11175e-06,2.51947e-04,2.85102e-04,0.00000e+00,1,5.00025e-02,5.15926e-01,1.29410e-01,5.00000e-04
7.42064e-06,2.52004e-04,2.91527e-04,0.00000e+00,1,5.10025e-02,5.16926e-01,1.29410e-01,5.10000e-04
5.72953e-06,2.52061e-04,2.97953e-04,0.00000e+00,1,5.20026e-02,5.17926e-01,1.29410e-01,5.20000e-04
4.03842e-06,2.52119e-04,3.04378e-04,0.00000e+00,1,5.30026e-02,5.18926e-01,1.29410e-01,5.30000e-04
2.34721e-06,2.52176e-04,3.10804e-04,0.00000e+00,1,5.40027e-02,5.19926e-01,1.29410e-01,5.40000e-04
6.56098e-07,2.52233e-04,3.17230e-04,0.00000e+00,1,5.50028e-02,5.20926e-01,1.29410e-01,5.50000e-04
-1.03501e-06,2.52291e-04,3.23655e-04,0.00000e+00,1,5.60028e-02,5.21926e-01,1.29410e-01,5.60000e-04
-2.72612e-06,2.52348e-04,3.30081e-04,0.00000e+00,1,5.70028e-02,5.22926e-01,1.29410e-01,5.70000e-04
-4.41733e-06,2.52405e-04,3.36507e-04,0.00000e+00,1,5.80029e-02,5.23926e-01,1.29410e-01,5.80000e-04
-6.10844e-06,2.52462e-04,3.42932e-04,0.00000e+00,1,5.90030e-02,5.24926e-01,1.29410e-01,5.90000e-04
-7.79955e-06,2.52520e-04,3.49358e-04,0.00000e+00,1,6.00030e-02,5.25926e-01,1.29410e-01,6.00000e-04
-9.49066e-06,2.52577e-04,3.55784e-04,0.00000e+00,1,6.10030e-02,5.26926e-01,1.29410e-01,6.10000e-04
-1.11818e-05,2.52634e-04,3.62209e-04,0.00000e+00,1,6.20031e-02,5.27926e-01,1.29410e-01,6.20000e-04
-1.28730e-05,2.52692e-04,3.68635e-04,0.00000e+00,1,6.30032e-02,5.28926e-01,1.29410e-01,6.30000e-04
-1.45641e-05,2.52749e-04,3.75061e-04,0.00000e+00,1,6.40032e-02,5.29926e-01,1.29410e-01,6.40000e-04
-1.62552e-05,2.52806e-04,3.81486e-04,0.00000e+00,1,6.50032e-02,5.30926e-01,1.29410e-01,6.50000e-04
-1.79463e-05,2.52864e-04,3.87912e-04,-1.05023e-37,1,6.60033e-02,5.31926e-01,1.29410e-01,6.60000e-04
-1.96374e-05,2.52921e-04,3.94337e-04,0.00000e+00,1,6.70033e-02,5.32926e-01,1.29410e-01,6.70000e-04
-2.25194e-05,2.45294e-04,3.95026e-04,-9.38989e-38,1,6.80034e-02,5.33926e-01,1.29410e-01,6.80000e-04
-2.54470e-05,2.37371e-04,3.95494e-04,0.00000e+00,1,6.90035e-02,5.34926e-01,1.29410e-01,6.90000e-04
-2.83747e-05,2.29448e-04,3.95961e-04,0.00000e+00,1,7.00035e-02,5.35926e-01,1.29410e-01,7.00000e-04
-3.13024e-05,2.21526e-04,3.96429e-04,0.00000e+00,1,7.10035e-02,5.36926e-01,1.29410e-01,7.10000e-04
-3.42302e-05,2.13602e-04,3.96897e-04,0.00000e+00,1,7.20036e-02,5.37926e-01,1.29410e-01,7.20000e-04
-3.71579e-05,2.05680e-04,3.97364e-04,0.00000e+00,1,7.30037e-02,5.38926e-01,1.29410e-01,7.30000e-04
-4.00856e-05,1.97757e-04,3.97832e-04,0.00000e+00,1,7.40037e-02,5.39926e-01,1.29410e-01,7.40000e-04
-4.30133e-05,1.89834e-04,3.98300e-04,0.00000e+00,1,7.50037e-02,5.40926e-01,1.29410e-01,7.50000e-04
-4.59410e-05,1.81911e-04,3.98767e-04,0.00000e+00,1,7.60038e-02,5.41926e-01,1.29410e-01,7.60000e-04
-4.88688e-05,1.73988e-04,3.99235e-04,0.00000e+00,1,7.70039e-02,5.42926e-01,1.29410e-01,7.70000e-04
-5.17965e-05,1.66065e-04,3.99703e-04,0.00000e+00,1,7.80039e-02,5.43926e-01,1.29410e-01,7.80000e-04
-5.47242e-05,1.58143e-04,4.00170e-04,0.00000e+00,1,7.90039e-02,5.44926e-01,1.29410e-01,7.90000e-04
-5.76519e-05,1.50220e-04,4.00638e-04,0.00000e+00,1,8.00040e-02,5.45926e-01,1.29410e-01,8.00000e-04
-6.05795e-05,1.42297e-04,4.01106e-04,0.00000e+00,1,8.10040e-02,5.46926e-01,1.29410e-01,8.10000e-04
-6.35074e-05,1.34374e-04,4.01573e-04,0.00000e+00,1,8.20041e-02,5.47926e-01,1.29410e-01,8.20000e-04
