p,U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
1.84972e-07,-2.37955e-07,-9.75140e-08,8.34033e-25,1,1.80009e-02,4.83926e-01,1.29410e-01,1.80000e-04
1.89896e-07,-2.47008e-07,-9.86229e-08,7.94948e-25,1,1.90009e-02,4.84926e-01,1.29410e-01,1.90000e-04
1.94819e-07,-2.56061e-07,-9.97319e-08,7.55862e-25,1,2.00010e-02,4.85926e-01,1.29410e-01,2.00000e-04
1.99743e-07,-2.65114e-07,-1.00841e-07,7.16778e-25,1,2.10010e-02,4.86926e-01,1.29410e-01,2.10000e-04
2.04667e-07,-2.74167e-07,-1.01950e-07,6.77692e-25,1,2.20011e-02,4.87926e-01,1.29410e-01,2.20000e-04
2.09591e-07,-2.83220e-07,-1.03059e-07,6.38607e-25,1,2.30012e-02,4.88926e-01,1.29410e-01,2.30000e-04
2.14515e-07,-2.92273e-07,-1.04168e-07,5.99523e-25,1,2.40012e-02,4.89926e-01,1.29410e-01,2.40000e-04
2.19438e-07,-3.01326e-07,-1.05277e-07,5.60437e-25,1,2.50013e-02,4.90926e-01,1.29410e-01,2.50000e-04
2.24362e-07,-3.10378e-07,-1.06385e-07,5.21352e-25,1,2.60013e-02,4.91926e-01,1.29410e-01,2.60000e-04
2.29286e-07,-3.19431e-07,-1.07494e-07,4.82266e-25,1,2.70014e-02,4.92926e-01,1.29410e-01,2.70000e-04
2.34210e-07,-3.28484e-07,-1.08603e-07,4.43182e-25,1,2.80014e-02,4.93926e-01,1.29410e-01,2.80000e-04
2.39134e-07,-3.37537e-07,-1.09712e-07,4.04096e-25,1,2.90015e-02,4.94926e-01,1.29410e-01,2.90000e-04
2.45928e-07,-3.40201e-07,-1.06368e-07,3.69312e-25,1,3.00015e-02,4.95926e-01,1.29410e-01,3.00000e-04
2.54894e-07,-3.35452e-07,-9.78562e-08,3.39518e-25,1,3.10015e-02,4.96926e-01,1.29410e-01,3.10000e-04
2.63860e-07,-3.30702e-07,-8.93442e-08,3.09724e-25,1,3.20016e-02,4.97926e-01,1.29410e-01,3.20000e-04
2.72826e-07,-3.25953e-07,-8.08325e-08,2.79930e-25,1,3.30016e-02,4.98926e-01,1.29410e-01,3.30000e-04
2.81792e-07,-3.21203e-07,-7.23206e-08,2.50136e-25,1,3.40017e-02,4.99926e-01,1.29410e-01,3.40000e-04
2.90758e-07,-3.16453e-07,-6.38086e-08,2.20341e-25,1,3.50018e-02,5.00926e-01,1.29410e-01,3.50000e-04
2.99724e-07,-3.11704e-07,-5.52969e-08,1.90547e-25,1,3.60018e-02,5.01926e-01,1.29410e-01,3.60000e-04
3.08690e-07,-3.06955e-07,-4.67852e-08,1.60754e-25,1,3.70019e-02,5.02926e-01,1.29410e-01,3.70000e-04
3.17656e-07,-3.02205e-07,-3.82735e-08,1.30960e-25,1,3.80019e-02,5.03926e-01,1.29410e-01,3.80000e-04
3.26622e-07,-2.97456e-07,-2.97618e-08,1.01167e-25,1,3.90019e-02,5.04926e-01,1.29410e-01,3.90000e-04
3.35588e-07,-2.92706e-07,-2.12496e-08,7.13713e-26,1,4.00020e-02,5.05926e-01,1.29410e-01,4.00000e-04
3.44554e-07,-2.87957e-07,-1.27379e-08,4.15777e-26,1,4.10021e-02,5.06926e-01,1.29410e-01,4.10000e-04
3.53520e-07,-2.83207e-07,-4.22623e-09,1.17840e-26,1,4.20021e-02,5.07926e-01,1.29410e-01,4.20000e-04
3.60675e-07,-2.21719e-07,3.56068e-08,1.72197e-26,1,4.30021e-02,5.08926e-01,1.29410e-01,4.30000e-04
3.67761e-07,-1.58039e-07,7.66502e-08,2.40144e-26,1,4.40022e-02,5.09926e-01,1.29410e-01,4.40000e-04
3.74846e-07,-9.43626e-08,1.17691e-07,3.08088e-26,1,4.50023e-02,5.10926e-01,1.29410e-01,4.50000e-04
3.81931e-07,-3.06863e-08,1.58732e-07,3.76031e-26,1,4.60023e-02,5.11926e-01,1.29410e-01,4.60000e-04
3.89017e-07,3.29900e-08,1.99773e-07,4.43974e-26,1,4.70023e-02,5.12926e-01,1.29410e-01,4.70000e-04
3.96102e-07,9.66664e-08,2.40814e-07,5.11918e-26,1,4.80024e-02,5.13926e-01,1.29410e-01,4.80000e-04
4.03188e-07,1.60346e-07,2.81858e-07,5.79865e-26,1,4.90025e-02,5.14926e-01,1.29410e-01,4.90000e-04
4.10273e-07,2.24023e-07,3.22899e-07,6.47808e-26,1,5.00025e-02,5.15926e-01,1.29410e-01,5.00000e-04
4.17358e-07,2.87699e-07,3.63940e-07,7.15752e-26,1,5.10025e-02,5.16926e-01,1.29410e-01,5.10000e-04
4.24444e-07,3.51375e-07,4.04981e-07,7.83695e-26,1,5.20026e-02,5.17926e-01,1.29410e-01,5.20000e-04
