p,U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
2.47551e-05,-3.10147e-05,1.40206e-05,-1.05884e-22,1,0.00000e+00,5.00000e-01,0.00000e+00,5.00000e-03
2.48782e-05,-2.84513e-05,1.31025e-05,-1.03766e-22,1,9.99974e-04,5.00866e-01,5.00000e-04,5.00000e-03
2.50012e-05,-2.58879e-05,1.21844e-05,-1.01648e-22,1,2.00000e-03,5.01732e-01,1.00000e-03,5.00000e-03
2.51242e-05,-2.33246e-05,1.12663e-05,-9.95306e-23,1,2.99997e-03,5.02598e-01,1.50000e-03,5.00000e-03
2.52473e-05,-2.07612e-05,1.03482e-05,-9.74130e-23,1,4.00000e-03,5.03464e-01,2.00000e-03,5.00000e-03
2.53703e-05,-1.81978e-05,9.43007e-06,-9.52953e-23,1,4.99998e-03,5.04330e-01,2.50000e-03,5.00000e-03
2.54933e-05,-1.56344e-05,8.51195e-06,-9.31777e-23,1,6.00000e-03,5.05196e-01,3.00000e-03,5.00000e-03
2.56164e-05,-1.30711e-05,7.59384e-06,-9.10599e-23,1,6.99998e-03,5.06062e-01,3.50000e-03,5.00000e-03
2.57394e-05,-1.05076e-05,6.67572e-06,-8.89423e-23,1,8.00000e-03,5.06928e-01,4.00000e-03,5.00000e-03
2.58624e-05,-7.94430e-06,5.75760e-06,-8.68246e-23,1,8.99998e-03,5.07794e-01,4.50000e-03,5.00000e-03
2.59855e-05,-5.38088e-06,4.83949e-06,-8.47070e-23,1,1.00000e-02,5.08660e-01,5.00000e-03,5.00000e-03
2.61085e-05,-2.81754e-06,3.92137e-06,-8.25893e-23,1,1.10000e-02,5.09526e-01,5.50000e-03,5.00000e-03
2.62315e-05,-2.54110e-07,3.00326e-06,-8.04716e-23,1,1.20000e-02,5.10392e-01,6.00000e-03,5.00000e-03
2.63546e-05,2.30923e-06,2.08514e-06,-7.83539e-23,1,1.30000e-02,5.11258e-01,6.50000e-03,5.00000e-03
2.64776e-05,4.87266e-06,1.16702e-06,-7.62363e-23,1,1.40000e-02,5.12124e-01,7.00000e-03,5.00000e-03
2.66006e-05,7.43599e-06,2.48912e-07,-7.41186e-23,1,1.50000e-02,5.12990e-01,7.50000e-03,5.00000e-03
2.67237e-05,9.99943e-06,-6.69209e-07,-7.20010e-23,1,1.60000e-02,5.13856e-01,8.00000e-03,5.00000e-03
2.68467e-05,1.25628e-05,-1.58732e-06,-6.98832e-23,1,1.70000e-02,5.14722e-01,8.50000e-03,5.00000e-03
2.69697e-05,1.51262e-05,-2.50544e-06,-6.77656e-23,1,1.80000e-02,5.15588e-01,9.00000e-03,5.00000e-03
2.70928e-05,1.76895e-05,-3.42355e-06,-6.56479e-23,1,1.90000e-02,5.16454e-01,9.50000e-03,5.00000e-03
2.72158e-05,2.02530e-05,-4.34167e-06,-6.35303e-23,1,2.00000e-02,5.17321e-01,1.00000e-02,5.00000e-03
2.73388e-05,2.28163e-05,-5.25978e-06,-6.14126e-23,1,2.10000e-02,5.18187e-01,1.05000e-02,5.00000e-03
2.74619e-05,2.53798e-05,-6.17791e-06,-5.92948e-23,1,2.20000e-02,5.19053e-01,1.10000e-02,5.00000e-03
2.75849e-05,2.79431e-05,-7.09601e-06,-5.71772e-23,1,2.30000e-02,5.19919e-01,1.15000e-02,5.00000e-03
2.77079e-05,3.05066e-05,-8.01414e-06,-5.50595e-23,1,2.40000e-02,5.20785e-01,1.20000e-02,5.00000e-03
2.78310e-05,3.30698e-05,-8.93225e-06,-5.29419e-23,1,2.50000e-02,5.21651e-01,1.25000e-02,5.00000e-03
2.79435e-05,4.32399e-05,-1.29147e-05,-5.19058e-23,1,2.60000e-02,5.22517e-01,1.30000e-02,5.00000e-03
2.80561e-05,5.34098e-05,-1.68972e-05,-5.08698e-23,1,2.70000e-02,5.23383e-01,1.35000e-02,5.00000e-03
2.81686e-05,6.35799e-05,-2.08796e-05,-4.98337e-23,1,2.80000e-02,5.24249e-01,1.40000e-02,5.00000e-03
2.82812e-05,7.37497e-05,-2.48621e-05,-4.87977e-23,1,2.90000e-02,5.25115e-01,1.45000e-02,5.00000e-03
2.83937e-05,8.39198e-05,-2.88445e-05,-4.77617e-23,1,3.00000e-02,5.25981e-01,1.50000e-02,5.00000e-03
2.85063e-05,9.40897e-05,-3.28270e-05,-4.67257e-23,1,3.10000e-02,5.26847e-01,1.55000e-02,5.00000e-03
2.86189e-05,1.04260e-04,-3.68095e-05,-4.56896e-23,1,3.20000e-02,5.27713e-01,1.60000e-02,5.00000e-03
2.87314e-05,1.14430e-04,-4.07919e-05,-4.46536e-23,1,3.30000e-02,5.28579e-01,1.65000e-02,5.00000e-03
2.88440e-05,1.24600e-04,-4.47744e-05,-4.36176e-23,1,3.40000e-02,5.29445e-01,1.70000e-02,5.00000e-03
2.89565e-05,1.34770e-04,-4.87568e-05,-4.25815e-23,1,3.50000e-02,5.30311e-01,1.75000e-02,5.00000e-03
2.90691e-05,1.44940e-04,-5.27393e-05,-4.15455e-23,1,3.60000e-02,5.31177e-01,1.80000e-02,5.00000e-03
2.91816e-05,1.55109e-04,-5.67217e-05,-4.05094e-23,1,3.70000e-02,5.32043e-01,1.85000e-02,5.00000e-03
2.92942e-05,1.65280e-04,-6.07042e-05,-3.94734e-23,1,3.80000e-02,5.32909e-01,1.90000e-02,5.00000e-03
