p,U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
1.87786e-05,2.20852e-03,-1.81074e-04,0.00000e+00,1,0.00000e+00,5.00000e-01,0.00000e+00,5.00000e-03
1.78881e-05,2.26176e-03,-1.93753e-04,-6.01304e-26,1,9.99988e-04,5.00707e-01,7.07107e-04,5.00000e-03
1.69974e-05,2.31501e-03,-2.06432e-04,-1.20261e-25,1,2.00002e-03,5.01414e-01,1.41421e-03,5.00000e-03
1.61069e-05,2.36825e-03,-2.19111e-04,-1.80391e-25,1,3.00001e-03,5.02121e-01,2.12132e-03,5.00000e-03
1.52163e-05,2.42150e-03,-2.31790e-04,-2.40522e-25,1,3.99999e-03,5.02828e-01,2.82843e-03,5.00000e-03
1.43257e-05,2.47474e-03,-2.44469e-04,-3.00652e-25,1,4.99998e-03,5.03536e-01,3.53553e-03,5.00000e-03
1.34351e-05,2.52799e-03,-2.57149e-04,-3.60782e-25,1,6.00001e-03,5.04243e-01,4.24264e-03,5.00000e-03
1.25445e-05,2.58123e-03,-2.69828e-04,-4.20913e-25,1,7.00000e-03,5.04950e-01,4.94975e-03,5.00000e-03
1.16540e-05,2.63447e-03,-2.82507e-04,-4.81043e-25,1,7.99999e-03,5.05657e-01,5.65685e-03,5.00000e-03
1.07633e-05,2.68772e-03,-2.95186e-04,-5.41174e-25,1,9.00002e-03,5.06364e-01,6.36396e-03,5.00000e-03
9.87276e-06,2.74096e-03,-3.07865e-04,-6.01304e-25,1,1.00000e-02,5.07071e-01,7.07107e-03,5.00000e-03
8.98219e-06,2.79421e-03,-3.20544e-04,-6.61434e-25,1,1.10000e-02,5.07778e-01,7.77817e-03,5.00000e-03
8.09162e-06,2.84745e-03,-3.33223e-04,-7.21564e-25,1,1.20000e-02,5.08485e-01,8.48528e-03,5.00000e-03
7.20100e-06,2.90070e-03,-3.45903e-04,-7.81695e-25,1,1.30000e-02,5.09192e-01,9.19239e-03,5.00000e-03
6.31042e-06,2.95394e-03,-3.58582e-04,-8.41826e-25,1,1.40000e-02,5.09899e-01,9.89950e-03,5.00000e-03
5.41985e-06,3.00718e-03,-3.71261e-04,-9.01956e-25,1,1.50000e-02,5.10607e-01,1.06066e-02,5.00000e-03
4.52923e-06,3.06043e-03,-3.83940e-04,-9.62087e-25,1,1.60000e-02,5.11314e-01,1.13137e-02,5.00000e-03
3.63866e-06,3.11367e-03,-3.96619e-04,-1.02222e-24,1,1.70000e-02,5.12021e-01,1.20208e-02,5.00000e-03
2.74809e-06,3.16692e-03,-4.09298e-04,-1.08235e-24,1,1.80000e-02,5.12728e-01,1.27279e-02,5.00000e-03
1.85752e-06,3.22016e-03,-4.21978e-04,-1.14248e-24,1,1.90000e-02,5.13435e-01,1.34350e-02,5.00000e-03
9.66894e-07,3.27341e-03,-4.34657e-04,-1.20261e-24,1,2.00000e-02,5.14142e-01,1.41421e-02,5.00000e-03
7.63215e-08,3.32665e-03,-4.47336e-04,-1.26274e-24,1,2.10000e-02,5.14849e-01,1.48492e-02,5.00000e-03
-8.14250e-07,3.37989e-03,-4.60015e-04,-1.32287e-24,1,2.20000e-02,5.15556e-01,1.55563e-02,5.00000e-03
-1.70487e-06,3.43314e-03,-4.72694e-04,-1.38300e-24,1,2.30000e-02,5.16263e-01,1.62635e-02,5.00000e-03
-2.59544e-06,3.48638e-03,-4.85373e-04,-1.44313e-24,1,2.40000e-02,5.16971e-01,1.69706e-02,5.00000e-03
-3.48602e-06,3.53963e-03,-4.98053e-04,-1.50326e-24,1,2.50000e-02,5.17678e-01,1.76777e-02,5.00000e-03
-4.37659e-06,3.59287e-03,-5.10732e-04,-1.56339e-24,1,2.60000e-02,5.18385e-01,1.83848e-02,5.00000e-03
-5.26721e-06,3.64612e-03,-5.23411e-04,-1.62352e-24,1,2.70000e-02,5.19092e-01,1.90919e-02,5.00000e-03
-6.15778e-06,3.69936e-03,-5.36090e-04,-1.68365e-24,1,2.80000e-02,5.19799e-01,1.97990e-02,5.00000e-03
-7.04835e-06,3.75260e-03,-5.48769e-04,-1.74378e-24,1,2.90000e-02,5.20506e-01,2.05061e-02,5.00000e-03
-7.93892e-06,3.80585e-03,-5.61448e-04,-1.80391e-24,1,3.00000e-02,5.21213e-01,2.12132e-02,5.00000e-03
-8.82955e-06,3.85909e-03,-5.74127e-04,-1.86404e-24,1,3.10000e-02,5.21920e-01,2.19203e-02,5.00000e-03
-9.72012e-06,3.91234e-03,-5.86807e-04,-1.92417e-24,1,3.20000e-02,5.22627e-01,2.26274e-02,5.00000e-03
-1.06107e-05,3.96558e-03,-5.99486e-04,-1.98430e-24,1,3.30000e-02,5.23335e-01,2.33345e-02,5.00000e-03
-1.15013e-05,4.01883e-03,-6.12165e-04,-2.04443e-24,1,3.40000e-02,5.24042e-01,2.40416e-02,5.00000e-03
-1.23919e-05,4.07207e-03,-6.24844e-04,-2.10456e-24,1,3.50000e-02,5.24749e-01,2.47487e-02,5.00000e-03
-1.32825e-05,4.12531e-03,-6.37523e-04,-2.16469e-24,1,3.60000e-02,5.25456e-01,2.54558e-02,5.00000e-03
-1.41730e-05,4.17856e-03,-6.50202e-04,-2.22482e-24,1,3.70000e-02,5.26163e-01,2.61630e-02,5.00000e-03
-1.50637e-05,4.23180e-03,-6.62882e-04,-2.28496e-24,1,3.80000e-02,5.26870e-01,2.68701e-02,5.00000e-03
-1.59542e-05,4.28505e-03,-6.75561e-04,-2.34509e-24,1,3.90000e-02,5.27577e-01,2.75772e-02,5.00000e-03
-1.68448e-05,4.33829e-03,-6.88240e-04,-2.40522e-24,1,4.00000e-02,5.28284e-01,2.82843e-02,5.00000e-03
-1.77354e-05,4.39154e-03,-7.00919e-04,-2.46535e-24,1,4.10000e-02,5.28991e-01,2.89914e-02,5.00000e-03
-1.86260e-05,4.44478e-03,-7.13598e-04,-2.52548e-24,1,4.20000e-02,5.29698e-01,2.96985e-02,5.00000e-03
-1.95166e-05,4.49802e-03,-7.26277e-04,-2.58561e-24,1,4.30000e-02,5.30406e-01,3.04056e-02,5.00000e-03
-2.04071e-05,4.55127e-03,-7.38956e-04,-2.64574e-24,1,4.40000e-02,5.31113e-01,3.11127e-02,5.00000e-03
-2.12978e-05,4.60451e-03,-7.51636e-04,-2.70587e-24,1,4.50000e-02,5.31820e-01,3.18198e-02,5.00000e-03
-2.21883e-05,4.65776e-03,-7.64315e-04,-2.76600e-24,1,4.60000e-02,5.32527e-01,3.25269e-02,5.00000e-03
-2.30789e-05,4.71100e-03,-7.76994e-04,-2.82613e-24,1,4.70000e-02,5.33234e-01,3.32340e-02,5.00000e-03
-2.39695e-05,4.76425e-03,-7.89673e-04,-2.88626e-24,1,4.80000e-02,5.33941e-01,3.39411e-02,5.00000e-03
-2.48601e-05,4.81749e-03,-8.02352e-04,-2.94639e-24,1,4.90000e-02,5.34648e-01,3.46482e-02,5.00000e-03
-2.57507e-05,4.87073e-03,-8.15031e-04,-3.00652e-24,1,5.00000e-02,5.35355e-01,3.53553e-02,5.00000e-03
-2.74033e-05,4.97493e-03,-8.46167e-04,-3.00652e-24,1,5.10000e-02,5.36062e-01,3.60624e-02,5.00000e-03
-2.90560e-05,5.07912e-03,-8.77303e-04,-3.00652e-24,1,5.20000e-02,5.36770e-01,3.67696e-02,5.00000e-03
-3.07086e-05,5.18331e-03,-9.08439e-04,-3.00652e-24,1,5.30000e-02,5.37477e-01,3.74767e-02,5.00000e-03
-3.23613e-05,5.28751e-03,-9.39575e-04,-3.00652e-24,1,5.40000e-02,5.38184e-01,3.81838e-02,5.00000e-03
-3.40140e-05,5.39170e-03,-9.70711e-04,-3.00652e-24,1,5.50000e-02,5.38891e-01,3.88909e-02,5.00000e-03
-3.56666e-05,5.49589e-03,-1.00185e-03,-3.00652e-24,1,5.60000e-02,5.39598e-01,3.95980e-02,5.00000e-03
-3.73192e-05,5.60009e-03,-1.03298e-03,-3.00652e-24,1,5.70000e-02,5.40305e-01,4.03051e-02,5.00000e-03
-3.89719e-05,5.70428e-03,-1.06412e-03,-3.00652e-24,1,5.80000e-02,5.41012e-01,4.10122e-02,5.00000e-03
-4.06246e-05,5.80847e-03,-1.09525e-03,-3.00652e-24,1,5.90000e-02,5.41719e-01,4.17193e-02,5.00000e-03
-4.22772e-05,5.91267e-03,-1.12639e-03,-3.00652e-24,1,6.00000e-02,5.42426e-01,4.24264e-02,5.00000e-03
-4.39298e-05,6.01686e-03,-1.15753e-03,-3.00652e-24,1,6.10000e-02,5.43133e-01,4.31335e-02,5.00000e-03
-4.55825e-05,6.12105e-03,-1.18866e-03,-3.00652e-24,1,6.20000e-02,5.43841e-01,4.38406e-02,5.00000e-03
-4.72352e-05,6.22525e-03,-1.21980e-03,-3.00652e-24,1,6.30000e-02,5.44548e-01,4.45477e-02,5.00000e-03
-4.88878e-05,6.32944e-03,-1.25093e-03,-3.00652e-24,1,6.40000e-02,5.45255e-01,4.52548e-02,5.00000e-03
-5.05404e-05,6.43363e-03,-1.28207e-03,-3.00652e-24,1,6.50000e-02,5.45962e-01,4.59619e-02,5.00000e-03
-5.21931e-05,6.53783e-03,-1.31321e-03,-3.00652e-24,1,6.60000e-02,5.46669e-01,4.66690e-02,5.00000e-03
-5.38458e-05,6.64202e-03,-1.34434e-03,-3.00652e-24,1,6.70000e-02,5.47376e-01,4.73762e-02,5.00000e-03
-5.54984e-05,6.74621e-03,-1.37548e-03,-3.00652e-24,1,6.80000e-02,5.48083e-01,4.80833e-02,5.00000e-03
-5.71511e-05,6.85040e-03,-1.40661e-03,-3.00652e-24,1,6.90000e-02,5.48790e-01,4.87904e-02,5.00000e-03
-5.88037e-05,6.95460e-03,-1.43775e-03,-3.00652e-24,1,7.00000e-02,5.49497e-01,4.94975e-02,5.00000e-03
-6.04564e-05,7.05879e-03,-1.46889e-03,-3.00652e-24,1,7.10000e-02,5.50205e-01,5.02046e-02,5.00000e-03
-6.21090e-05,7.16298e-03,-1.50002e-03,-3.00652e-24,1,7.20000e-02,5.50912e-01,5.09117e-02,5.00000e-03
-6.37617e-05,7.26718e-03,-1.53116e-03,-3.00652e-24,1,7.30000e-02,5.51619e-01,5.16188e-02,5.00000e-03
-6.54143e-05,7.37137e-03,-1.56229e-03,-3.00652e-24,1,7.40000e-02,5.52326e-01,5.23259e-02,5.00000e-03
-6.70670e-05,7.47556e-03,-1.59343e-03,-3.00652e-24,1,7.50000e-02,5.53033e-01,5.30330e-02,5.00000e-03
-6.87197e-05,7.57976e-03,-1.62456e-03,-3.00652e-24,1,7.60000e-02,5.53740e-01,5.37401e-02,5.00000e-03
-7.03723e-05,7.68395e-03,-1.65570e-03,-3.00652e-24,1,7.70000e-02,5.54447e-01,5.44472e-02,5.00000e-03
-7.20249e-05,7.78814e-03,-1.68684e-03,-3.00652e-24,1,7.80000e-02,5.55154e-01,5.51543e-02,5.00000e-03
-7.36776e-05,7.89233e-03,-1.71797e-03,-3.00652e-24,1,7.90000e-02,5.55861e-01,5.58614e-02,5.00000e-03
-7.53303e-05,7.99653e-03,-1.74911e-03,-3.00652e-24,1,8.00000e-02,5.56569e-01,5.65685e-02,5.00000e-03
-7.69829e-05,8.10072e-03,-1.78024e-03,-3.00652e-24,1,8.10000e-02,5.57276e-01,5.72756e-02,5.00000e-03
-7.86355e-05,8.20491e-03,-1.81138e-03,-3.00652e-24,1,8.20000e-02,5.57983e-01,5.79828e-02,5.00000e-03
-8.02882e-05,8.30911e-03,-1.84252e-03,-3.00652e-24,1,8.30000e-02,5.58690e-01,5.86899e-02,5.00000e-03
-8.19409e-05,8.41330e-03,-1.87365e-03,-3.00652e-24,1,8.40000e-02,5.59397e-01,5.93970e-02,5.00000e-03
-8.35935e-05,8.51749e-03,-1.90479e-03,-3.00652e-24,1,8.50000e-02,5.60104e-01,6.01041e-02,5.00000e-03
-8.52461e-05,8.62169e-03,-1.93592e-03,-3.00652e-24,1,8.60000e-02,5.60811e-01,6.08112e-02,5.00000e-03
-8.68988e-05,8.72588e-03,-1.96706e-03,-3.00652e-24,1,8.70000e-02,5.61518e-01,6.15183e-02,5.00000e-03
-8.85515e-05,8.83007e-03,-1.99820e-03,-3.00652e-24,1,8.80000e-02,5.62225e-01,6.22254e-02,5.00000e-03
-9.02041e-05,8.93427e-03,-2.02933e-03,-3.00652e-24,1,8.90000e-02,5.62932e-01,6.29325e-02,5.00000e-03
-9.18567e-05,9.03846e-03,-2.06047e-03,-3.00652e-24,1,9.00000e-02,5.63640e-01,6.36396e-02,5.00000e-03
-9.35094e-05,9.14265e-03,-2.09160e-03,-3.00652e-24,1,9.10000e-02,5.64347e-01,6.43467e-02,5.00000e-03
-9.51621e-05,9.24685e-03,-2.12274e-03,-3.00652e-24,1,9.20000e-02,5.65054e-01,6.50538e-02,5.00000e-03
-9.68147e-05,9.35104e-03,-2.15388e-03,-3.00652e-24,1,9.30000e-02,5.65761e-01,6.57609e-02,5.00000e-03
-9.84674e-05,9.45523e-03,-2.18501e-03,-3.00652e-24,1,9.40000e-02,5.66468e-01,6.64680e-02,5.00000e-03
