p,U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
-3.40829e-05,1.12763e-04,2.53842e-04,-2.37259e-22,1,0.00000e+00,4.33013e-01,2.50000e-01,5.00000e-03
-3.44546e-05,1.04949e-04,2.47817e-04,-2.33330e-22,1,9.99987e-04,4.34013e-01,2.50000e-01,5.00000e-03
-3.48263e-05,9.71356e-05,2.41791e-04,-2.29400e-22,1,2.00000e-03,4.35013e-01,2.50000e-01,5.00000e-03
-3.51981e-05,8.93222e-05,2.35766e-04,-2.25471e-22,1,2.99999e-03,4.36013e-01,2.50000e-01,5.00000e-03
-3.55698e-05,8.15085e-05,2.29741e-04,-2.21541e-22,1,4.00001e-03,4.37013e-01,2.50000e-01,5.00000e-03
-3.59415e-05,7.36951e-05,2.23715e-04,-2.17612e-22,1,5.00000e-03,4.38013e-01,2.50000e-01,5.00000e-03
-3.63133e-05,6.58814e-05,2.17690e-04,-2.13683e-22,1,6.00001e-03,4.39013e-01,2.50000e-01,5.00000e-03
-3.66850e-05,5.80680e-05,2.11665e-04,-2.09753e-22,1,7.00000e-03,4.40013e-01,2.50000e-01,5.00000e-03
-3.70567e-05,5.02546e-05,2.05639e-04,-2.05824e-22,1,7.99999e-03,4.41013e-01,2.50000e-01,5.00000e-03
-3.74285e-05,4.24410e-05,1.99614e-04,-2.01895e-22,1,9.00000e-03,4.42013e-01,2.50000e-01,5.00000e-03
-3.78002e-05,3.46276e-05,1.93588e-04,-1.97965e-22,1,9.99999e-03,4.43013e-01,2.50000e-01,5.00000e-03
-3.81719e-05,2.68139e-05,1.87563e-04,-1.94036e-22,1,1.10000e-02,4.44013e-01,2.50000e-01,5.00000e-03
-3.85437e-05,1.90005e-05,1.81538e-04,-1.90107e-22,1,1.20000e-02,4.45013e-01,2.50000e-01,5.00000e-03
-3.89154e-05,1.11868e-05,1.75512e-04,-1.86177e-22,1,1.30000e-02,4.46013e-01,2.50000e-01,5.00000e-03
-3.92871e-05,3.37343e-06,1.69487e-04,-1.82248e-22,1,1.40000e-02,4.47013e-01,2.50000e-01,5.00000e-03
-3.96589e-05,-4.43999e-06,1.63462e-04,-1.78319e-22,1,1.50000e-02,4.48013e-01,2.50000e-01,5.00000e-03
-4.00306e-05,-1.22536e-05,1.57436e-04,-1.74389e-22,1,1.60000e-02,4.49013e-01,2.50000e-01,5.00000e-03
-4.04023e-05,-2.00671e-05,1.51411e-04,-1.70460e-22,1,1.70000e-02,4.50013e-01,2.50000e-01,5.00000e-03
