p,U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
-8.08697e-06,-7.41266e-07,-5.16382e-08,-2.57157e-24,1,0.00000e+00,5.00000e-01,0.00000e+00,0.00000e+00
-8.05245e-06,-8.90165e-07,-3.61305e-08,-2.49938e-24,1,1.00008e-03,5.00966e-01,2.58819e-04,1.00000e-05
-8.01792e-06,-1.03906e-06,-2.06230e-08,-2.42720e-24,1,2.00009e-03,5.01932e-01,5.17638e-04,2.00000e-05
-7.98339e-06,-1.18796e-06,-5.11531e-09,-2.35501e-24,1,3.00017e-03,5.02898e-01,7.76457e-04,3.00000e-05
-7.94886e-06,-1.33686e-06,1.03922e-08,-2.28282e-24,1,4.00019e-03,5.03864e-01,1.03528e-03,4.00000e-05
-7.91433e-06,-1.48576e-06,2.58999e-08,-2.21064e-24,1,5.00027e-03,5.04830e-01,1.29410e-03,5.00000e-05
-7.87980e-06,-1.63465e-06,4.14074e-08,-2.13845e-24,1,6.00028e-03,5.05796e-01,1.55291e-03,6.00000e-05
-7.84527e-06,-1.78355e-06,5.69151e-08,-2.06626e-24,1,7.00036e-03,5.06761e-01,1.81173e-03,7.00000e-05
-7.81074e-06,-1.93245e-06,7.24225e-08,-1.99408e-24,1,8.00038e-03,5.07727e-01,2.07055e-03,8.00000e-05
-7.77621e-06,-2.08134e-06,8.79303e-08,-1.92189e-24,1,9.00046e-03,5.08693e-01,2.32937e-03,9.00000e-05
-7.74168e-06,-2.23024e-06,1.03438e-07,-1.84971e-24,1,1.00005e-02,5.09659e-01,2.58819e-03,1.00000e-04
-7.70715e-06,-2.37914e-06,1.18945e-07,-1.77752e-24,1,1.10005e-02,5.10625e-01,2.84701e-03,1.10000e-04
-7.67262e-06,-2.52804e-06,1.34453e-07,-1.70533e-24,1,1.20006e-02,5.11591e-01,3.10583e-03,1.20000e-04
-7.58128e-06,-2.79915e-06,1.67441e-07,-1.56855e-24,1,1.30006e-02,5.12557e-01,3.36465e-03,1.30000e-04
-7.43311e-06,-3.19249e-06,2.17909e-07,-1.36717e-24,1,1.40007e-02,5.13523e-01,3.62347e-03,1.40000e-04
-7.28494e-06,-3.58581e-06,2.68376e-07,-1.16580e-24,1,1.50007e-02,5.14489e-01,3.88229e-03,1.50000e-04
-7.13677e-06,-3.97915e-06,3.18844e-07,-9.64415e-25,1,1.60008e-02,5.15455e-01,4.14110e-03,1.60000e-04
-6.98861e-06,-4.37247e-06,3.69311e-07,-7.63037e-25,1,1.70008e-02,5.16421e-01,4.39992e-03,1.70000e-04
-6.84044e-06,-4.76581e-06,4.19779e-07,-5.61658e-25,1,1.80009e-02,5.17387e-01,4.65874e-03,1.80000e-04
