p,U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
8.00063e-05,4.49335e-04,-6.60148e-06,-1.06832e-22,1,0.00000e+00,5.00000e-01,0.00000e+00,5.00000e-03
7.93097e-05,4.93006e-04,-1.10927e-05,-9.94508e-23,1,9.99988e-04,5.00707e-01,7.07107e-04,5.00000e-03
7.86132e-05,5.36678e-04,-1.55840e-05,-9.20692e-23,1,2.00002e-03,5.01414e-01,1.41421e-03,5.00000e-03
7.79166e-05,5.80349e-04,-2.00753e-05,-8.46880e-23,1,3.00001e-03,5.02121e-01,2.12132e-03,5.00000e-03
7.72200e-05,6.24020e-04,-2.45665e-05,-7.73064e-23,1,3.99999e-03,5.02828e-01,2.82843e-03,5.00000e-03
7.65234e-05,6.67691e-04,-2.90578e-05,-6.99248e-23,1,4.99998e-03,5.03536e-01,3.53553e-03,5.00000e-03
7.58268e-05,7.11363e-04,-3.35491e-05,-6.25433e-23,1,6.00001e-03,5.04243e-01,4.24264e-03,5.00000e-03
7.51303e-05,7.55034e-04,-3.80403e-05,-5.51619e-23,1,7.00000e-03,5.04950e-01,4.94975e-03,5.00000e-03
7.44337e-05,7.98705e-04,-4.25316e-05,-4.77803e-23,1,7.99999e-03,5.05657e-01,5.65685e-03,5.00000e-03
7.37371e-05,8.42376e-04,-4.70229e-05,-4.03988e-23,1,9.00002e-03,5.06364e-01,6.36396e-03,5.00000e-03
7.30405e-05,8.86047e-04,-5.15141e-05,-3.30174e-23,1,1.00000e-02,5.07071e-01,7.07107e-03,5.00000e-03
7.23440e-05,9.29718e-04,-5.60054e-05,-2.56358e-23,1,1.10000e-02,5.07778e-01,7.77817e-03,5.00000e-03
7.16474e-05,9.73389e-04,-6.04966e-05,-1.82542e-23,1,1.20000e-02,5.08485e-01,8.48528e-03,5.00000e-03
7.05780e-05,1.04212e-03,-6.97485e-05,-1.24270e-23,1,1.30000e-02,5.09192e-01,9.19239e-03,5.00000e-03
6.91358e-05,1.13592e-03,-8.37609e-05,-8.15365e-24,1,1.40000e-02,5.09899e-01,9.89950e-03,5.00000e-03
6.76936e-05,1.22972e-03,-9.77733e-05,-3.88027e-24,1,1.50000e-02,5.10607e-01,1.06066e-02,5.00000e-03
6.62514e-05,1.32351e-03,-1.11786e-04,3.92857e-25,1,1.60000e-02,5.11314e-01,1.13137e-02,5.00000e-03
6.48092e-05,1.41731e-03,-1.25798e-04,4.66621e-24,1,1.70000e-02,5.12021e-01,1.20208e-02,5.00000e-03
6.33670e-05,1.51111e-03,-1.39811e-04,8.93958e-24,1,1.80000e-02,5.12728e-01,1.27279e-02,5.00000e-03
6.19248e-05,1.60490e-03,-1.53823e-04,1.32129e-23,1,1.90000e-02,5.13435e-01,1.34350e-02,5.00000e-03
6.04826e-05,1.69870e-03,-1.67835e-04,1.74860e-23,1,2.00000e-02,5.14142e-01,1.41421e-02,5.00000e-03
5.90404e-05,1.79250e-03,-1.81848e-04,2.17594e-23,1,2.10000e-02,5.14849e-01,1.48492e-02,5.00000e-03
5.75982e-05,1.88630e-03,-1.95860e-04,2.60328e-23,1,2.20000e-02,5.15556e-01,1.55563e-02,5.00000e-03
