p,U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
3.36923e-05,-6.24773e-06,6.19149e-05,0.00000e+00,1,0.00000e+00,5.00000e-01,0.00000e+00,5.00000e-03
3.36602e-05,2.80275e-06,5.85491e-05,-5.83854e-25,1,9.99974e-04,5.00866e-01,5.00000e-04,5.00000e-03
3.36282e-05,1.18534e-05,5.51834e-05,-1.16771e-24,1,2.00000e-03,5.01732e-01,1.00000e-03,5.00000e-03
3.35961e-05,2.09038e-05,5.18177e-05,-1.75156e-24,1,2.99997e-03,5.02598e-01,1.50000e-03,5.00000e-03
3.35641e-05,2.99545e-05,4.84520e-05,-2.33542e-24,1,4.00000e-03,5.03464e-01,2.00000e-03,5.00000e-03
3.35320e-05,3.90049e-05,4.50863e-05,-2.91927e-24,1,4.99998e-03,5.04330e-01,2.50000e-03,5.00000e-03
3.34999e-05,4.80556e-05,4.17205e-05,-3.50312e-24,1,6.00000e-03,5.05196e-01,3.00000e-03,5.00000e-03
3.34679e-05,5.71060e-05,3.83548e-05,-4.08698e-24,1,6.99998e-03,5.06062e-01,3.50000e-03,5.00000e-03
3.34358e-05,6.61567e-05,3.49891e-05,-4.67083e-24,1,8.00000e-03,5.06928e-01,4.00000e-03,5.00000e-03
3.34038e-05,7.52071e-05,3.16234e-05,-5.25468e-24,1,8.99998e-03,5.07794e-01,4.50000e-03,5.00000e-03
3.33717e-05,8.42578e-05,2.82577e-05,-5.83854e-24,1,1.00000e-02,5.08660e-01,5.00000e-03,5.00000e-03
3.33397e-05,9.33082e-05,2.48919e-05,-6.42239e-24,1,1.10000e-02,5.09526e-01,5.50000e-03,5.00000e-03
3.33076e-05,1.02359e-04,2.15262e-05,-7.00625e-24,1,1.20000e-02,5.10392e-01,6.00000e-03,5.00000e-03
3.32756e-05,1.11409e-04,1.81605e-05,-7.59010e-24,1,1.30000e-02,5.11258e-01,6.50000e-03,5.00000e-03
3.32435e-05,1.20460e-04,1.47948e-05,-8.17396e-24,1,1.40000e-02,5.12124e-01,7.00000e-03,5.00000e-03
3.32115e-05,1.29510e-04,1.14291e-05,-8.75781e-24,1,1.50000e-02,5.12990e-01,7.50000e-03,5.00000e-03
3.31794e-05,1.38561e-04,8.06333e-06,-9.34166e-24,1,1.60000e-02,5.13856e-01,8.00000e-03,5.00000e-03
3.31473e-05,1.47612e-04,4.69762e-06,-9.92551e-24,1,1.70000e-02,5.14722e-01,8.50000e-03,5.00000e-03
3.31153e-05,1.56662e-04,1.33189e-06,-1.05094e-23,1,1.80000e-02,5.15588e-01,9.00000e-03,5.00000e-03
3.30832e-05,1.65713e-04,-2.03381e-06,-1.10932e-23,1,1.90000e-02,5.16454e-01,9.50000e-03,5.00000e-03
3.30512e-05,1.74763e-04,-5.39955e-06,-1.16771e-23,1,2.00000e-02,5.17321e-01,1.00000e-02,5.00000e-03
3.30191e-05,1.83814e-04,-8.76525e-06,-1.22609e-23,1,2.10000e-02,5.18187e-01,1.05000e-02,5.00000e-03
3.29871e-05,1.92864e-04,-1.21310e-05,-1.28448e-23,1,2.20000e-02,5.19053e-01,1.10000e-02,5.00000e-03
3.29550e-05,2.01915e-04,-1.54967e-05,-1.34286e-23,1,2.30000e-02,5.19919e-01,1.15000e-02,5.00000e-03
3.29230e-05,2.10966e-04,-1.88624e-05,-1.40125e-23,1,2.40000e-02,5.20785e-01,1.20000e-02,5.00000e-03
3.28909e-05,2.20016e-04,-2.22281e-05,-1.45963e-23,1,2.50000e-02,5.21651e-01,1.25000e-02,5.00000e-03
3.28589e-05,2.29067e-04,-2.55939e-05,-1.51802e-23,1,2.60000e-02,5.22517e-01,1.30000e-02,5.00000e-03
3.28268e-05,2.38117e-04,-2.89596e-05,-1.57641e-23,1,2.70000e-02,5.23383e-01,1.35000e-02,5.00000e-03
3.27948e-05,2.47168e-04,-3.23253e-05,-1.63479e-23,1,2.80000e-02,5.24249e-01,1.40000e-02,5.00000e-03
