p,U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
3.79283e-05,3.78185e-03,-3.66737e-04,2.73884e-22,1,3.13016e-01,8.02335e-01,8.10104e-02,3.13000e-03
3.58911e-05,3.74465e-03,-3.20166e-04,2.73883e-22,1,3.14016e-01,8.03301e-01,8.12692e-02,3.14000e-03
3.38538e-05,3.70745e-03,-2.73593e-04,2.73884e-22,1,3.15016e-01,8.04267e-01,8.15280e-02,3.15000e-03
3.18165e-05,3.67025e-03,-2.27021e-04,2.73884e-22,1,3.16016e-01,8.05233e-01,8.17868e-02,3.16000e-03
2.97793e-05,3.63305e-03,-1.80449e-04,2.73884e-22,1,3.17016e-01,8.06198e-01,8.20456e-02,3.17000e-03
2.77420e-05,3.59585e-03,-1.33877e-04,2.73884e-22,1,3.18016e-01,8.07164e-01,8.23045e-02,3.18000e-03
2.57048e-05,3.55865e-03,-8.73055e-05,2.73884e-22,1,3.19016e-01,8.08130e-01,8.25633e-02,3.19000e-03
2.36675e-05,3.52145e-03,-4.07325e-05,2.73884e-22,1,3.20016e-01,8.09096e-01,8.28221e-02,3.20000e-03
2.16303e-05,3.48425e-03,5.83849e-06,2.73884e-22,1,3.21016e-01,8.10062e-01,8.30809e-02,3.21000e-03
1.95930e-05,3.44705e-03,5.24115e-05,2.73884e-22,1,3.22016e-01,8.11028e-01,8.33397e-02,3.22000e-03
1.75558e-05,3.40985e-03,9.89828e-05,2.73884e-22,1,3.23016e-01,8.11994e-01,8.35986e-02,3.23000e-03
1.55185e-05,3.37266e-03,1.45556e-04,2.73884e-22,1,3.24016e-01,8.12960e-01,8.38574e-02,3.24000e-03
1.34813e-05,3.33546e-03,1.92127e-04,2.73884e-22,1,3.25016e-01,8.13926e-01,8.41162e-02,3.25000e-03
1.14440e-05,3.29826e-03,2.38700e-04,2.73884e-22,1,3.26016e-01,8.14892e-01,8.43750e-02,3.26000e-03
9.40670e-06,3.26106e-03,2.85273e-04,2.73884e-22,1,3.27016e-01,8.15858e-01,8.46338e-02,3.27000e-03
7.36952e-06,3.22386e-03,3.31844e-04,2.73884e-22,1,3.28016e-01,8.16824e-01,8.48926e-02,3.28000e-03
5.33221e-06,3.18666e-03,3.78417e-04,2.73884e-22,1,3.29016e-01,8.17790e-01,8.51515e-02,3.29000e-03
3.29503e-06,3.14946e-03,4.24988e-04,2.73884e-22,1,3.30016e-01,8.18756e-01,8.54103e-02,3.30000e-03
1.25772e-06,3.11226e-03,4.71561e-04,2.73884e-22,1,3.31017e-01,8.19721e-01,8.56691e-02,3.31000e-03
-7.79459e-07,3.07506e-03,5.18132e-04,2.73884e-22,1,3.32017e-01,8.20687e-01,8.59279e-02,3.32000e-03
-2.81677e-06,3.03786e-03,5.64705e-04,2.73884e-22,1,3.33017e-01,8.21653e-01,8.61867e-02,3.33000e-03
-4.85395e-06,3.00066e-03,6.11276e-04,2.73884e-22,1,3.34017e-01,8.22619e-01,8.64456e-02,3.34000e-03
-6.89126e-06,2.96346e-03,6.57849e-04,2.73884e-22,1,3.35017e-01,8.23585e-01,8.67044e-02,3.35000e-03
-8.92844e-06,2.92626e-03,7.04420e-04,2.73884e-22,1,3.36017e-01,8.24551e-01,8.69632e-02,3.36000e-03
-1.09658e-05,2.88907e-03,7.50993e-04,2.73884e-22,1,3.37017e-01,8.25517e-01,8.72220e-02,3.37000e-03
-1.30031e-05,2.85187e-03,7.97567e-04,2.73884e-22,1,3.38017e-01,8.26483e-01,8.74808e-02,3.38000e-03
-1.50402e-05,2.81467e-03,8.44137e-04,2.73884e-22,1,3.39017e-01,8.27449e-01,8.77397e-02,3.39000e-03
