y,Ux
0.00,0.0000
0.0161761903189,-3.288E-06
0.0323523806378,-6.741E-06
0.0485285709567,6.860E-05
0.0647047612756,4.193E-04
0.0808809515945,1.085E-03
0.0970571419134,9.249E-04
0.1132333322323,-5.788E-03
0.1294095225512,-3.399E-02
0.1455857128701,-9.154E-02
0.161761903189,-1.504E-01
0.1779380935079,-1.674E-01
0.1941142838268,-1.055E-01
0.2102904741457,5.665E-02
0.2264666644646,3.175E-01
0.2426428547835,6.442E-01
0.2588190451024,1.0000
