p,U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
-8.27681e-05,6.85286e-04,-1.63645e-04,0.00000e+00,1,0.00000e+00,5.00000e-01,0.00000e+00,5.00000e-03
-8.82269e-05,6.94295e-04,-1.65607e-04,3.05776e-24,1,9.99974e-04,5.00866e-01,5.00000e-04,5.00000e-03
-9.36861e-05,7.03304e-04,-1.67569e-04,6.11553e-24,1,2.00000e-03,5.01732e-01,1.00000e-03,5.00000e-03
-9.91449e-05,7.12312e-04,-1.69532e-04,9.17328e-24,1,2.99997e-03,5.02598e-01,1.50000e-03,5.00000e-03
-1.04604e-04,7.21321e-04,-1.71494e-04,1.22311e-23,1,4.00000e-03,5.03464e-01,2.00000e-03,5.00000e-03
-1.10063e-04,7.30329e-04,-1.73457e-04,1.52888e-23,1,4.99998e-03,5.04330e-01,2.50000e-03,5.00000e-03
-1.15522e-04,7.39338e-04,-1.75419e-04,1.83466e-23,1,6.00000e-03,5.05196e-01,3.00000e-03,5.00000e-03
-1.20981e-04,7.48347e-04,-1.77381e-04,2.14043e-23,1,6.99998e-03,5.06062e-01,3.50000e-03,5.00000e-03
-1.26440e-04,7.57355e-04,-1.79344e-04,2.44621e-23,1,8.00000e-03,5.06928e-01,4.00000e-03,5.00000e-03
-1.31899e-04,7.66364e-04,-1.81306e-04,2.75198e-23,1,8.99998e-03,5.07794e-01,4.50000e-03,5.00000e-03
-1.37358e-04,7.75373e-04,-1.83269e-04,3.05776e-23,1,1.00000e-02,5.08660e-01,5.00000e-03,5.00000e-03
-1.42817e-04,7.84381e-04,-1.85231e-04,3.36354e-23,1,1.10000e-02,5.09526e-01,5.50000e-03,5.00000e-03
-1.48276e-04,7.93390e-04,-1.87193e-04,3.66931e-23,1,1.20000e-02,5.10392e-01,6.00000e-03,5.00000e-03
-1.53735e-04,8.02399e-04,-1.89156e-04,3.97509e-23,1,1.30000e-02,5.11258e-01,6.50000e-03,5.00000e-03
-1.59194e-04,8.11407e-04,-1.91118e-04,4.28087e-23,1,1.40000e-02,5.12124e-01,7.00000e-03,5.00000e-03
-1.64653e-04,8.20416e-04,-1.93081e-04,4.58664e-23,1,1.50000e-02,5.12990e-01,7.50000e-03,5.00000e-03
-1.70112e-04,8.29425e-04,-1.95043e-04,4.89242e-23,1,1.60000e-02,5.13856e-01,8.00000e-03,5.00000e-03
-1.75571e-04,8.38433e-04,-1.97005e-04,5.19819e-23,1,1.70000e-02,5.14722e-01,8.50000e-03,5.00000e-03
-1.81030e-04,8.47442e-04,-1.98968e-04,5.50397e-23,1,1.80000e-02,5.15588e-01,9.00000e-03,5.00000e-03
-1.86489e-04,8.56451e-04,-2.00930e-04,5.80974e-23,1,1.90000e-02,5.16454e-01,9.50000e-03,5.00000e-03
