p,U:0,U:1,U:2,T,alphaQGD,rho,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
-2.49887e-07,2.19025e-07,-4.99365e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,0.00000e+00,5.00000e-01,0.00000e+00,0.00000e+00
-2.53550e-07,2.21949e-07,-4.75942e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.01557e-03,5.00982e-01,2.58819e-04,1.00000e-05
-2.57213e-07,2.24837e-07,-4.52427e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,2.03114e-03,5.01964e-01,5.17638e-04,2.00000e-05
-2.60877e-07,2.27687e-07,-4.28819e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,3.04677e-03,5.02946e-01,7.76457e-04,3.00000e-05
-2.64541e-07,2.30501e-07,-4.05119e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,4.06234e-03,5.03928e-01,1.03528e-03,4.00000e-05
-2.68205e-07,2.33279e-07,-3.81327e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,5.07791e-03,5.04910e-01,1.29410e-03,5.00000e-05
-2.71869e-07,2.36019e-07,-3.57443e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,6.09348e-03,5.05892e-01,1.55291e-03,6.00000e-05
-2.75534e-07,2.38722e-07,-3.33466e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,7.10911e-03,5.06874e-01,1.81173e-03,7.00000e-05
-2.79198e-07,2.41389e-07,-3.09397e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,8.12468e-03,5.07856e-01,2.07055e-03,8.00000e-05
-2.82863e-07,2.44019e-07,-2.85236e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,9.14026e-03,5.08838e-01,2.32937e-03,9.00000e-05
-2.86528e-07,2.46613e-07,-2.60983e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.01558e-02,5.09820e-01,2.58819e-03,1.00000e-04
-2.90193e-07,2.49169e-07,-2.36638e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.11714e-02,5.10802e-01,2.84701e-03,1.10000e-04
-2.93858e-07,2.51688e-07,-2.12198e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.21870e-02,5.11784e-01,3.10583e-03,1.20000e-04
-2.99140e-07,2.41148e-07,-1.31650e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.32026e-02,5.12766e-01,3.36465e-03,1.30000e-04
-3.06037e-07,2.17497e-07,5.13523e-10,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.42182e-02,5.13748e-01,3.62347e-03,1.40000e-04
-3.12932e-07,1.93740e-07,1.42185e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.52337e-02,5.14730e-01,3.88229e-03,1.50000e-04
-3.19827e-07,1.69876e-07,2.79502e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.62494e-02,5.15712e-01,4.14110e-03,1.60000e-04
-3.26720e-07,1.45908e-07,4.17080e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.72649e-02,5.16694e-01,4.39992e-03,1.70000e-04
-3.33611e-07,1.21834e-07,5.54922e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.82805e-02,5.17676e-01,4.65874e-03,1.80000e-04
-3.40501e-07,9.76548e-08,6.93028e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,1.92961e-02,5.18658e-01,4.91756e-03,1.90000e-04
-3.47390e-07,7.33675e-08,8.31403e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,2.03117e-02,5.19640e-01,5.17638e-03,2.00000e-04
-3.54277e-07,4.89770e-08,9.70037e-08,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,2.13273e-02,5.20622e-01,5.43520e-03,2.10000e-04
-3.61163e-07,2.44810e-08,1.10894e-07,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,2.23429e-02,5.21604e-01,5.69402e-03,2.20000e-04
-3.68047e-07,-1.20641e-10,1.24810e-07,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,2.33584e-02,5.22586e-01,5.95284e-03,2.30000e-04
-3.74930e-07,-2.48278e-08,1.38752e-07,0.00000e+00,0.00000e+00,5.00000e-01,1.00000e+00,1,2.43740e-02,5.23568e-01,6.21166e-03,2.40000e-04
