timeData,vydata
11.25,0.0078039682
11.3,0.043230575
11.35,0.074701563
11.4,0.0990379
11.45,0.1137586
11.5,0.11733606
11.55,0.10934956
11.6,0.090523226
11.65,0.062646677
11.7,0.028392999
11.75,-0.0089467949
11.8,-0.045780189
11.85,-0.078552692
11.9,-0.10407715
11.95,-0.11982962
12.0,-0.1241891
12.05,-0.11660161
12.1,-0.097655033
12.15,-0.069049639
12.2,-0.033461994
12.25,0.005695364
12.3,0.044601456
12.35,0.079407292
12.4,0.10663273
12.45,0.12352929
12.5,0.12837075
12.55,0.1206333
12.6,0.10105185
12.65,0.071541305
12.7,0.035000376
12.75,-0.0049828594
12.8,-0.044486901
12.85,-0.079639
12.9,-0.10698599
12.95,-0.12382399
13.0,-0.12845942
13.05,-0.12037803
13.1,-0.10031106
13.15,-0.070179827
13.2,-0.03292311
13.25,0.0077856606
13.3,0.047905502
13.35,0.083437315
13.4,0.11083446
13.45,0.12735972
13.5,0.13135841
13.55,0.12241491
13.6,0.10138486
13.65,0.070301115
13.7,0.032169528
13.75,-0.0093261702
13.8,-0.050174869
13.85,-0.086412872
13.9,-0.11449351
13.95,-0.13161759
14.0,-0.13600347
14.05,-0.12707331
14.1,-0.10553543
14.15,-0.07334928
14.2,-0.033566339
14.25,0.0099482794
14.3,0.052889995
14.35,0.090950779
14.4,0.12026973
14.45,0.13784324
14.5,0.14184655
14.55,0.13182804
14.6,0.10875257
14.65,0.074893142
14.7,0.033586937
14.75,-0.011112025
14.8,-0.0548368
14.85,-0.093331986
14.9,-0.12285353
14.95,-0.14051694
15.0,-0.14456797
15.05,-0.1345562
15.1,-0.1113942
15.15,-0.077290039
15.2,-0.035548452
15.25,0.0097463238
15.3,0.0541388
15.35,0.093254808
15.4,0.12324871
15.45,0.14118902
15.5,0.14534451
15.55,0.13534193
15.6,0.11218505
15.65,0.078140183
15.7,0.036504498
15.75,-0.008713451
15.8,-0.053170671
15.85,-0.09258677
15.9,-0.12313548
15.95,-0.14179653
16.0,-0.14664778
16.05,-0.13706793
16.1,-0.11383088
16.15,-0.079069504
16.2,-0.036103227
16.25,0.01086718
16.3,0.057173587
16.35,0.098158041
16.4,0.12966189
16.45,0.14846633
16.5,0.15263087
16.55,0.14169519
16.6,0.11671891
16.65,0.080162747
16.7,0.035625495
16.75,-0.012525788
16.8,-0.059588517
16.85,-0.10097752
16.9,-0.13265357
16.95,-0.15149745
17.0,-0.15560541
17.05,-0.1444822
17.1,-0.11911187
17.15,-0.081893869
17.2,-0.03643221
17.25,0.012807282
17.3,0.060945945
17.35,0.10319595
17.4,0.13535716
17.45,0.15424965
17.5,0.15802995
17.55,0.14636357
17.6,0.12043893
17.65,0.082828505
17.7,0.037220271
17.75,-0.011949075
17.8,-0.059922672
17.85,-0.10206893
17.9,-0.13431085
17.95,-0.15350529
18.0,-0.15774395
18.05,-0.146547
18.1,-0.12093208
18.15,-0.083338546
18.2,-0.037409363
18.25,0.012357683
18.3,0.06105592
18.35,0.10386443
18.4,0.13653802
18.45,0.1558365
18.5,0.15984748
18.55,0.14817209
18.6,0.12195574
18.65,0.083762475
18.7,0.037312661
18.75,-0.012887364
18.8,-0.061978016
18.85,-0.10520308
18.9,-0.13834693
18.95,-0.15812282
19.0,-0.16248837
19.05,-0.15086302
19.1,-0.12422187
19.15,-0.085048096
19.2,-0.037126779
19.25,0.014808724
19.3,0.065559603
19.35,0.11000402
19.4,0.14364765
19.45,0.16309906
19.5,0.16642269
19.55,0.15332329
19.6,0.12515222
19.65,0.08473904
19.7,0.036080019
19.75,-0.016075575
19.8,-0.066691517
19.85,-0.11091696
19.9,-0.14452765
19.95,-0.1643068
20.0,-0.16833744
20.05,-0.1561876
20.1,-0.12896897
20.15,-0.089253903
20.2,-0.040850843
20.25,0.011551833
20.3,0.062840022
20.35,0.10798293
20.4,0.1425377
20.45,0.1630996
20.5,0.16764527
20.55,0.15573506
20.6,0.12855322
20.65,0.088778812
20.7,0.04031052
20.75,-0.0121243
20.8,-0.063429522
20.85,-0.10862357
20.9,-0.14330119
20.95,-0.1640449
21.0,-0.16875169
21.05,-0.15685106
21.1,-0.12939048
21.15,-0.088970811
21.2,-0.039520212
21.25,0.014075448
21.3,0.066466434
21.35,0.11239226
21.4,0.14723982
21.45,0.16752765
21.5,0.17126296
21.55,0.1581296
21.6,0.12949108
21.65,0.088221092
21.7,0.038392282
21.75,-0.015137161
21.8,-0.067186794
21.85,-0.11273232
21.9,-0.14735958
21.95,-0.16766803
22.0,-0.1715964
22.05,-0.15864538
22.1,-0.12996291
22.15,-0.088275887
22.2,-0.037650535
22.25,0.016904731
22.3,0.069953166
22.35,0.11619992
22.4,0.15104773
22.45,0.17106899
22.5,0.17434103
22.55,0.16061839
22.6,0.13132875
22.65,0.089403536
22.7,0.038966276
22.75,-0.01508156
22.8,-0.067534579
22.85,-0.11336936
22.9,-0.14820306
22.95,-0.16869126
23.0,-0.17283677
23.05,-0.1601868
23.1,-0.13189844
23.15,-0.090657495
23.2,-0.040446523
23.25,0.013825996
23.3,0.066808317
23.35,0.1132471
23.4,0.14852854
23.45,0.16915472
23.5,0.17309911
23.55,0.16000414
23.6,0.13120061
23.65,0.089555141
23.7,0.039166204
23.75,-0.015050501
23.8,-0.067838194
23.85,-0.11409053
23.9,-0.14932006
23.95,-0.17006845
24.0,-0.17423464
24.05,-0.16129404
24.1,-0.13238699
24.15,-0.090250632
24.2,-0.038982852
24.25,0.016351541
24.3,0.070238571
24.35,0.11729389
24.4,0.1528297
24.45,0.17333767
24.5,0.17683401
24.55,0.16303694
24.6,0.13336546
24.65,0.090770035
24.7,0.039419856
24.75,-0.015715331
24.8,-0.069341359
24.85,-0.11632917
24.9,-0.15217988
24.95,-0.17343132
25.0,-0.17797965
25.05,-0.16529167
25.1,-0.13648446
25.15,-0.094253873
25.2,-0.042645509
25.25,0.01332417
25.3,0.068158069
25.35,0.11643615
25.4,0.15337079
25.45,0.17529921
25.5,0.18005689
25.55,0.16719409
25.6,0.13801232
25.65,0.095419683
25.7,0.04362296
25.75,-0.012301605
25.8,-0.066907716
25.85,-0.11489669
25.9,-0.15160948
25.95,-0.17345665
26.0,-0.17825979
26.05,-0.16547625
26.1,-0.13628467
26.15,-0.093507438
26.2,-0.041361453
26.25,0.014954082
26.3,0.06978919
26.35,0.11764007
26.4,0.15372859
26.45,0.17449633
26.5,0.17795486
26.55,0.16386059
26.6,0.13370301
26.65,0.090520369
26.7,0.038570507
26.75,-0.017099364
26.8,-0.071133381
26.85,-0.11835879
26.9,-0.15424965
26.95,-0.17533355
27.0,-0.17951511
27.05,-0.16629088
27.1,-0.13682781
27.15,-0.093889447
27.2,-0.041598118
27.25,0.014951805
27.3,0.070198764
27.35,0.11867791
27.4,0.1555841
27.45,0.17726481
27.5,0.18159051
27.55,0.16816487
27.6,0.13835087
27.65,0.095115928
27.7,0.04271529
27.75,-0.01374243
27.8,-0.068797127
27.85,-0.11715255
27.9,-0.15416361
27.95,-0.17625687
28.0,-0.18126141
28.05,-0.16862479
28.1,-0.13949167
28.15,-0.096629829
28.2,-0.044194145
28.25,0.012665897
28.3,0.06831698
28.35,0.11722265
28.4,0.15452122
28.45,0.17653107
28.5,0.18112235
28.55,0.16791664
28.6,0.13830178
28.65,0.09526141
28.7,0.043055424
28.75,-0.013210435
28.8,-0.068076331
28.85,-0.11623337
28.9,-0.15300683
28.95,-0.17478674
29.0,-0.1793741
29.05,-0.16621694
29.1,-0.13650569
29.15,-0.093099193
29.2,-0.040271555
29.25,0.01670881
29.3,0.072124581
29.35,0.12041599
29.4,0.156765
29.45,0.17759155
29.5,0.18090227
29.55,0.16646431
29.6,0.13579459
29.65,0.09197371
29.7,0.039313925
29.75,-0.017076285
29.8,-0.071784162
29.85,-0.11959222
29.9,-0.15594706
29.95,-0.17736646
30.0,-0.18175765
30.05,-0.16862305
30.1,-0.13913361
30.15,-0.096050196
30.2,-0.043489496
30.25,0.013455661
30.3,0.069211223
30.35,0.11828035
30.4,0.15580712
30.45,0.17807708
30.5,0.18289745
30.55,0.16981702
30.6,0.14016128
30.65,0.09688276
30.7,0.044246239
30.75,-0.01260647
30.8,-0.068159378
30.85,-0.11704332
30.9,-0.15452866
30.95,-0.17695768
31.0,-0.18208988
31.05,-0.16933398
31.1,-0.13984185
31.15,-0.096438304
31.2,-0.043376175
31.25,0.014076788
31.3,0.07017814
31.35,0.11931418
31.4,0.15659212
31.45,0.17834383
31.5,0.18248571
31.55,0.16870356
31.6,0.13845006
31.65,0.094766656
31.7,0.041956776
31.75,-0.014845511
31.8,-0.070165607
31.85,-0.11868904
31.9,-0.15574147
31.95,-0.17771266
32.0,-0.1823989
32.05,-0.16923716
32.1,-0.13939747
32.15,-0.095712485
32.2,-0.042431759
32.25,0.015186112
32.3,0.071407873
32.35,0.12062318
32.4,0.15793154
32.45,0.17964935
32.5,0.18367848
32.55,0.16970078
32.6,0.13918289
32.65,0.095200331
32.7,0.042103752
32.75,-0.014925605
32.8,-0.07038211
32.85,-0.11895125
32.9,-0.15599153
32.95,-0.17795217
33.0,-0.18269551
33.05,-0.16970679
33.1,-0.14016825
33.15,-0.096880911
33.2,-0.044025285
33.25,0.013229656
33.3,0.069237849
33.35,0.11845261
33.4,0.15599948
33.45,0.17817749
33.5,0.18282995
33.55,0.16955069
33.6,0.13970756
33.65,0.096285761
33.7,0.043572067
33.75,-0.013277791
33.8,-0.068740953
33.85,-0.11744699
33.9,-0.15467164
33.95,-0.17677204
34.0,-0.18153286
34.05,-0.16839683
34.1,-0.13855343
34.15,-0.094861837
34.2,-0.041600051
34.25,0.015951231
34.3,0.072047157
34.35,0.12107895
34.4,0.1581603
34.45,0.17963104
34.5,0.18341888
34.55,0.16922834
34.6,0.13854136
34.65,0.094435143
34.7,0.041248951
34.75,-0.015859021
34.8,-0.071406595
34.85,-0.12009399
34.9,-0.15727645
34.95,-0.17937738
35.0,-0.18421734
35.05,-0.17123318
35.1,-0.14156607
35.15,-0.097996366
35.2,-0.044714383
35.25,0.013067796
35.3,0.069631951
35.35,0.1193442
35.4,0.15724888
35.45,0.17959004
35.5,0.1841973
35.55,0.17069346
35.6,0.14050568
35.65,0.096689937
35.7,0.043595964
35.75,-0.013578309
35.8,-0.069293658
35.85,-0.11818519
35.9,-0.15555187
35.95,-0.17778317
36.0,-0.18269621
36.05,-0.16975954
36.1,-0.14017453
36.15,-0.096792817
36.2,-0.043861413
36.25,0.013393323
36.3,0.069298014
36.35,0.1183207
36.4,0.15563761
36.45,0.17761716
36.5,0.18216436
36.55,0.16890774
36.6,0.13921135
36.65,0.09602115
36.7,0.043560932
36.75,-0.013084406
36.8,-0.068452607
36.85,-0.11721307
36.9,-0.15465288
36.95,-0.17711023
37.0,-0.18232239
37.05,-0.1696608
37.1,-0.14022657
37.15,-0.096786855
37.2,-0.043539379
37.25,0.014280027
37.3,0.070920214
37.35,0.1207083
37.4,0.15864502
37.45,0.18093253
37.5,0.18536797
37.55,0.17156167
37.6,0.1409584
37.65,0.096658767
37.7,0.043075055
37.75,-0.014531622
37.8,-0.070571913
37.85,-0.11965483
37.9,-0.15707451
37.95,-0.17923348
38.0,-0.18397176
38.05,-0.17078345
38.1,-0.14089533
38.15,-0.097183567
38.2,-0.043920581
38.25,0.013638455
38.3,0.069788147
38.35,0.11896551
38.4,0.15632492
38.45,0.17822993
38.5,0.18260448
38.55,0.16911707
38.6,0.13918342
38.65,0.095799537
38.7,0.043226183
38.75,-0.013433444
38.8,-0.06871911
38.85,-0.11731836
38.9,-0.15454958
38.95,-0.17679242
39.0,-0.18183035
39.05,-0.16908246
39.1,-0.13969168
39.15,-0.096451903
39.2,-0.04356442
39.25,0.013763235
39.3,0.069839759
39.35,0.11907741
39.4,0.15657225
39.45,0.1786106
39.5,0.18304344
39.55,0.16948994
39.6,0.13935327
39.65,0.095652237
39.7,0.042694512
39.75,-0.014364766
39.8,-0.070022622
39.85,-0.11893848
39.9,-0.15641496
39.95,-0.17881603
40.0,-0.18390321
40.05,-0.1710642
40.1,-0.14141014
40.15,-0.097717163
40.2,-0.044198804
40.25,0.013887965
40.3,0.070770083
40.35,0.12076003
40.4,0.15885932
40.45,0.18128258
40.5,0.18584434
40.55,0.17216505
40.6,0.14168389
40.65,0.097484689
40.7,0.043960328
40.75,-0.013636402
40.8,-0.069707963
40.85,-0.11883712
40.9,-0.15628698
40.95,-0.17843344
41.0,-0.18310761
41.05,-0.16981701
41.1,-0.13982093
41.15,-0.096038028
41.2,-0.04278143
41.25,0.014666854
41.3,0.070595381
41.35,0.11945541
41.4,0.15643168
41.45,0.17792534
41.5,0.18190052
41.55,0.16806392
41.6,0.13786637
41.65,0.094332269
41.7,0.041739667
41.75,-0.014809646
41.8,-0.069876852
41.85,-0.11818859
41.9,-0.15511373
41.95,-0.1770804
42.0,-0.18190735
42.05,-0.16902659
42.1,-0.13957095
42.15,-0.096305204
42.2,-0.043396775
42.25,0.013974259
42.3,0.070128151
42.35,0.11946911
42.4,0.15707346
42.45,0.17920355
42.5,0.18369045
42.55,0.17014288
42.6,0.13996337
42.65,0.096177993
42.7,0.043107731
42.75,-0.014075077
42.8,-0.069849881
42.85,-0.11886147
42.9,-0.15640459
42.95,-0.17884658
43.0,-0.18396441
43.05,-0.17117153
43.1,-0.14160982
43.15,-0.098082408
43.2,-0.044812479
43.25,0.012960755
43.3,0.06951274
43.35,0.11922711
43.4,0.15718131
43.45,0.17964891
43.5,0.18446789
43.55,0.17123992
43.6,0.14134575
43.65,0.097783123
43.7,0.044847376
43.75,-0.012302707
43.8,-0.06814224
43.85,-0.11729557
43.9,-0.1550263
43.95,-0.1776699
44.0,-0.18297755
44.05,-0.1703478
44.1,-0.14091607
44.15,-0.09748464
44.2,-0.044281777
44.25,0.013438551
44.3,0.069924798
44.35,0.11952386
44.4,0.15727655
44.45,0.17943548
44.5,0.1838451
44.55,0.17014438
44.6,0.13977617
44.65,0.095808712
44.7,0.042601131
44.75,-0.014644279
44.8,-0.070386205
44.85,-0.11926095
44.9,-0.15656632
44.95,-0.17868695
45.0,-0.1834312
45.05,-0.17025652
45.1,-0.14035869
45.15,-0.096593388
45.2,-0.043229442
45.25,0.014466844
45.3,0.070766775
45.35,0.1200765
45.4,0.15751682
45.45,0.17942019
45.5,0.18368725
45.55,0.1699766
45.6,0.13971465
45.65,0.09592948
45.7,0.042931371
45.75,-0.014119945
45.8,-0.069714813
45.85,-0.11850985
45.9,-0.15581852
45.95,-0.17803938
46.0,-0.18299246
46.05,-0.17013715
46.1,-0.14064774
46.15,-0.097331442
46.2,-0.044384042
46.25,0.013007298
46.3,0.069175753
46.35,0.11855166
46.4,0.15623684
46.45,0.17850996
46.5,0.18320403
46.55,0.1699166
46.6,0.14003095
46.65,0.096551841
46.7,0.043777743
46.75,-0.013138155
46.8,-0.068691485
46.85,-0.11753622
46.9,-0.15496782
46.95,-0.17734573
47.0,-0.1824328
47.05,-0.16962691
47.1,-0.14005918
47.15,-0.096532285
47.2,-0.043283776
47.25,0.014416404
47.3,0.070803534
47.35,0.12022503
47.4,0.1577407
47.45,0.17963994
47.5,0.18381192
47.55,0.1699354
47.6,0.13947637
47.65,0.09550584
47.7,0.042365965
47.75,-0.014768371
47.8,-0.070387532
47.85,-0.11915583
47.9,-0.15639451
47.95,-0.17850502
48.0,-0.18330612
48.05,-0.1702584
48.1,-0.14054638
48.15,-0.097002436
48.2,-0.043856684
48.25,0.013669504
48.3,0.069889808
48.35,0.11923882
48.4,0.15684387
48.45,0.17902036
48.5,0.18363271
48.55,0.17029347
48.6,0.14038204
48.65,0.096886463
48.7,0.04408808
48.75,-0.012870702
48.8,-0.068484565
48.85,-0.11740283
48.9,-0.15491796
48.95,-0.17739411
49.0,-0.18260889
49.05,-0.16997571
49.1,-0.14063156
49.15,-0.097362403
49.2,-0.044364784
49.25,0.013151441
49.3,0.069481168
49.35,0.11901177
49.4,0.15680684
49.45,0.17911884
49.5,0.18376917
49.55,0.17035576
49.6,0.14027227
49.65,0.096539842
49.7,0.043480191
49.75,-0.013727753
49.8,-0.069548862
49.85,-0.11860915
49.9,-0.15618018
49.95,-0.1786061
50.0,-0.18364585
50.05,-0.17070624
50.1,-0.14093888
50.15,-0.097174521
50.2,-0.04368158
50.25,0.014243397
50.3,0.07081855
50.35,0.12038329
50.4,0.15799664
50.45,0.17994836
50.5,0.1841293
50.55,0.1702227
50.6,0.13970454
50.65,0.095662639
50.7,0.042459946
50.75,-0.01471232
50.8,-0.070336513
50.85,-0.11908158
50.9,-0.15628596
50.95,-0.17837641
51.0,-0.18319865
51.05,-0.17023167
51.1,-0.14066316
51.15,-0.097308478
51.2,-0.044365397
51.25,0.012982204
51.3,0.069078335
51.35,0.1183711
51.4,0.15598551
51.45,0.17822394
51.5,0.18293628
51.55,0.16972216
51.6,0.13995084
51.65,0.096600194
51.7,0.043941584
51.75,-0.012892175
51.8,-0.068401161
51.85,-0.11723276
51.9,-0.15467011
51.95,-0.17706171
52.0,-0.18216697
52.05,-0.16938829
52.1,-0.1398647
52.15,-0.09640549
52.2,-0.043246057
52.25,0.014359109
52.3,0.07067152
52.35,0.12006975
52.4,0.15763653
52.45,0.1796647
52.5,0.18402284
52.55,0.17034999
52.6,0.14006597
52.65,0.096201624
52.7,0.04307501
52.75,-0.014146178
52.8,-0.069942434
52.85,-0.11895624
52.9,-0.15647623
52.95,-0.17886469
53.0,-0.18389777
53.05,-0.17099444
53.1,-0.14130621
53.15,-0.097647586
53.2,-0.044254406
53.25,0.013617273
53.3,0.070219738
53.35,0.1199084
53.4,0.15773364
53.45,0.17995618
53.5,0.18442545
53.55,0.17078291
53.6,0.14047231
53.65,0.096563693
53.7,0.043414899
53.75,-0.013775411
53.8,-0.069475419
53.85,-0.11833708
53.9,-0.15567902
53.95,-0.17790799
54.0,-0.1828503
54.05,-0.16996947
54.1,-0.14044797
54.15,-0.097108123
54.2,-0.044167358
54.25,0.0131649
54.3,0.069210809
54.35,0.1184092
54.4,0.15589156
54.45,0.1779784
54.5,0.18254232
54.55,0.16920258
54.6,0.13933924
54.65,0.095932501
54.7,0.043248609
54.75,-0.013585773
54.8,-0.069076406
54.85,-0.11787248
54.9,-0.15525579
54.95,-0.17757361
55.0,-0.18258624
55.05,-0.16969989
55.1,-0.14005983
55.15,-0.096481412
55.2,-0.043205405
55.25,0.014508778
55.3,0.070916334
55.35,0.12038494
55.4,0.15798566
55.45,0.1800024
55.5,0.18430408
55.55,0.17054173
55.6,0.14015788
55.65,0.096211499
55.7,0.043047111
55.75,-0.014152753
55.8,-0.06986868
55.85,-0.11876068
55.9,-0.15614832
55.95,-0.17843263
56.0,-0.18342542
56.05,-0.17056973
56.1,-0.14102356
56.15,-0.097586828
56.2,-0.04446333
56.25,0.013133047
56.3,0.069499482
56.35,0.11902936
56.4,0.15679862
56.45,0.17907586
56.5,0.1836999
56.55,0.17028455
56.6,0.14023463
56.65,0.096576058
56.7,0.043628902
56.75,-0.013432225
56.8,-0.06908172
56.85,-0.11795816
56.9,-0.15535236
56.95,-0.17763502
57.0,-0.18259778
57.05,-0.16968078
57.1,-0.14006047
57.15,-0.09657431
57.2,-0.043472055
57.25,0.013995287
57.3,0.070111839
57.35,0.11929088
57.4,0.15665708
57.45,0.17854276
57.5,0.18284643
57.55,0.16922242
57.6,0.1390885
57.65,0.095456861
57.7,0.042615213
57.75,-0.014305772
57.8,-0.06982495
57.85,-0.11861928
57.9,-0.15600558
57.95,-0.17836358
58.0,-0.18347451
58.05,-0.17074554
58.1,-0.14129923
58.15,-0.097904125
58.2,-0.044740695
58.25,0.012990594
58.3,0.069583521
58.35,0.11941032
58.4,0.15750801
58.45,0.18009627
58.5,0.18496404
58.55,0.17168565
58.6,0.14164447
58.65,0.09786674
58.7,0.044691267
58.75,-0.012675969
58.8,-0.068672482
58.85,-0.11789965
58.9,-0.15561486
58.95,-0.17815975
59.0,-0.18330283
59.05,-0.17046776
59.1,-0.14082432
59.15,-0.097217532
59.2,-0.043918418
59.25,0.013787467
59.3,0.070142449
59.35,0.11952053
59.4,0.15701898
59.45,0.17895985
59.5,0.18325033
59.55,0.16956603
59.6,0.13935217
59.65,0.095648704
59.7,0.042766076
59.75,-0.014146309
59.8,-0.069593117
59.85,-0.1182425
59.9,-0.15540949
59.95,-0.17748455
60.0,-0.18227445
60.05,-0.16922917
60.1,-0.13952777
60.15,-0.096000935
60.2,-0.042883776
60.25,0.014589379
60.3,0.070712488
60.35,0.11989558
60.4,0.15724724
60.45,0.17907831
60.5,0.18327176
60.55,0.16948154
60.6,0.13914435
60.65,0.095307093
60.7,0.042297314
60.75,-0.014719744
60.8,-0.070244081
60.85,-0.11895528
60.9,-0.15619244
60.95,-0.17837202
61.0,-0.18331655
61.05,-0.17047081
61.1,-0.14098522
61.15,-0.097642393
61.2,-0.044622827
61.25,0.012889116
61.3,0.069218966
61.35,0.11878396
61.4,0.15667125
61.45,0.17914364
61.5,0.18401492
61.55,0.17085822
61.6,0.14102999
61.65,0.097511627
61.7,0.044591422
61.75,-0.012570096
61.8,-0.068438751
61.85,-0.11762677
61.9,-0.1553825
61.95,-0.17802628
62.0,-0.18329775
62.05,-0.17059181
62.1,-0.14105258
62.15,-0.097503673
62.2,-0.044203735
62.25,0.013565715
62.3,0.070037018
62.35,0.11956246
62.4,0.15720741
62.45,0.17926125
62.5,0.18360696
62.55,0.16991296
62.6,0.13963445
62.65,0.095832042
62.7,0.042839156
62.75,-0.014180223
62.8,-0.069728865
62.85,-0.11848342
62.9,-0.15577242
62.95,-0.17799526
63.0,-0.18295561
63.05,-0.1700856
63.1,-0.14053412
63.15,-0.097096448
63.2,-0.043977898
63.25,0.013605897
63.3,0.069948563
63.35,0.11944406
63.4,0.15717014
63.45,0.17939901
63.5,0.18397016
63.55,0.1704953
63.6,0.14037439
63.65,0.096630425
63.7,0.043586618
63.75,-0.013574146
63.8,-0.069312699
63.85,-0.11825469
63.9,-0.15568318
63.95,-0.17796978
64.0,-0.18291508
64.05,-0.16997164
64.1,-0.14032621
64.15,-0.096819798
64.2,-0.043696813
64.25,0.013804226
64.3,0.069980921
64.35,0.11925565
64.4,0.15675217
64.45,0.1787915
64.5,0.18325357
64.55,0.1697719
64.6,0.1397463
64.65,0.096179978
64.7,0.043360222
64.75,-0.013573129
64.8,-0.069123492
64.85,-0.11794888
64.9,-0.15534719
64.95,-0.17768368
65.0,-0.18273269
65.05,-0.16990638
65.1,-0.14034533
65.15,-0.096850778
65.2,-0.043643123
65.25,0.014034622
65.3,0.070445765
65.35,0.11995297
65.4,0.15761142
65.45,0.17968557
65.5,0.18402886
65.55,0.17028667
65.6,0.13990517
65.65,0.095952461
65.7,0.042780206
65.75,-0.014423004
65.8,-0.070136816
65.85,-0.11902101
65.9,-0.15639499
65.95,-0.178656
66.0,-0.18361117
66.05,-0.17069997
66.1,-0.14108348
66.15,-0.097573293
66.2,-0.044393148
