freq,fft
0.0,-3.49331672565
0.00178571428571,-4.99284982727
0.00357142857143,-5.20607744944
0.00535714285714,-5.290777594
0.00714285714286,-5.33154710147
0.00892857142857,-5.35252227147
0.0107142857143,-5.36644289848
0.0125,-5.3753489767
0.0142857142857,-5.37947107828
0.0160714285714,-5.38365298399
0.0178571428571,-5.38683186711
0.0196428571429,-5.38861866363
0.0214285714286,-5.39022698246
0.0232142857143,-5.39125809874
0.025,-5.39221157688
0.0267857142857,-5.39325230602
0.0285714285714,-5.39317629823
0.0303571428571,-5.3935663092
0.0321428571429,-5.39384886322
0.0339285714286,-5.39359935565
0.0357142857143,-5.39414618223
0.0375,-5.39306600196
0.0392857142857,-5.39309310565
0.0410714285714,-5.39320741525
0.0428571428571,-5.39131346774
0.0446428571429,-5.39077543098
0.0464285714286,-5.38878452288
0.0482142857143,-5.38777566661
0.05,-5.38696101788
0.0517857142857,-5.38542716135
0.0535714285714,-5.3833089895
0.0553571428571,-5.38292486366
0.0571428571429,-5.38020353422
0.0589285714286,-5.37757493071
0.0607142857143,-5.37544597408
0.0625,-5.37402548856
0.0642857142857,-5.37122869316
0.0660714285714,-5.37084648763
0.0678571428571,-5.36937501721
0.0696428571429,-5.36952709175
0.0714285714286,-5.36796176986
0.0732142857143,-5.367377666
0.075,-5.36721366922
0.0767857142857,-5.36702351454
0.0785714285714,-5.36758384979
0.0803571428571,-5.36658458613
0.0821428571429,-5.36809581771
0.0839285714286,-5.36907717799
0.0857142857143,-5.36987761511
0.0875,-5.37147202085
0.0892857142857,-5.37225427651
0.0910714285714,-5.37694811919
0.0928571428571,-5.38051099194
0.0946428571429,-5.38468170127
0.0964285714286,-5.3916628606
0.0982142857143,-5.39901872656
0.1,-5.40859206802
0.101785714286,-5.41880892539
0.103571428571,-5.43110145579
0.105357142857,-5.44418677725
0.107142857143,-5.4570102664
0.108928571429,-5.47207493308
0.110714285714,-5.48634479717
0.1125,-5.50083322717
0.114285714286,-5.51965741505
0.116071428571,-5.54151872577
0.117857142857,-5.56350991303
0.119642857143,-5.57644469498
0.121428571429,-5.58284641862
0.123214285714,-5.58454185461
0.125,-5.59106372706
0.126785714286,-5.61483690555
0.128571428571,-5.66252250575
0.130357142857,-5.72574895248
0.132142857143,-5.7640866834
0.133928571429,-5.70547173148
0.135714285714,-5.60344381869
0.1375,-5.51365762969
0.139285714286,-5.45177433525
0.141071428571,-5.40546283859
0.142857142857,-5.36938223717
0.144642857143,-5.33857505966
0.146428571429,-5.31280275847
0.148214285714,-5.29600084734
0.15,-5.28961615402
0.151785714286,-5.28746567355
0.153571428571,-5.27961681933
0.155357142857,-5.26490544469
0.157142857143,-5.24113938979
0.158928571429,-5.20679378757
0.160714285714,-5.16297452229
0.1625,-5.11400892535
0.164285714286,-5.06726885884
0.166071428571,-5.04049568136
0.167857142857,-5.05016676218
0.169642857143,-5.09228434559
0.171428571429,-5.14594290181
0.173214285714,-5.19289910956
0.175,-5.22258010463
0.176785714286,-5.2269261865
0.178571428571,-5.20723132404
0.180357142857,-5.16340872711
0.182142857143,-5.10144167181
0.183928571429,-5.02236030736
0.185714285714,-4.93164626698
0.1875,-4.83537271474
0.189285714286,-4.7540150941
0.191071428571,-4.72129974571
0.192857142857,-4.74688438108
0.194642857143,-4.8019281067
0.196428571429,-4.86123688701
0.198214285714,-4.91414797971
0.2,-4.95876375397
0.201785714286,-4.99648791795
0.203571428571,-5.0260774385
0.205357142857,-5.0508550092
0.207142857143,-5.06929673266
0.208928571429,-5.08363136987
0.210714285714,-5.09179900741
0.2125,-5.09411545253
0.214285714286,-5.09037079464
0.216071428571,-5.07690007778
0.217857142857,-5.05500517866
0.219642857143,-5.03411094415
0.221428571429,-5.04386543244
0.223214285714,-5.09230781133
0.225,-5.13715330768
0.226785714286,-5.15970690294
0.228571428571,-5.16513329405
0.230357142857,-5.15915846238
0.232142857143,-5.14525430765
0.233928571429,-5.12735173681
0.235714285714,-5.10656333584
0.2375,-5.08493452798
0.239285714286,-5.06456509461
0.241071428571,-5.04593647468
0.242857142857,-5.02759007894
0.244642857143,-5.00713174906
0.246428571429,-4.98170034503
0.248214285714,-4.94955278941
0.25,-4.90831197098
0.251785714286,-4.85757564571
0.253571428571,-4.79562694766
0.255357142857,-4.72102275741
0.257142857143,-4.6332751343
0.258928571429,-4.53246293305
0.260714285714,-4.42449188771
0.2625,-4.3341528904
0.264285714286,-4.30619305334
0.266071428571,-4.35036570177
0.267857142857,-4.42568223612
0.269642857143,-4.50218078931
0.271428571429,-4.57028378893
0.273214285714,-4.62866689301
0.275,-4.67827400752
0.276785714286,-4.72008309522
0.278571428571,-4.75574241172
0.280357142857,-4.78633121108
0.282142857143,-4.81199991521
0.283928571429,-4.83428147951
0.285714285714,-4.85379296145
0.2875,-4.87139026636
0.289285714286,-4.88756021026
0.291071428571,-4.90192552844
0.292857142857,-4.91363566987
0.294642857143,-4.91845161062
0.296428571429,-4.91105623104
0.298214285714,-4.88934673571
0.3,-4.85915892546
0.301785714286,-4.82920850617
0.303571428571,-4.80185727498
0.305357142857,-4.77667453482
0.307142857143,-4.75140368029
0.308928571429,-4.72390806937
0.310714285714,-4.69265467193
0.3125,-4.65592339733
0.314285714286,-4.61242162047
0.316071428571,-4.56065476445
0.317857142857,-4.4991097289
0.319642857143,-4.42585530164
0.321428571429,-4.34025381762
0.323214285714,-4.2450173559
0.325,-4.1559207526
0.326785714286,-4.11461373477
0.328571428571,-4.15391312032
0.330357142857,-4.24263407359
0.332142857143,-4.33954113558
0.333928571429,-4.42813842979
0.335714285714,-4.50551975301
0.3375,-4.57288069292
0.339285714286,-4.63179124902
0.341071428571,-4.6836895032
0.342857142857,-4.72986695971
0.344642857143,-4.77120507685
0.346428571429,-4.8080651521
0.348214285714,-4.84116725616
0.35,-4.87132232766
0.351785714286,-4.89838184199
0.353571428571,-4.92428424734
0.355357142857,-4.94884283321
0.357142857143,-4.97330361191
0.358928571429,-4.99844968787
0.360714285714,-5.02402885901
0.3625,-5.05031204413
0.364285714286,-5.08156775427
0.366071428571,-5.11913217033
0.367857142857,-5.17040733283
0.369642857143,-5.23544419622
0.371428571429,-5.29487653304
0.373214285714,-5.30219930123
0.375,-5.24168157401
0.376785714286,-5.14499017515
0.378571428571,-5.03668938129
0.380357142857,-4.9232251367
0.382142857143,-4.80475822007
0.383928571429,-4.68204146002
0.385714285714,-4.55956371559
0.3875,-4.45083928717
0.389285714286,-4.38303910914
0.391071428571,-4.37583656572
0.392857142857,-4.41227221451
0.394642857143,-4.46336979725
0.396428571429,-4.51327024556
0.398214285714,-4.55774733613
0.4,-4.59618759622
0.401785714286,-4.62932169385
0.403571428571,-4.6577697172
0.405357142857,-4.68230710838
0.407142857143,-4.70327672213
0.408928571429,-4.72119495388
0.410714285714,-4.73574876772
0.4125,-4.74636878556
0.414285714286,-4.75241297405
0.416071428571,-4.7510902255
0.417857142857,-4.74038282137
0.419642857143,-4.7176256432
0.421428571429,-4.68346767506
0.423214285714,-4.64211409229
0.425,-4.59971787842
0.426785714286,-4.56392289623
0.428571428571,-4.54105932853
0.430357142857,-4.53113735137
0.432142857143,-4.53192094749
0.433928571429,-4.54504241833
0.435714285714,-4.56968548513
0.4375,-4.60090276915
0.439285714286,-4.63218143669
0.441071428571,-4.65933757536
0.442857142857,-4.68196949054
0.444642857143,-4.70141086754
0.446428571429,-4.71996935955
0.448214285714,-4.73820936985
0.45,-4.75671789983
0.451785714286,-4.77399043553
0.453571428571,-4.7898544679
0.455357142857,-4.80376483405
0.457142857143,-4.81492113184
0.458928571429,-4.82172944217
0.460714285714,-4.82223491965
0.4625,-4.81450038332
0.464285714286,-4.80220865249
0.466071428571,-4.79119193436
0.467857142857,-4.78523635788
0.469642857143,-4.78446445288
0.471428571429,-4.78759531178
0.473214285714,-4.79378632152
0.475,-4.80245729629
0.476785714286,-4.8119431962
0.478571428571,-4.81963341274
0.480357142857,-4.82416559386
0.482142857143,-4.82527153632
0.483928571429,-4.82454243083
0.485714285714,-4.82375160112
0.4875,-4.82525989976
0.489285714286,-4.82976287223
0.491071428571,-4.83844712322
0.492857142857,-4.85107192149
0.494642857143,-4.86310810935
0.496428571429,-4.86888377936
0.498214285714,-4.87049581152
0.5,-4.87346885257
0.501785714286,-4.88381273507
0.503571428571,-4.89899212641
0.505357142857,-4.91067834865
0.507142857143,-4.90581982409
0.508928571429,-4.88798833239
0.510714285714,-4.8673545232
0.5125,-4.84964345864
0.514285714286,-4.83520339625
0.516071428571,-4.8232179876
0.517857142857,-4.81117700537
0.519642857143,-4.79878734772
0.521428571429,-4.7843637472
0.523214285714,-4.7674708651
0.525,-4.74901896978
0.526785714286,-4.72918535774
0.528571428571,-4.7075210267
0.530357142857,-4.68370132332
0.532142857143,-4.6572112183
0.533928571429,-4.62911891373
0.535714285714,-4.60331030187
0.5375,-4.58570084499
0.539285714286,-4.57816200574
0.541071428571,-4.57816233664
0.542857142857,-4.58066734627
0.544642857143,-4.58262372305
0.546428571429,-4.5826705239
0.548214285714,-4.58153025516
0.55,-4.57999895601
0.551785714286,-4.57907352571
0.553571428571,-4.57716000012
0.555357142857,-4.57016360783
0.557142857143,-4.555329886
0.558928571429,-4.53198116652
0.560714285714,-4.50235165616
0.5625,-4.47137386372
0.564285714286,-4.44761725927
0.566071428571,-4.43136181473
0.567857142857,-4.40196910967
0.569642857143,-4.34131810731
0.571428571429,-4.27828396372
0.573214285714,-4.243415258
0.575,-4.22946529228
0.576785714286,-4.22307198993
0.578571428571,-4.22676928385
0.580357142857,-4.23726995535
0.582142857143,-4.24695950169
0.583928571429,-4.25137910245
0.585714285714,-4.24897112288
0.5875,-4.23988525671
0.589285714286,-4.224532841
0.591071428571,-4.20320773675
0.592857142857,-4.17619887179
0.594642857143,-4.14356079328
0.596428571429,-4.10509497914
0.598214285714,-4.06013965258
0.6,-4.00783818025
0.601785714286,-3.94741496893
0.603571428571,-3.87789429339
0.605357142857,-3.79978090968
0.607142857143,-3.71871821564
0.608928571429,-3.65339798934
0.610714285714,-3.63757966869
0.6125,-3.68556415584
0.614285714286,-3.76927121537
0.616071428571,-3.85860745505
0.617857142857,-3.94130644389
