time,totKE,totPow,totDis,ilw0
9.25,2.2756599994118525,11.9957,0.0,0.62832
9.3,2.2759540835729912,13.6362,0.0,0.62832
9.35,2.5655902217745257,15.1309,0.0,0.62832
9.4,3.0409772682553284,15.9351,0.0,0.62832
9.450000000000001,3.5272454286982646,15.7416,0.0,0.62832
9.5,3.8450217450687645,14.6265,0.0,0.62832
9.549999999999999,3.878896564379935,13.042,0.0,0.62832
9.6,3.6217199654640906,11.6414,0.0,0.62832
9.65,3.1774690795438545,11.0051,0.0,0.62832
9.700000000000001,2.721748911339206,11.3953,0.0,0.62832
9.75,2.434667629287565,12.6516,0.0,0.62832
9.8,2.4321679139178856,14.2764,0.0,0.62832
9.85,2.7215283482183525,15.6565,0.0,0.62832
9.899999999999999,3.1986431391458447,16.3085,0.0,0.62832
9.95,3.687686718859529,16.0438,0.0,0.62832
10.0,4.008201693980633,15.0081,0.0,0.62832
10.05,4.043951299819063,13.608,0.0,0.62832
10.100000000000001,3.7871974468848557,12.365,0.0,0.62832
10.15,3.341641562499566,11.7412,0.0,0.62832
10.2,2.882962172423459,11.9839,0.0,0.62832
10.25,2.5918556134162314,13.0308,0.0,0.62832
10.299999999999999,2.5851468184902533,14.5136,0.0,0.62832
10.35,2.871327467798407,15.8765,0.0,0.62832
10.4,3.3472475418212735,16.5819,0.0,0.62832
10.450000000000001,3.8375225989597257,16.3331,0.0,0.62832
10.5,4.161309260373498,15.216,0.0,0.62832
10.55,4.201378227328655,13.6858,0.0,0.62832
10.600000000000001,3.9486680316101053,12.3903,0.0,0.62832
10.649999999999999,3.5056853836347797,11.8965,0.0,0.62832
10.7,3.0474103592802386,12.4407,0.0,0.62832
10.75,2.7544657742658933,13.8239,0.0,0.62832
10.8,2.744448532527104,15.5039,0.0,0.62832
10.85,3.02721045346202,16.8356,0.0,0.62832
10.9,3.501274121217698,17.3345,0.0,0.62832
10.950000000000001,3.992651993960421,16.8523,0.0,0.62832
10.999999999999998,4.321015340131916,15.6098,0.0,0.62832
11.049999999999999,4.36843641111554,14.1005,0.0,0.62832
11.1,4.123960571908876,12.916,0.0,0.62832
11.15,3.6877602398998133,12.5464,0.0,0.62832
11.2,3.2325730992372295,13.2114,0.0,0.62832
11.25,2.937827248735909,14.7682,0.0,0.62832
11.3,2.921174733111427,16.7349,0.0,0.62832
11.350000000000001,3.1936069478863436,18.4417,0.0,0.62832
11.4,3.6554845032148346,19.2735,0.0,0.62832
11.45,4.134749784570654,18.9173,0.0,0.62832
11.5,4.452856945622434,17.5074,0.0,0.62832
11.549999999999999,4.493201616478658,15.5949,0.0,0.62832
11.6,4.245766555400535,13.9407,0.0,0.62832
11.65,3.8109263626367396,13.2056,0.0,0.62832
11.700000000000001,3.360940835574297,13.6653,0.0,0.62832
11.75,3.073896314042798,15.0901,0.0,0.62832
11.799999999999999,3.0653494931097027,16.8547,0.0,0.62832
11.85,3.3439023344883205,18.2218,0.0,0.62832
11.899999999999999,3.8078936197249957,18.6537,0.0,0.62832
11.95,4.284346721289927,18.0104,0.0,0.62832
12.0,4.595193679613594,16.5716,0.0,0.62832
12.05,4.625631390291455,14.9064,0.0,0.62832
12.100000000000001,4.3680504256540456,13.6601,0.0,0.62832
12.15,3.9249942566384353,13.3344,0.0,0.62832
12.200000000000001,3.4701012001369897,14.1176,0.0,0.62832
12.25,3.181678159100153,15.8084,0.0,0.62832
12.299999999999999,3.1747488010533207,17.8636,0.0,0.62832
12.35,3.4569593141861015,19.5746,0.0,0.62832
12.4,3.92569270652114,20.3244,0.0,0.62832
12.450000000000001,4.40699819674486,19.8318,0.0,0.62832
12.5,4.722035854364754,18.2791,0.0,0.62832
12.55,4.755267364573434,16.264,0.0,0.62832
12.6,4.4986054129395825,14.5865,0.0,0.62832
12.649999999999999,4.05455670988013,13.933,0.0,0.62832
12.7,3.59709041696872,14.5788,0.0,0.62832
12.75,3.3051567462582887,16.2597,0.0,0.62832
12.8,3.294404294116653,18.2915,0.0,0.62832
12.85,3.573122557835911,19.8757,0.0,0.62832
12.9,4.0390989111602735,20.4316,0.0,0.62832
12.950000000000001,4.518823699017872,19.8035,0.0,0.62832
13.000000000000002,4.833714314557198,18.2809,0.0,0.62832
13.049999999999999,4.868214062710789,16.4563,0.0,0.62832
13.1,4.6137209817653355,15.0017,0.0,0.62832
13.15,4.171804388874137,14.4446,0.0,0.62832
13.2,3.7155144326072835,14.9982,0.0,0.62832
13.25,3.4233969592961406,16.4846,0.0,0.62832
13.3,3.4115233112901633,18.3792,0.0,0.62832
13.350000000000001,3.6892122804454357,19.9833,0.0,0.62832
13.399999999999999,4.155372436370509,20.6803,0.0,0.62832
13.45,4.637119052835938,20.1776,0.0,0.62832
13.5,4.955520298048857,18.634,0.0,0.62832
13.549999999999999,4.993916661337535,16.6263,0.0,0.62832
13.6,4.742401182523614,14.9542,0.0,0.62832
13.65,4.301440363156116,14.3252,0.0,0.62832
13.700000000000001,3.843514563742928,15.0298,0.0,0.62832
13.75,3.5472431516557004,16.7889,0.0,0.62832
13.8,3.5292488770460224,18.8736,0.0,0.62832
13.85,3.7997327842533952,20.4383,0.0,0.62832
13.899999999999999,4.25885330057121,20.8818,0.0,0.62832
13.95,4.735012317975002,20.0765,0.0,0.62832
14.0,5.050454341316462,18.383,0.0,0.62832
14.05,5.089199929546494,16.4831,0.0,0.62832
14.100000000000001,4.841176700146094,15.1202,0.0,0.62832
14.15,4.406005662701016,14.8461,0.0,0.62832
14.2,3.954733517433592,15.8413,0.0,0.62832
14.25,3.664398929349353,17.847,0.0,0.62832
14.299999999999999,3.6502277488344794,20.2334,0.0,0.62832
14.35,3.9216122887853393,22.2052,0.0,0.62832
14.4,4.378416892334187,23.0845,0.0,0.62832
14.450000000000001,4.849282394837481,22.562,0.0,0.62832
14.5,5.15718851154976,20.8197,0.0,0.62832
14.55,5.187276997286269,18.4935,0.0,0.62832
14.600000000000001,4.930835608773272,16.4765,0.0,0.62832
14.649999999999999,4.488771973801506,15.5811,0.0,0.62832
14.7,4.033088566117,16.1708,0.0,0.62832
14.75,3.741099754626356,17.9741,0.0,0.62832
14.8,3.727608643734115,20.2103,0.0,0.62832
14.85,4.000886350472306,21.9515,0.0,0.62832
14.9,4.459620881328626,22.5204,0.0,0.62832
14.950000000000001,4.931552438916048,21.7423,0.0,0.62832
14.999999999999998,5.239440175368257,19.9704,0.0,0.62832
15.049999999999999,5.268591267841137,17.91,0.0,0.62832
15.1,5.010697838782516,16.3425,0.0,0.62832
15.15,4.5668696988439175,15.8554,0.0,0.62832
15.2,4.109201223071725,16.6537,0.0,0.62832
15.25,3.815098681672896,18.4904,0.0,0.62832
15.3,3.7998614460738933,20.7409,0.0,0.62832
15.350000000000001,4.072624505530092,22.6151,0.0,0.62832
15.4,4.532774316411892,23.445,0.0,0.62832
15.45,5.008124602372552,22.9251,0.0,0.62832
15.5,5.320423601241842,21.2216,0.0,0.62832
15.549999999999999,5.353452928589739,18.9414,0.0,0.62832
15.6,5.0974342860583794,16.9559,0.0,0.62832
15.65,4.652870935716933,16.0686,0.0,0.62832
15.700000000000001,4.192445420934065,16.6312,0.0,0.62832
15.75,3.8950160524623527,18.3529,0.0,0.62832
15.799999999999999,3.8773893830540986,20.4439,0.0,0.62832
15.85,4.149748076788731,21.9956,0.0,0.62832
15.899999999999999,4.611625632117222,22.3762,0.0,0.62832
15.95,5.090284364890692,21.4646,0.0,0.62832
16.0,5.406553499935357,19.6563,0.0,0.62832
16.05,5.44314859773706,17.6776,0.0,0.62832
16.1,5.189353966674313,16.3038,0.0,0.62832
16.150000000000002,4.745084700494004,16.0907,0.0,0.62832
16.200000000000003,4.28283953996409,17.1923,0.0,0.62832
16.25,3.981752499738215,19.305,0.0,0.62832
16.3,3.9593285824513846,21.7567,0.0,0.62832
16.35,4.226577563886232,23.7327,0.0,0.62832
16.4,4.683878434457001,24.5644,0.0,0.62832
16.45,5.159155199377376,23.9597,0.0,0.62832
16.5,5.47371497023542,22.102,0.0,0.62832
16.55,5.510512250897907,19.6284,0.0,0.62832
16.599999999999998,5.258886490523557,17.4672,0.0,0.62832
16.65,4.81855059999848,16.4896,0.0,0.62832
16.7,4.361212968907569,17.0873,0.0,0.62832
16.75,4.064941556820341,18.9552,0.0,0.62832
16.8,4.045826086346323,21.2434,0.0,0.62832
16.85,4.313516194022877,22.9652,0.0,0.62832
16.900000000000002,4.767618899341262,23.4216,0.0,0.62832
16.95,5.236131728555446,22.4555,0.0,0.62832
17.0,5.541409468077547,20.4708,0.0,0.62832
17.05,5.568226267521388,18.2455,0.0,0.62832
17.099999999999998,5.30799854543373,16.6329,0.0,0.62832
17.15,4.862075055847017,16.2627,0.0,0.62832
17.2,4.402954539529202,17.3313,0.0,0.62832
17.25,4.108429252148735,19.5348,0.0,0.62832
17.3,4.093633142791441,22.1653,0.0,0.62832
17.35,4.366892469269562,24.3552,0.0,0.62832
17.4,4.826509252609298,25.3864,0.0,0.62832
17.45,5.299396583720421,24.9241,0.0,0.62832
17.5,5.607100517571918,23.1179,0.0,0.62832
17.55,5.633917317015759,20.5921,0.0,0.62832
17.6,5.371208259818491,18.3026,0.0,0.62832
17.65,4.920836747294555,17.1851,0.0,0.62832
17.7,4.456294054255744,17.6955,0.0,0.62832
17.75,4.156603913795278,19.5632,0.0,0.62832
17.8,4.137874428782754,21.9384,0.0,0.62832
17.849999999999998,4.409093546392973,23.8095,0.0,0.62832
17.9,4.868673569212567,24.4378,0.0,0.62832
17.95,5.343270264510309,23.6213,0.0,0.62832
18.0,5.653933420233265,21.7278,0.0,0.62832
18.05,5.684352750651056,19.519,0.0,0.62832
18.1,5.425154323127383,17.855,0.0,0.62832
18.150000000000002,4.977447948313766,17.382,0.0,0.62832
18.2,4.514283774780293,18.3123,0.0,0.62832
18.25,4.214501733019472,20.3528,0.0,0.62832
18.3,4.194595911362391,22.8079,0.0,0.62832
18.35,4.464179185826278,24.833,0.0,0.62832
18.4,4.92232554836032,25.7398,0.0,0.62832
18.45,5.396205413515286,25.213,0.0,0.62832
18.5,5.707107512619167,23.3928,0.0,0.62832
18.55,5.738592898121086,20.8775,0.0,0.62832
18.6,5.480956792703462,18.6094,0.0,0.62832
18.65,5.0347575992156814,17.5228,0.0,0.62832
18.7,4.572347016345127,18.0593,0.0,0.62832
18.75,4.271958426001957,19.9115,0.0,0.62832
18.8,4.249773452096051,22.1918,0.0,0.62832
18.85,4.515570392985275,23.8802,0.0,0.62832
18.900000000000002,4.969140070761596,24.2701,0.0,0.62832
18.95,5.4387924761001925,23.2233,0.0,0.62832
19.0,5.746900775673255,21.1803,0.0,0.62832
19.05,5.777871513893181,18.9611,0.0,0.62832
19.099999999999998,5.522091814742746,17.4479,0.0,0.62832
19.15,5.0795686732692,17.264,0.0,0.62832
19.2,4.6214774515153705,18.5566,0.0,0.62832
19.25,4.324746532926364,20.9459,0.0,0.62832
19.3,4.304491486327931,23.6584,0.0,0.62832
19.35,4.5699759627959455,25.8108,0.0,0.62832
19.400000000000002,5.0211010659828,26.7258,0.0,0.62832
19.45,5.486562772025169,26.1281,0.0,0.62832
19.5,5.789451077738019,24.1941,0.0,0.62832
19.55,5.8149077379365925,21.5468,0.0,0.62832
19.6,5.554202129087084,19.1587,0.0,0.62832
19.65,5.10811321715973,18.003,0.0,0.62832
19.7,4.648478053559923,18.5476,0.0,0.62832
19.75,4.352353683553265,20.4802,0.0,0.62832
19.799999999999997,4.334267507643231,22.8853,0.0,0.62832
19.849999999999998,4.6023619810413505,24.707,0.0,0.62832
19.9,5.055380251015537,25.2031,0.0,0.62832
19.95,5.52137498459997,24.2027,0.0,0.62832
20.0,5.823399418089474,22.1191,0.0,0.62832
20.05,5.847036432541003,19.7647,0.0,0.62832
20.1,5.584051671442667,18.0463,0.0,0.62832
20.150000000000002,5.1355365651859195,17.6404,0.0,0.62832
20.200000000000003,4.673585488817144,18.7571,0.0,0.62832
20.25,4.375604712543297,21.0673,0.0,0.62832
20.3,4.356728185450203,23.8225,0.0,0.62832
20.35,4.625613010031383,26.133,0.0,0.62832
20.4,5.081039094074893,27.2803,0.0,0.62832
20.45,5.550287133691924,26.9109,0.0,0.62832
20.5,5.855105366712247,25.1064,0.0,0.62832
20.55,5.879863577028116,22.4235,0.0,0.62832
20.599999999999998,5.615812760845654,19.8335,0.0,0.62832
20.650000000000002,5.164467094537945,18.3665,0.0,0.62832
20.7,4.699005388495575,18.5657,0.0,0.62832
20.750000000000004,4.398120531130484,20.1867,0.0,0.62832
20.8,4.377810343751838,22.3631,0.0,0.62832
20.849999999999998,4.647117914314656,24.0661,0.0,0.62832
20.900000000000002,5.104676108526421,24.5579,0.0,0.62832
20.95,5.57734287651669,23.6524,0.0,0.62832
21.0,5.886241527272813,21.7342,0.0,0.62832
21.05,5.915006634284198,19.5808,0.0,0.62832
21.1,5.654209124134333,18.0663,0.0,0.62832
21.15,5.204775004874025,17.8403,0.0,0.62832
21.200000000000003,4.73953386195251,19.0885,0.0,0.62832
21.25,4.437196964041796,21.459,0.0,0.62832
21.299999999999997,4.4141481179125455,24.1889,0.0,0.62832
21.35,4.6802391429629076,26.3969,0.0,0.62832
21.4,5.135058678424069,27.3988,0.0,0.62832
21.450000000000003,5.606365307169071,26.8887,0.0,0.62832
21.5,5.915852126247471,24.9883,0.0,0.62832
21.55,5.947153709148678,22.283,0.0,0.62832
21.6,5.690216053613759,19.7686,0.0,0.62832
21.65,5.245009394169822,18.4869,0.0,0.62832
21.7,4.783223740141687,18.959,0.0,0.62832
21.75,4.482504305117236,20.8769,0.0,0.62832
21.8,4.458444544684071,23.2969,0.0,0.62832
21.849999999999998,4.7205102927788465,25.1319,0.0,0.62832
21.900000000000002,5.168455610973389,25.6237,0.0,0.62832
21.95,5.631086756964798,24.6041,0.0,0.62832
21.999999999999996,5.931714290688893,22.4981,0.0,0.62832
22.05,5.9558291919022714,20.1342,0.0,0.62832
22.099999999999998,5.694719217331197,18.4347,0.0,0.62832
22.150000000000002,5.248722206704199,18.0844,0.0,0.62832
22.2,4.788866479983537,19.2834,0.0,0.62832
22.25,4.491676054892751,21.6727,0.0,0.62832
22.3,4.471715092455458,24.4714,0.0,0.62832
22.35,4.737842878025963,26.7834,0.0,0.62832
22.4,5.189482628494811,27.9175,0.0,0.62832
22.45,5.654962714797251,27.549,0.0,0.62832
22.5,5.9568952469864,25.7483,0.0,0.62832
22.549999999999997,5.980017614155934,23.037,0.0,0.62832
22.6,5.715488911211621,20.3894,0.0,0.62832
22.65,5.264216765944197,18.8893,0.0,0.62832
22.700000000000003,4.7985161165209025,19.1269,0.0,0.62832
22.75,4.49621597913033,20.8506,0.0,0.62832
22.8,4.472873048839942,23.1481,0.0,0.62832
22.85,4.737732596465536,24.945,0.0,0.62832
22.9,5.190272979677871,25.478,0.0,0.62832
22.95,5.658454964210774,24.5561,0.0,0.62832
23.0,5.964320872055153,22.5697,0.0,0.62832
23.05,5.991744220081343,20.3112,0.0,0.62832
23.099999999999998,5.730707766550553,18.684,0.0,0.62832
23.150000000000002,5.281292027550317,18.3767,0.0,0.62832
23.2,4.815499476826666,19.6061,0.0,0.62832
23.249999999999996,4.511839200190827,22.0297,0.0,0.62832
23.3,4.4870074688346735,24.8755,0.0,0.62832
23.349999999999998,4.75144427047863,27.2489,0.0,0.62832
23.400000000000002,5.205124229815378,28.4465,0.0,0.62832
23.45,5.675861070498174,28.1099,0.0,0.62832
23.5,5.98496190411508,26.2712,0.0,0.62832
23.55,6.015307713492585,23.448,0.0,0.62832
23.599999999999998,5.756127666228983,20.6583,0.0,0.62832
23.65,5.306969250869744,19.0421,0.0,0.62832
23.7,4.839761420120613,19.213,0.0,0.62832
23.75,4.533252203173743,20.9051,0.0,0.62832
23.799999999999997,4.504799560583567,23.177,0.0,0.62832
23.85,4.765597070733433,24.9287,0.0,0.62832
23.9,5.216409709499078,25.3881,0.0,0.62832
23.950000000000003,5.685510707035539,24.3774,0.0,0.62832
24.0,5.994446118311805,22.315,0.0,0.62832
24.049999999999997,6.026170447194648,20.0202,0.0,0.62832
24.1,5.769600396861153,18.4092,0.0,0.62832
24.15,5.323787188834867,18.1652,0.0,0.62832
24.200000000000003,4.859814283858262,19.4824,0.0,0.62832
24.25,4.555492317859861,21.9845,0.0,0.62832
24.3,4.527444040991252,24.8671,0.0,0.62832
24.35,4.786752750075352,27.2206,0.0,0.62832
24.400000000000002,5.234606166969539,28.3524,0.0,0.62832
24.45,5.700031112491765,27.9349,0.0,0.62832
24.5,6.005235330973583,26.0354,0.0,0.62832
24.55,6.033559311743259,23.1987,0.0,0.62832
24.599999999999998,5.774305743439373,20.461,0.0,0.62832
24.650000000000002,5.326930213307038,18.9704,0.0,0.62832
24.7,4.863012449110647,19.3308,0.0,0.62832
24.750000000000004,4.56049174859922,21.2474,0.0,0.62832
24.8,4.535512975162497,23.743,0.0,0.62832
24.849999999999998,4.797983088978839,25.687,0.0,0.62832
24.900000000000002,5.2477296726603555,26.286,0.0,0.62832
24.95,5.712989195841942,25.3473,0.0,0.62832
25.0,6.015932642335006,23.2786,0.0,0.62832
25.05,6.040598951350519,20.8967,0.0,0.62832
25.1,5.7772465850507615,19.1322,0.0,0.62832
25.15,5.3261031016038345,18.7006,0.0,0.62832
25.2,4.859354777356483,19.8389,0.0,0.62832
