Result,U:0,U:1,U:2,SA,p,p_rgh,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
-5.96085e-05,5.96085e-05,1.10764e-04,-7.26551e-23,1.85443e+00,-4.83351e-01,-1.01662e+00,1,5.76000e-02,3.00000e-01,5.76000e-02,2.00000e-03
-6.47376e-05,6.47376e-05,1.16029e-04,-2.31082e-22,1.85344e+00,-4.79648e-01,-1.01665e+00,1,5.80000e-02,3.00000e-01,5.80000e-02,2.00000e-03
-6.98501e-05,6.98501e-05,1.21298e-04,-5.03477e-22,1.85244e+00,-4.75944e-01,-1.01667e+00,1,5.84000e-02,3.00000e-01,5.84000e-02,2.00000e-03
-7.49551e-05,7.49551e-05,1.26566e-04,-8.09027e-22,1.85144e+00,-4.72241e-01,-1.01669e+00,1,5.88000e-02,3.00000e-01,5.88000e-02,2.00000e-03
-8.00467e-05,8.00467e-05,1.31835e-04,-1.14543e-21,1.85045e+00,-4.68537e-01,-1.01672e+00,1,5.92000e-02,3.00000e-01,5.92000e-02,2.00000e-03
-8.51211e-05,8.51211e-05,1.37099e-04,-1.22218e-21,1.84945e+00,-4.64833e-01,-1.01674e+00,1,5.96000e-02,3.00000e-01,5.96000e-02,2.00000e-03
-9.01898e-05,9.01898e-05,1.42364e-04,-1.16356e-21,1.84845e+00,-4.61129e-01,-1.01677e+00,1,6.00000e-02,3.00000e-01,6.00000e-02,2.00000e-03
-9.52274e-05,9.52274e-05,1.47616e-04,-1.06113e-21,1.84746e+00,-4.57425e-01,-1.01679e+00,1,6.04000e-02,3.00000e-01,6.04000e-02,2.00000e-03
-1.00256e-04,1.00256e-04,1.52864e-04,-1.00580e-21,1.84646e+00,-4.53720e-01,-1.01681e+00,1,6.08000e-02,3.00000e-01,6.08000e-02,2.00000e-03
-1.05257e-04,1.05257e-04,1.58097e-04,-9.95671e-22,1.84547e+00,-4.50016e-01,-1.01684e+00,1,6.12000e-02,3.00000e-01,6.12000e-02,2.00000e-03
-1.10231e-04,1.10231e-04,1.63313e-04,-1.11420e-21,1.84447e+00,-4.46311e-01,-1.01686e+00,1,6.16000e-02,3.00000e-01,6.16000e-02,2.00000e-03
-1.15197e-04,1.15197e-04,1.68524e-04,-1.28607e-21,1.84348e+00,-4.42606e-01,-1.01689e+00,1,6.20000e-02,3.00000e-01,6.20000e-02,2.00000e-03
-1.20116e-04,1.20116e-04,1.73703e-04,-1.44472e-21,1.84248e+00,-4.38901e-01,-1.01691e+00,1,6.24000e-02,3.00000e-01,6.24000e-02,2.00000e-03
-1.25025e-04,1.25025e-04,1.78875e-04,-1.36394e-21,1.84149e+00,-4.35196e-01,-1.01694e+00,1,6.28000e-02,3.00000e-01,6.28000e-02,2.00000e-03
-1.29904e-04,1.29904e-04,1.84025e-04,-8.46296e-22,1.84049e+00,-4.31491e-01,-1.01696e+00,1,6.32000e-02,3.00000e-01,6.32000e-02,2.00000e-03
-1.34750e-04,1.34750e-04,1.89149e-04,-3.60119e-22,1.83950e+00,-4.27785e-01,-1.01699e+00,1,6.36000e-02,3.00000e-01,6.36000e-02,2.00000e-03
-1.39588e-04,1.39588e-04,1.94266e-04,5.57445e-23,1.83850e+00,-4.24080e-01,-1.01701e+00,1,6.40000e-02,3.00000e-01,6.40000e-02,2.00000e-03
-1.44366e-04,1.44366e-04,1.99335e-04,-1.55584e-22,1.83751e+00,-4.20374e-01,-1.01704e+00,1,6.44000e-02,3.00000e-01,6.44000e-02,2.00000e-03
-1.49133e-04,1.49133e-04,2.04394e-04,-3.68881e-22,1.83652e+00,-4.16668e-01,-1.01707e+00,1,6.48000e-02,3.00000e-01,6.48000e-02,2.00000e-03
-1.53865e-04,1.53865e-04,2.09422e-04,-5.26031e-22,1.83552e+00,-4.12962e-01,-1.01709e+00,1,6.52000e-02,3.00000e-01,6.52000e-02,2.00000e-03
-1.58555e-04,1.58555e-04,2.14413e-04,-7.09399e-22,1.83453e+00,-4.09255e-01,-1.01712e+00,1,6.56000e-02,3.00000e-01,6.56000e-02,2.00000e-03
-1.63223e-04,1.63223e-04,2.19377e-04,-8.11593e-22,1.83354e+00,-4.05549e-01,-1.01714e+00,1,6.60000e-02,3.00000e-01,6.60000e-02,2.00000e-03
-1.67818e-04,1.67818e-04,2.24276e-04,-7.54207e-22,1.83254e+00,-4.01842e-01,-1.01717e+00,1,6.64000e-02,3.00000e-01,6.64000e-02,2.00000e-03
-1.72401e-04,1.72401e-04,2.29161e-04,-6.07382e-22,1.83155e+00,-3.98135e-01,-1.01720e+00,1,6.68000e-02,3.00000e-01,6.68000e-02,2.00000e-03
-1.76941e-04,1.76941e-04,2.34004e-04,-2.49411e-22,1.83056e+00,-3.94428e-01,-1.01722e+00,1,6.72000e-02,3.00000e-01,6.72000e-02,2.00000e-03
-1.81434e-04,1.81434e-04,2.38802e-04,1.16616e-22,1.82957e+00,-3.90721e-01,-1.01725e+00,1,6.76000e-02,3.00000e-01,6.76000e-02,2.00000e-03
-1.85918e-04,1.85918e-04,2.43585e-04,4.68629e-22,1.82857e+00,-3.87014e-01,-1.01728e+00,1,6.80000e-02,3.00000e-01,6.80000e-02,2.00000e-03
-1.90318e-04,1.90318e-04,2.48289e-04,2.46935e-22,1.82758e+00,-3.83307e-01,-1.01730e+00,1,6.84000e-02,3.00000e-01,6.84000e-02,2.00000e-03
-1.94706e-04,1.94706e-04,2.52976e-04,-1.86578e-22,1.82659e+00,-3.79599e-01,-1.01733e+00,1,6.88000e-02,3.00000e-01,6.88000e-02,2.00000e-03
-1.99046e-04,1.99046e-04,2.57613e-04,-9.12921e-22,1.82560e+00,-3.75891e-01,-1.01736e+00,1,6.92000e-02,3.00000e-01,6.92000e-02,2.00000e-03
-2.03336e-04,2.03336e-04,2.62197e-04,-1.28216e-21,1.82461e+00,-3.72183e-01,-1.01739e+00,1,6.96000e-02,3.00000e-01,6.96000e-02,2.00000e-03
-2.07616e-04,2.07616e-04,2.66764e-04,-1.43064e-21,1.82362e+00,-3.68475e-01,-1.01741e+00,1,7.00000e-02,3.00000e-01,7.00000e-02,2.00000e-03
-2.11797e-04,2.11797e-04,2.71232e-04,-8.68765e-22,1.82262e+00,-3.64767e-01,-1.01744e+00,1,7.04000e-02,3.00000e-01,7.04000e-02,2.00000e-03
-2.15950e-04,2.15950e-04,2.75658e-04,-3.87900e-22,1.82163e+00,-3.61059e-01,-1.01747e+00,1,7.08000e-02,3.00000e-01,7.08000e-02,2.00000e-03
-2.20048e-04,2.20048e-04,2.80024e-04,-1.29747e-22,1.82064e+00,-3.57350e-01,-1.01750e+00,1,7.12000e-02,3.00000e-01,7.12000e-02,2.00000e-03
-2.24090e-04,2.24090e-04,2.84329e-04,-1.75826e-22,1.81965e+00,-3.53642e-01,-1.01753e+00,1,7.16000e-02,3.00000e-01,7.16000e-02,2.00000e-03
-2.28122e-04,2.28122e-04,2.88612e-04,-3.07268e-22,1.81866e+00,-3.49933e-01,-1.01755e+00,1,7.20000e-02,3.00000e-01,7.20000e-02,2.00000e-03
-2.32050e-04,2.32050e-04,2.92790e-04,2.78081e-22,1.81767e+00,-3.46224e-01,-1.01758e+00,1,7.24000e-02,3.00000e-01,7.24000e-02,2.00000e-03
-2.35967e-04,2.35967e-04,2.96944e-04,8.41678e-22,1.81668e+00,-3.42514e-01,-1.01761e+00,1,7.28000e-02,3.00000e-01,7.28000e-02,2.00000e-03
-2.39826e-04,2.39826e-04,3.01033e-04,1.22632e-21,1.81569e+00,-3.38805e-01,-1.01764e+00,1,7.32000e-02,3.00000e-01,7.32000e-02,2.00000e-03
-2.43625e-04,2.43625e-04,3.05052e-04,1.04175e-21,1.81470e+00,-3.35096e-01,-1.01767e+00,1,7.36000e-02,3.00000e-01,7.36000e-02,2.00000e-03
-2.47414e-04,2.47414e-04,3.09050e-04,5.72142e-22,1.81371e+00,-3.31386e-01,-1.01770e+00,1,7.40000e-02,3.00000e-01,7.40000e-02,2.00000e-03
-2.51092e-04,2.51092e-04,3.12930e-04,9.19701e-22,1.81272e+00,-3.27676e-01,-1.01773e+00,1,7.44000e-02,3.00000e-01,7.44000e-02,2.00000e-03
-2.54759e-04,2.54759e-04,3.16786e-04,1.39232e-21,1.81173e+00,-3.23966e-01,-1.01776e+00,1,7.48000e-02,3.00000e-01,7.48000e-02,2.00000e-03
-2.58351e-04,2.58351e-04,3.20550e-04,1.88938e-21,1.81075e+00,-3.20256e-01,-1.01779e+00,1,7.52000e-02,3.00000e-01,7.52000e-02,2.00000e-03
-2.61863e-04,2.61863e-04,3.24220e-04,1.49555e-21,1.80976e+00,-3.16546e-01,-1.01782e+00,1,7.56000e-02,3.00000e-01,7.56000e-02,2.00000e-03
-2.65365e-04,2.65365e-04,3.27864e-04,7.32370e-22,1.80877e+00,-3.12835e-01,-1.01785e+00,1,7.60000e-02,3.00000e-01,7.60000e-02,2.00000e-03
-2.68747e-04,2.68747e-04,3.31379e-04,-2.41150e-22,1.80778e+00,-3.09125e-01,-1.01788e+00,1,7.64000e-02,3.00000e-01,7.64000e-02,2.00000e-03
-2.72118e-04,2.72118e-04,3.34868e-04,-9.66111e-22,1.80679e+00,-3.05414e-01,-1.01791e+00,1,7.68000e-02,3.00000e-01,7.68000e-02,2.00000e-03
-2.75422e-04,2.75422e-04,3.38277e-04,-1.31817e-21,1.80580e+00,-3.01703e-01,-1.01794e+00,1,7.72000e-02,3.00000e-01,7.72000e-02,2.00000e-03
-2.78660e-04,2.78660e-04,3.41606e-04,-1.49712e-21,1.80481e+00,-2.97992e-01,-1.01797e+00,1,7.76000e-02,3.00000e-01,7.76000e-02,2.00000e-03
-2.81887e-04,2.81887e-04,3.44908e-04,-1.63933e-21,1.80383e+00,-2.94281e-01,-1.01800e+00,1,7.80000e-02,3.00000e-01,7.80000e-02,2.00000e-03
-2.84989e-04,2.84989e-04,3.48072e-04,-1.15436e-21,1.80284e+00,-2.90569e-01,-1.01803e+00,1,7.84000e-02,3.00000e-01,7.84000e-02,2.00000e-03
-2.88079e-04,2.88079e-04,3.51208e-04,-3.65309e-22,1.80185e+00,-2.86858e-01,-1.01806e+00,1,7.88000e-02,3.00000e-01,7.88000e-02,2.00000e-03
-2.91101e-04,2.91101e-04,3.54261e-04,1.14238e-21,1.80086e+00,-2.83146e-01,-1.01809e+00,1,7.92000e-02,3.00000e-01,7.92000e-02,2.00000e-03
-2.94053e-04,2.94053e-04,3.57229e-04,1.91966e-21,1.79988e+00,-2.79434e-01,-1.01813e+00,1,7.96000e-02,3.00000e-01,7.96000e-02,2.00000e-03
-2.96966e-04,2.96966e-04,3.60132e-04,2.22459e-21,1.79889e+00,-2.75722e-01,-1.01816e+00,1,8.00000e-02,3.00000e-01,8.00000e-02,2.00000e-03
-2.99741e-04,2.99741e-04,3.62882e-04,7.88898e-22,1.79790e+00,-2.72010e-01,-1.01819e+00,1,8.04000e-02,3.00000e-01,8.04000e-02,2.00000e-03
-3.02505e-04,3.02505e-04,3.65602e-04,-2.14857e-22,1.79691e+00,-2.68298e-01,-1.01822e+00,1,8.08000e-02,3.00000e-01,8.08000e-02,2.00000e-03
-3.05196e-04,3.05196e-04,3.68234e-04,-3.02210e-22,1.79593e+00,-2.64585e-01,-1.01825e+00,1,8.12000e-02,3.00000e-01,8.12000e-02,2.00000e-03
-3.07814e-04,3.07814e-04,3.70777e-04,1.56020e-22,1.79494e+00,-2.60872e-01,-1.01829e+00,1,8.16000e-02,3.00000e-01,8.16000e-02,2.00000e-03
-3.10421e-04,3.10421e-04,3.73290e-04,9.02020e-22,1.79395e+00,-2.57160e-01,-1.01832e+00,1,8.20000e-02,3.00000e-01,8.20000e-02,2.00000e-03
-3.12893e-04,3.12893e-04,3.75652e-04,9.12064e-22,1.79297e+00,-2.53447e-01,-1.01835e+00,1,8.24000e-02,3.00000e-01,8.24000e-02,2.00000e-03
-3.15353e-04,3.15353e-04,3.77984e-04,1.00815e-21,1.79198e+00,-2.49734e-01,-1.01838e+00,1,8.28000e-02,3.00000e-01,8.28000e-02,2.00000e-03
-3.17739e-04,3.17739e-04,3.80225e-04,1.14456e-21,1.79099e+00,-2.46020e-01,-1.01842e+00,1,8.32000e-02,3.00000e-01,8.32000e-02,2.00000e-03
-3.20050e-04,3.20050e-04,3.82374e-04,4.66310e-22,1.79001e+00,-2.42307e-01,-1.01845e+00,1,8.36000e-02,3.00000e-01,8.36000e-02,2.00000e-03
-3.22350e-04,3.22350e-04,3.84493e-04,-6.91268e-22,1.78902e+00,-2.38593e-01,-1.01848e+00,1,8.40000e-02,3.00000e-01,8.40000e-02,2.00000e-03
-3.24501e-04,3.24501e-04,3.86445e-04,-1.33978e-21,1.78804e+00,-2.34879e-01,-1.01852e+00,1,8.44000e-02,3.00000e-01,8.44000e-02,2.00000e-03
-3.26612e-04,3.26612e-04,3.88330e-04,-1.62550e-21,1.78705e+00,-2.31165e-01,-1.01855e+00,1,8.48000e-02,3.00000e-01,8.48000e-02,2.00000e-03
-3.28647e-04,3.28647e-04,3.90122e-04,-1.67113e-21,1.78606e+00,-2.27451e-01,-1.01858e+00,1,8.52000e-02,3.00000e-01,8.52000e-02,2.00000e-03
-3.30606e-04,3.30606e-04,3.91819e-04,-1.83646e-21,1.78508e+00,-2.23737e-01,-1.01862e+00,1,8.56000e-02,3.00000e-01,8.56000e-02,2.00000e-03
-3.32553e-04,3.32553e-04,3.93487e-04,-2.08890e-21,1.78409e+00,-2.20023e-01,-1.01865e+00,1,8.60000e-02,3.00000e-01,8.60000e-02,2.00000e-03
-3.34359e-04,3.34359e-04,3.94996e-04,-9.63145e-22,1.78311e+00,-2.16308e-01,-1.01868e+00,1,8.64000e-02,3.00000e-01,8.64000e-02,2.00000e-03
-3.36153e-04,3.36153e-04,3.96474e-04,7.61713e-23,1.78212e+00,-2.12593e-01,-1.01872e+00,1,8.68000e-02,3.00000e-01,8.68000e-02,2.00000e-03
-3.37871e-04,3.37871e-04,3.97859e-04,1.03862e-21,1.78114e+00,-2.08879e-01,-1.01875e+00,1,8.72000e-02,3.00000e-01,8.72000e-02,2.00000e-03
-3.39512e-04,3.39512e-04,3.99148e-04,1.18878e-21,1.78015e+00,-2.05163e-01,-1.01879e+00,1,8.76000e-02,3.00000e-01,8.76000e-02,2.00000e-03
-3.41141e-04,3.41141e-04,4.00408e-04,8.93722e-22,1.77916e+00,-2.01448e-01,-1.01882e+00,1,8.80000e-02,3.00000e-01,8.80000e-02,2.00000e-03
-3.42629e-04,3.42629e-04,4.01508e-04,-4.80413e-22,1.77818e+00,-1.97733e-01,-1.01886e+00,1,8.84000e-02,3.00000e-01,8.84000e-02,2.00000e-03
-3.44106e-04,3.44106e-04,4.02578e-04,-1.58591e-21,1.77719e+00,-1.94017e-01,-1.01889e+00,1,8.88000e-02,3.00000e-01,8.88000e-02,2.00000e-03
-3.45474e-04,3.45474e-04,4.03515e-04,-1.77408e-21,1.77621e+00,-1.90302e-01,-1.01893e+00,1,8.92000e-02,3.00000e-01,8.92000e-02,2.00000e-03
-3.46757e-04,3.46757e-04,4.04346e-04,-1.61788e-21,1.77522e+00,-1.86586e-01,-1.01896e+00,1,8.96000e-02,3.00000e-01,8.96000e-02,2.00000e-03
-3.48029e-04,3.48029e-04,4.05148e-04,-1.40860e-21,1.77424e+00,-1.82870e-01,-1.01900e+00,1,9.00000e-02,3.00000e-01,9.00000e-02,2.00000e-03
-3.49160e-04,3.49159e-04,4.05791e-04,-1.38038e-21,1.77325e+00,-1.79154e-01,-1.01903e+00,1,9.04000e-02,3.00000e-01,9.04000e-02,2.00000e-03
-3.50279e-04,3.50279e-04,4.06405e-04,-1.06203e-21,1.77227e+00,-1.75437e-01,-1.01907e+00,1,9.08000e-02,3.00000e-01,9.08000e-02,2.00000e-03
-3.51323e-04,3.51323e-04,4.06925e-04,-1.83836e-22,1.77128e+00,-1.71721e-01,-1.01910e+00,1,9.12000e-02,3.00000e-01,9.12000e-02,2.00000e-03
-3.52291e-04,3.52291e-04,4.07351e-04,3.59971e-22,1.77030e+00,-1.68004e-01,-1.01914e+00,1,9.16000e-02,3.00000e-01,9.16000e-02,2.00000e-03
-3.53248e-04,3.53248e-04,4.07749e-04,6.62218e-22,1.76931e+00,-1.64288e-01,-1.01918e+00,1,9.20000e-02,3.00000e-01,9.20000e-02,2.00000e-03
-3.54067e-04,3.54067e-04,4.07990e-04,2.53789e-23,1.76833e+00,-1.60571e-01,-1.01921e+00,1,9.24000e-02,3.00000e-01,9.24000e-02,2.00000e-03
-3.54875e-04,3.54875e-04,4.08203e-04,-6.71678e-22,1.76734e+00,-1.56853e-01,-1.01925e+00,1,9.28000e-02,3.00000e-01,9.28000e-02,2.00000e-03
-3.55608e-04,3.55608e-04,4.08323e-04,-1.33623e-21,1.76636e+00,-1.53136e-01,-1.01929e+00,1,9.32000e-02,3.00000e-01,9.32000e-02,2.00000e-03
-3.56248e-04,3.56248e-04,4.08354e-04,-9.59088e-22,1.76538e+00,-1.49440e-01,-1.01932e+00,1,9.36000e-02,3.00000e-01,9.36000e-02,2.00000e-03
-3.56865e-04,3.56865e-04,4.08414e-04,-5.65573e-23,1.76439e+00,-1.45701e-01,-1.01936e+00,1,9.40000e-02,3.00000e-01,9.40000e-02,2.00000e-03
-3.57137e-04,3.57137e-04,4.08398e-04,1.70564e-21,1.76364e+00,-1.42865e-01,-1.01939e+00,1,9.44000e-02,3.00000e-01,9.44000e-02,2.00000e-03
-3.58327e-04,3.58327e-04,4.07376e-04,1.75302e-21,1.76184e+00,-1.36138e-01,-1.01946e+00,1,9.48000e-02,3.00000e-01,9.48000e-02,2.00000e-03
-3.58410e-04,3.58410e-04,4.07306e-04,8.50583e-22,1.76117e+00,-1.33583e-01,-1.01948e+00,1,9.52000e-02,3.00000e-01,9.52000e-02,2.00000e-03
-3.58578e-04,3.58578e-04,4.07056e-04,4.00599e-22,1.76036e+00,-1.30505e-01,-1.01951e+00,1,9.56000e-02,3.00000e-01,9.56000e-02,2.00000e-03
-3.58820e-04,3.58820e-04,4.06711e-04,2.20208e-22,1.75946e+00,-1.27111e-01,-1.01955e+00,1,9.60000e-02,3.00000e-01,9.60000e-02,2.00000e-03
-3.58999e-04,3.58999e-04,4.06134e-04,2.32341e-22,1.75848e+00,-1.23392e-01,-1.01959e+00,1,9.64000e-02,3.00000e-01,9.64000e-02,2.00000e-03
-3.59169e-04,3.59169e-04,4.05530e-04,-1.52118e-23,1.75749e+00,-1.19674e-01,-1.01962e+00,1,9.68000e-02,3.00000e-01,9.68000e-02,2.00000e-03
-3.59269e-04,3.59269e-04,4.04841e-04,-8.22694e-22,1.75651e+00,-1.15955e-01,-1.01966e+00,1,9.72000e-02,3.00000e-01,9.72000e-02,2.00000e-03
-3.59301e-04,3.59301e-04,4.04068e-04,-9.47704e-22,1.75552e+00,-1.12236e-01,-1.01970e+00,1,9.76000e-02,3.00000e-01,9.76000e-02,2.00000e-03
-3.59318e-04,3.59318e-04,4.03264e-04,-6.49154e-22,1.75454e+00,-1.08517e-01,-1.01974e+00,1,9.80000e-02,3.00000e-01,9.80000e-02,2.00000e-03
-3.59176e-04,3.59176e-04,4.02279e-04,-6.27737e-22,1.75355e+00,-1.04797e-01,-1.01978e+00,1,9.84000e-02,3.00000e-01,9.84000e-02,2.00000e-03
-3.59025e-04,3.59025e-04,4.01270e-04,-9.38272e-22,1.75257e+00,-1.01078e-01,-1.01982e+00,1,9.88000e-02,3.00000e-01,9.88000e-02,2.00000e-03
-3.58809e-04,3.58809e-04,4.00181e-04,-1.84773e-21,1.75158e+00,-9.73582e-02,-1.01986e+00,1,9.92000e-02,3.00000e-01,9.92000e-02,2.00000e-03
-3.58527e-04,3.58527e-04,3.99012e-04,-1.81587e-21,1.75060e+00,-9.36384e-02,-1.01989e+00,1,9.96000e-02,3.00000e-01,9.96000e-02,2.00000e-03
-3.58236e-04,3.58236e-04,3.97820e-04,-1.24560e-21,1.74961e+00,-8.99185e-02,-1.01993e+00,1,1.00000e-01,3.00000e-01,1.00000e-01,2.00000e-03
-3.57827e-04,3.57827e-04,3.96494e-04,-2.61321e-22,1.74863e+00,-8.61983e-02,-1.01997e+00,1,1.00400e-01,3.00000e-01,1.00400e-01,2.00000e-03
-3.57409e-04,3.57409e-04,3.95147e-04,5.80635e-22,1.74764e+00,-8.24781e-02,-1.02001e+00,1,1.00800e-01,3.00000e-01,1.00800e-01,2.00000e-03
-3.56928e-04,3.56928e-04,3.93724e-04,1.15930e-21,1.74665e+00,-7.87576e-02,-1.02005e+00,1,1.01200e-01,3.00000e-01,1.01200e-01,2.00000e-03
-3.56385e-04,3.56385e-04,3.92226e-04,1.53165e-21,1.74567e+00,-7.50370e-02,-1.02009e+00,1,1.01600e-01,3.00000e-01,1.01600e-01,2.00000e-03
-3.55833e-04,3.55833e-04,3.90705e-04,1.77699e-21,1.74468e+00,-7.13163e-02,-1.02013e+00,1,1.02000e-01,3.00000e-01,1.02000e-01,2.00000e-03
-3.55169e-04,3.55169e-04,3.89061e-04,6.23113e-22,1.74370e+00,-6.75953e-02,-1.02017e+00,1,1.02400e-01,3.00000e-01,1.02400e-01,2.00000e-03
-3.54465e-04,3.54465e-04,3.87360e-04,-1.34048e-22,1.74271e+00,-6.38743e-02,-1.02021e+00,1,1.02800e-01,3.00000e-01,1.02800e-01,2.00000e-03
-3.53699e-04,3.53699e-04,3.85585e-04,-3.30423e-22,1.74172e+00,-6.01530e-02,-1.02025e+00,1,1.03200e-01,3.00000e-01,1.03200e-01,2.00000e-03
-3.52876e-04,3.52876e-04,3.83742e-04,1.21769e-22,1.74074e+00,-5.64316e-02,-1.02030e+00,1,1.03600e-01,3.00000e-01,1.03600e-01,2.00000e-03
-3.52044e-04,3.52044e-04,3.81880e-04,7.34153e-22,1.73975e+00,-5.27102e-02,-1.02034e+00,1,1.04000e-01,3.00000e-01,1.04000e-01,2.00000e-03
-3.51108e-04,3.51108e-04,3.79904e-04,4.06537e-22,1.73877e+00,-4.89884e-02,-1.02038e+00,1,1.04400e-01,3.00000e-01,1.04400e-01,2.00000e-03
-3.50164e-04,3.50164e-04,3.77911e-04,-6.66411e-24,1.73778e+00,-4.52666e-02,-1.02042e+00,1,1.04800e-01,3.00000e-01,1.04800e-01,2.00000e-03
-3.49166e-04,3.49166e-04,3.75853e-04,-3.29916e-22,1.73679e+00,-4.15446e-02,-1.02046e+00,1,1.05200e-01,3.00000e-01,1.05200e-01,2.00000e-03
-3.48113e-04,3.48113e-04,3.73732e-04,-1.64342e-22,1.73581e+00,-3.78224e-02,-1.02050e+00,1,1.05600e-01,3.00000e-01,1.05600e-01,2.00000e-03
-3.47052e-04,3.47052e-04,3.71594e-04,3.46050e-22,1.73482e+00,-3.41001e-02,-1.02054e+00,1,1.06000e-01,3.00000e-01,1.06000e-01,2.00000e-03
-3.45894e-04,3.45894e-04,3.69352e-04,1.00074e-21,1.73383e+00,-3.03775e-02,-1.02059e+00,1,1.06400e-01,3.00000e-01,1.06400e-01,2.00000e-03
-3.44728e-04,3.44728e-04,3.67094e-04,1.26476e-21,1.73285e+00,-2.66548e-02,-1.02063e+00,1,1.06800e-01,3.00000e-01,1.06800e-01,2.00000e-03
-3.43487e-04,3.43487e-04,3.64751e-04,5.81638e-22,1.73186e+00,-2.29320e-02,-1.02067e+00,1,1.07200e-01,3.00000e-01,1.07200e-01,2.00000e-03
-3.42191e-04,3.42191e-04,3.62347e-04,-2.29575e-22,1.73087e+00,-1.92090e-02,-1.02071e+00,1,1.07600e-01,3.00000e-01,1.07600e-01,2.00000e-03
-3.40887e-04,3.40887e-04,3.59928e-04,-1.05254e-21,1.72988e+00,-1.54860e-02,-1.02075e+00,1,1.08000e-01,3.00000e-01,1.08000e-01,2.00000e-03
-3.39496e-04,3.39496e-04,3.57418e-04,-6.76311e-22,1.72890e+00,-1.17626e-02,-1.02080e+00,1,1.08400e-01,3.00000e-01,1.08400e-01,2.00000e-03
-3.38097e-04,3.38097e-04,3.54894e-04,-2.97092e-22,1.72791e+00,-8.03919e-03,-1.02084e+00,1,1.08800e-01,3.00000e-01,1.08800e-01,2.00000e-03
-3.36652e-04,3.36652e-04,3.52320e-04,4.54496e-23,1.72692e+00,-4.31561e-03,-1.02088e+00,1,1.09200e-01,3.00000e-01,1.09200e-01,2.00000e-03
-3.35162e-04,3.35162e-04,3.49698e-04,1.40902e-23,1.72593e+00,-5.91826e-04,-1.02093e+00,1,1.09600e-01,3.00000e-01,1.09600e-01,2.00000e-03
-3.33663e-04,3.33663e-04,3.47062e-04,-1.97390e-22,1.72494e+00,3.13206e-03,-1.02097e+00,1,1.10000e-01,3.00000e-01,1.10000e-01,2.00000e-03
-3.32085e-04,3.32085e-04,3.44346e-04,6.86998e-23,1.72396e+00,6.85617e-03,-1.02101e+00,1,1.10400e-01,3.00000e-01,1.10400e-01,2.00000e-03
-3.30499e-04,3.30499e-04,3.41619e-04,2.58245e-22,1.72297e+00,1.05804e-02,-1.02106e+00,1,1.10800e-01,3.00000e-01,1.10800e-01,2.00000e-03
-3.28871e-04,3.28871e-04,3.38848e-04,2.08679e-22,1.72198e+00,1.43049e-02,-1.02110e+00,1,1.11200e-01,3.00000e-01,1.11200e-01,2.00000e-03
-3.27183e-04,3.27183e-04,3.36015e-04,-3.55064e-22,1.72099e+00,1.80294e-02,-1.02115e+00,1,1.11600e-01,3.00000e-01,1.11600e-01,2.00000e-03
-3.25482e-04,3.25482e-04,3.33167e-04,-1.08922e-21,1.72000e+00,2.17541e-02,-1.02119e+00,1,1.12000e-01,3.00000e-01,1.12000e-01,2.00000e-03
-3.23711e-04,3.23711e-04,3.30252e-04,-1.02382e-21,1.71901e+00,2.54790e-02,-1.02123e+00,1,1.12400e-01,3.00000e-01,1.12400e-01,2.00000e-03
-3.21934e-04,3.21934e-04,3.27329e-04,-1.04896e-21,1.71802e+00,2.92041e-02,-1.02128e+00,1,1.12800e-01,3.00000e-01,1.12800e-01,2.00000e-03
-3.20118e-04,3.20118e-04,3.24370e-04,-1.41563e-21,1.71703e+00,3.29292e-02,-1.02132e+00,1,1.13200e-01,3.00000e-01,1.13200e-01,2.00000e-03
-3.18268e-04,3.18268e-04,3.21378e-04,-1.97085e-21,1.71604e+00,3.66546e-02,-1.02137e+00,1,1.13600e-01,3.00000e-01,1.13600e-01,2.00000e-03
-3.16409e-04,3.16409e-04,3.18377e-04,-2.55646e-21,1.71505e+00,4.03801e-02,-1.02141e+00,1,1.14000e-01,3.00000e-01,1.14000e-01,2.00000e-03
-3.14488e-04,3.14488e-04,3.15322e-04,-1.46208e-21,1.71406e+00,4.41058e-02,-1.02146e+00,1,1.14400e-01,3.00000e-01,1.14400e-01,2.00000e-03
-3.12561e-04,3.12561e-04,3.12260e-04,-2.18397e-22,1.71307e+00,4.78316e-02,-1.02150e+00,1,1.14800e-01,3.00000e-01,1.14800e-01,2.00000e-03
-3.10599e-04,3.10599e-04,3.09170e-04,1.00743e-21,1.71208e+00,5.15576e-02,-1.02155e+00,1,1.15200e-01,3.00000e-01,1.15200e-01,2.00000e-03
-3.08605e-04,3.08605e-04,3.06053e-04,1.32747e-21,1.71109e+00,5.52838e-02,-1.02160e+00,1,1.15600e-01,3.00000e-01,1.15600e-01,2.00000e-03
-3.06588e-04,3.06588e-04,3.02915e-04,1.13553e-21,1.71010e+00,5.90101e-02,-1.02164e+00,1,1.16000e-01,3.00000e-01,1.16000e-01,2.00000e-03
-3.04517e-04,3.04517e-04,2.99733e-04,2.42201e-22,1.70911e+00,6.27366e-02,-1.02169e+00,1,1.16400e-01,3.00000e-01,1.16400e-01,2.00000e-03
-3.02438e-04,3.02438e-04,2.96548e-04,-3.47874e-22,1.70812e+00,6.64632e-02,-1.02173e+00,1,1.16800e-01,3.00000e-01,1.16800e-01,2.00000e-03
