x,y,z,U_0,U_1,U_2,U_0m
0.3,0,0.002,0.000142391781,2.61551388E-06,0,-0.000142391781
0.3,0.00133779264,0.002,0.000193205179,1.11192268E-05,-3.24399606E-21,-0.000193205179
0.3,0.00267558528,0.002,7.71132938E-05,3.05889377E-05,-1.87677506E-21,-7.71132938E-05
0.3,0.00401337793,0.002,-4.86357773E-05,5.25342079E-05,-5.52486731E-22,4.86357773E-05
0.3,0.00535117057,0.002,-0.000111478046,7.31013103E-05,1.82161591E-22,0.000111478046
0.3,0.00668896321,0.002,-0.000127454112,9.28926902E-05,7.77718023E-22,0.000127454112
0.3,0.00802675585,0.002,-0.000122380557,0.000111693787,1.12970068E-21,0.000122380557
0.3,0.00936454849,0.002,-0.000112252347,0.000130207562,5.53851342E-22,0.000112252347
0.3,0.0107023411,0.002,-0.000102428616,0.000148257618,1.46602562E-21,0.000102428616
0.3,0.0120401338,0.002,-9.37920396E-05,0.000166047197,1.75627514E-21,9.37920396E-05
0.3,0.0133779264,0.002,-8.55559926E-05,0.000183424273,5.06277486E-21,8.55559926E-05
0.3,0.0147157191,0.002,-7.71650036E-05,0.000200455874,2.59194583E-20,7.71650036E-05
0.3,0.0160535117,0.002,-6.82238579E-05,0.000217024088,-6.0391E-23,6.82238579E-05
0.3,0.0173913043,0.002,-5.8673164E-05,0.000233154906,1.05844153E-20,5.8673164E-05
0.3,0.018729097,0.002,-4.86243815E-05,0.000248857261,8.67003881E-21,4.86243815E-05
0.3,0.0200668896,0.002,-3.81670197E-05,0.00026413224,5.06906664E-21,3.81670197E-05
0.3,0.0214046823,0.002,-2.7341957E-05,0.000278968601,5.43808628E-21,2.7341957E-05
0.3,0.0227424749,0.002,-1.62131399E-05,0.000293342128,7.60216601E-21,1.62131399E-05
0.3,0.0240802676,0.002,-4.82082065E-06,0.000307241479,2.48620703E-20,4.82082065E-06
0.3,0.0254180602,0.002,6.78449846E-06,0.000320636563,-2.52946262E-20,-6.78449846E-06
0.3,0.0267558528,0.002,1.8683563E-05,0.000333416274,2.74996637E-20,-1.8683563E-05
0.3,0.0280936455,0.002,3.06917138E-05,0.00034558513,2.83554408E-20,-3.06917138E-05
0.3,0.0294314381,0.002,4.27726572E-05,0.000357191215,-5.1104126E-21,-4.27726572E-05
0.3,0.0307692308,0.002,5.48814215E-05,0.000368205139,-1.26099576E-20,-5.48814215E-05
0.3,0.0321070234,0.002,6.6984005E-05,0.000378626535,1.65784821E-20,-6.6984005E-05
0.3,0.0334448161,0.002,7.90379191E-05,0.000388432539,-6.72530872E-21,-7.90379191E-05
0.3,0.0347826087,0.002,9.10093792E-05,0.000397623003,-8.0544139E-21,-9.10093792E-05
0.3,0.0361204013,0.002,0.000102905973,0.000406100835,-6.59849349E-23,-0.000102905973
0.3,0.037458194,0.002,0.000114699724,0.000413939154,-2.74580556E-20,-0.000114699724
0.3,0.0387959866,0.002,0.000126228976,0.000421033191,2.23150206E-20,-0.000126228976
0.3,0.0401337793,0.002,0.000137541894,0.000427481311,1.57369385E-20,-0.000137541894
0.3,0.0414715719,0.002,0.000148625252,0.000433275258,1.86923724E-20,-0.000148625252
0.3,0.0428093645,0.002,0.000159476474,0.000438420796,2.2656956E-20,-0.000159476474
0.3,0.0441471572,0.002,0.000170096618,0.000442913959,6.43863341E-21,-0.000170096618
0.3,0.0454849498,0.002,0.000180506966,0.000446720788,1.47436078E-20,-0.000180506966
0.3,0.0468227425,0.002,0.00019075441,0.000449851573,-7.256186E-22,-0.00019075441
0.3,0.0481605351,0.002,0.00020072854,0.000452292115,-4.70628697E-21,-0.00020072854
0.3,0.0494983278,0.002,0.00021044671,0.000454037012,2.52634806E-22,-0.00021044671
0.3,0.0508361204,0.002,0.000219978899,0.000455158431,2.71717713E-20,-0.000219978899
0.3,0.052173913,0.002,0.000229336547,0.000455663586,1.30850537E-20,-0.000229336547
0.3,0.0535117057,0.002,0.000238528334,0.000455565061,2.45406606E-20,-0.000238528334
0.3,0.0548494983,0.002,0.000247557159,0.000454855742,2.40579898E-20,-0.000247557159
0.3,0.056187291,0.002,0.000256424986,0.00045351105,9.11816587E-21,-0.000256424986
0.3,0.0575250836,0.002,0.000265124837,0.000451653909,3.56821381E-20,-0.000265124837
0.3,0.0588628763,0.002,0.000273472051,0.000449105123,2.26470522E-20,-0.000273472051
0.3,0.0602006689,0.002,0.000281595681,0.000446025574,5.54088513E-20,-0.000281595681
0.3,0.0615384615,0.002,0.000289469905,0.000442433643,8.25144895E-20,-0.000289469905
0.3,0.0628762542,0.002,0.000297063351,0.000438346446,1.32398494E-19,-0.000297063351
0.3,0.0642140468,0.002,0.00030433357,0.000433774814,1.33507165E-19,-0.00030433357
0.3,0.0655518395,0.002,0.000311200201,0.000428701333,7.53458935E-22,-0.000311200201
0.3,0.0668896321,0.002,0.000317744663,0.000423276215,1.13285161E-19,-0.000317744663
0.3,0.0682274247,0.002,0.00032368701,0.000417315279,1.88941412E-20,-0.00032368701
0.3,0.0695652174,0.002,0.000329111526,0.000410942061,-5.8104182E-20,-0.000329111526
0.3,0.07090301,0.002,0.00033401821,0.000404208494,-8.52118417E-20,-0.00033401821
0.3,0.0722408027,0.002,0.000338371253,0.000397137992,-9.77649849E-20,-0.000338371253
0.3,0.0735785953,0.002,0.000342116136,0.000389748508,-7.24255529E-20,-0.000342116136
0.3,0.074916388,0.002,0.000345166527,0.000382057231,-2.07991242E-21,-0.000345166527
0.3,0.0762541806,0.002,0.000347672232,0.000374157242,-1.0626043E-19,-0.000347672232
0.3,0.0775919732,0.002,0.000349405293,0.000365949037,-8.24227641E-20,-0.000349405293
0.3,0.0789297659,0.002,0.000350388167,0.000357485073,-2.58325828E-20,-0.000350388167
0.3,0.0802675585,0.002,0.000350690821,0.000348838713,4.21551682E-20,-0.000350690821
0.3,0.0816053512,0.002,0.00035030891,0.000340033184,1.18230979E-19,-0.00035030891
0.3,0.0829431438,0.002,0.000349196358,0.000331095431,1.01115336E-19,-0.000349196358
0.3,0.0842809365,0.002,0.00034733997,0.000322055271,1.31002979E-21,-0.00034733997
0.3,0.0856187291,0.002,0.000344917496,0.000312954815,8.65344289E-20,-0.000344917496
0.3,0.0869565217,0.002,0.000341765538,0.000303745863,3.30548383E-21,-0.000341765538
0.3,0.0882943144,0.002,0.00033791916,0.000294460518,-1.44256309E-19,-0.00033791916
0.3,0.089632107,0.002,0.000333480069,0.000285157038,-2.44773788E-19,-0.000333480069
0.3,0.0909698997,0.002,0.000328476622,0.000275853553,-2.57276479E-19,-0.000328476622
0.3,0.0923076923,0.002,0.00032286972,0.000266591332,-1.05857936E-19,-0.00032286972
0.3,0.0936454849,0.002,0.000316753203,0.00025737817,-1.53806278E-20,-0.000316753203
0.3,0.0949832776,0.002,0.000310232864,0.000248218511,-1.51660953E-19,-0.000310232864
0.3,0.0963210702,0.002,0.000303242583,0.000239107329,-2.23408857E-19,-0.000303242583
0.3,0.0976588629,0.002,0.00029584565,0.00023007235,-2.41303779E-19,-0.00029584565
0.3,0.0989966555,0.002,0.000288125169,0.00022114,-2.18659471E-19,-0.000288125169
0.3,0.100334448,0.002,0.000280115517,0.000212326309,-1.65023745E-19,-0.000280115517
0.3,0.101672241,0.002,0.000271807713,0.000203678868,-1.8551346E-20,-0.000271807713
0.3,0.103010033,0.002,0.000263319414,0.000195162319,-2.11557965E-20,-0.000263319414
