x,y,z,U_0,U_1,U_2,U_0m
0.3,0,0.002,-5.42736958E-05,-1.15411037E-07,0,5.42736958E-05
0.3,0.000667779633,0.002,-0.000136956489,1.20533762E-06,-3.94467986E-23,0.000136956489
0.3,0.00133555927,0.002,-0.00024696306,3.74687451E-06,-3.41904641E-22,0.00024696306
0.3,0.0020033389,0.002,-0.000322691068,6.40476558E-06,-6.07740183E-22,0.000322691068
0.3,0.00267111853,0.002,-0.000366939893,9.01383042E-06,-5.32246412E-22,0.000366939893
0.3,0.00333889816,0.002,-0.000386961047,1.1228204E-05,-3.55676626E-22,0.000386961047
0.3,0.0040066778,0.002,-0.000390775157,1.31359554E-05,-6.39065115E-22,0.000390775157
0.3,0.00467445743,0.002,-0.000385204336,1.4731406E-05,-1.15527546E-21,0.000385204336
0.3,0.00534223706,0.002,-0.000375215579,1.61311733E-05,5.2560634E-22,0.000375215579
0.3,0.00601001669,0.002,-0.000363870403,1.74098723E-05,1.79491354E-21,0.000363870403
0.3,0.00667779633,0.002,-0.000352961472,1.86329849E-05,1.98770367E-21,0.000352961472
0.3,0.00734557596,0.002,-0.000343170565,1.98348565E-05,2.03843683E-21,0.000343170565
0.3,0.00801335559,0.002,-0.000334581518,2.10501129E-05,2.65005949E-21,0.000334581518
0.3,0.00868113523,0.002,-0.000326976938,2.22970051E-05,3.42812658E-21,0.000326976938
0.3,0.00934891486,0.002,-0.000320045309,2.35916138E-05,3.33441937E-21,0.000320045309
0.3,0.0100166945,0.002,-0.00031348828,2.4944957E-05,3.33624175E-21,0.00031348828
0.3,0.0106844741,0.002,-0.000307062083,2.63646231E-05,5.81126868E-22,0.000307062083
0.3,0.0113522538,0.002,-0.000300549588,2.78947633E-05,1.13380421E-21,0.000300549588
0.3,0.0120200334,0.002,-0.00029392925,2.95168366E-05,1.81233155E-21,0.00029392925
0.3,0.012687813,0.002,-0.000287161911,3.12364477E-05,2.49076453E-21,0.000287161911
0.3,0.0133555927,0.002,-0.000280237526,3.30603815E-05,2.85846691E-21,0.000280237526
0.3,0.0140233723,0.002,-0.000273163124,3.49943898E-05,3.17487083E-21,0.000273163124
0.3,0.0146911519,0.002,-0.000265952641,3.70433611E-05,3.2368111E-21,0.000265952641
0.3,0.0153589316,0.002,-0.000258620693,3.92111638E-05,2.01973014E-21,0.000258620693
0.3,0.0160267112,0.002,-0.000251168084,4.15022396E-05,-4.01727912E-21,0.000251168084
0.3,0.0166944908,0.002,-0.000243562407,4.39563602E-05,-5.04918389E-21,0.000243562407
0.3,0.0173622705,0.002,-0.000235866101,4.65373783E-05,-5.57572132E-21,0.000235866101
0.3,0.0180300501,0.002,-0.000228081083,4.92467717E-05,-6.6072277E-21,0.000228081083
0.3,0.0186978297,0.002,-0.000220207144,5.20857633E-05,-8.04317512E-21,0.000220207144
0.3,0.0193656093,0.002,-0.000212242874,5.50554456E-05,-9.52611312E-21,0.000212242874
0.3,0.020033389,0.002,-0.000204186489,5.81566752E-05,-1.03431476E-20,0.000204186489
0.3,0.0207011686,0.002,-0.000196036617,6.13903086E-05,-1.02753396E-20,0.000196036617
0.3,0.0213689482,0.002,-0.000187782461,6.47693871E-05,-9.99526732E-21,0.000187782461
0.3,0.0220367279,0.002,-0.000179405762,6.83092659E-05,-1.08831439E-20,0.000179405762
0.3,0.0227045075,0.002,-0.0001709435,7.19804363E-05,-1.29608869E-20,0.0001709435
0.3,0.0233722871,0.002,-0.00016239862,7.57822224E-05,-1.46221231E-20,0.00016239862
0.3,0.0240400668,0.002,-0.000153775103,7.97136218E-05,-1.54575041E-20,0.000153775103
0.3,0.0247078464,0.002,-0.000145077828,8.37733806E-05,-1.53216554E-20,0.000145077828
0.3,0.025375626,0.002,-0.000136312583,8.79597497E-05,-1.17847313E-20,0.000136312583
0.3,0.0260434057,0.002,-0.000127485883,9.22786654E-05,-1.25300633E-21,0.000127485883
0.3,0.0267111853,0.002,-0.000118602726,9.67285191E-05,-5.30551346E-21,0.000118602726
0.3,0.0273789649,0.002,-0.000109658792,0.000101314101,-2.38439931E-21,0.000109658792
0.3,0.0280467446,0.002,-0.000100680869,0.000106012268,3.44345562E-22,0.000100680869
0.3,0.0287145242,0.002,-9.16762448E-05,0.00011081945,-1.17901318E-21,9.16762448E-05
0.3,0.0293823038,0.002,-8.26519983E-05,0.000115731496,-1.35740276E-22,8.26519983E-05
0.3,0.0300500835,0.002,-7.36151149E-05,0.00012074414,-4.62021456E-22,7.36151149E-05
0.3,0.0307178631,0.002,-6.45723775E-05,0.000125852721,-3.35097601E-21,6.45723775E-05
