p,-U:0,-U:1,-U:2,T,U:0,U:1,U:2,alphaQGD,rho,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
-2.54956e-03,-4.52978e-05,-1.88439e-04,0.00000e+00,1.65434e+00,4.52978e-05,1.88439e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.38400e-01,3.00000e-01,1.38400e-01,2.00000e-03
-2.57631e-03,-4.45616e-05,-1.87427e-04,0.00000e+00,1.65333e+00,4.45616e-05,1.87427e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.38800e-01,3.00000e-01,1.38800e-01,2.00000e-03
-2.60130e-03,-4.39458e-05,-1.86491e-04,0.00000e+00,1.65232e+00,4.39458e-05,1.86491e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.39200e-01,3.00000e-01,1.39200e-01,2.00000e-03
-2.62648e-03,-4.33112e-05,-1.85535e-04,0.00000e+00,1.65132e+00,4.33112e-05,1.85535e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.39600e-01,3.00000e-01,1.39600e-01,2.00000e-03
-2.65185e-03,-4.26578e-05,-1.84559e-04,0.00000e+00,1.65031e+00,4.26578e-05,1.84559e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.40000e-01,3.00000e-01,1.40000e-01,2.00000e-03
-2.67456e-03,-4.21850e-05,-1.83700e-04,0.00000e+00,1.64930e+00,4.21850e-05,1.83700e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.40400e-01,3.00000e-01,1.40400e-01,2.00000e-03
-2.69745e-03,-4.16947e-05,-1.82823e-04,0.00000e+00,1.64830e+00,4.16947e-05,1.82823e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.40800e-01,3.00000e-01,1.40800e-01,2.00000e-03
-2.72052e-03,-4.11868e-05,-1.81928e-04,0.00000e+00,1.64729e+00,4.11868e-05,1.81928e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.41200e-01,3.00000e-01,1.41200e-01,2.00000e-03
-2.74193e-03,-4.07870e-05,-1.81100e-04,0.00000e+00,1.64628e+00,4.07870e-05,1.81100e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.41600e-01,3.00000e-01,1.41600e-01,2.00000e-03
-2.76259e-03,-4.04335e-05,-1.80298e-04,0.00000e+00,1.64527e+00,4.04335e-05,1.80298e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.42000e-01,3.00000e-01,1.42000e-01,2.00000e-03
-2.78343e-03,-4.00637e-05,-1.79478e-04,0.00000e+00,1.64427e+00,4.00637e-05,1.79478e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.42400e-01,3.00000e-01,1.42400e-01,2.00000e-03
-2.80354e-03,-3.97368e-05,-1.78681e-04,0.00000e+00,1.64326e+00,3.97368e-05,1.78681e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.42800e-01,3.00000e-01,1.42800e-01,2.00000e-03
-2.82204e-03,-3.95125e-05,-1.77949e-04,0.00000e+00,1.64225e+00,3.95125e-05,1.77949e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.43200e-01,3.00000e-01,1.43200e-01,2.00000e-03
-2.84070e-03,-3.92734e-05,-1.77201e-04,0.00000e+00,1.64125e+00,3.92734e-05,1.77201e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.43600e-01,3.00000e-01,1.43600e-01,2.00000e-03
-2.85952e-03,-3.90193e-05,-1.76437e-04,0.00000e+00,1.64024e+00,3.90193e-05,1.76437e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.44000e-01,3.00000e-01,1.44000e-01,2.00000e-03
-2.87592e-03,-3.89166e-05,-1.75771e-04,0.00000e+00,1.63923e+00,3.89166e-05,1.75771e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.44400e-01,3.00000e-01,1.44400e-01,2.00000e-03
-2.89248e-03,-3.88004e-05,-1.75090e-04,0.00000e+00,1.63823e+00,3.88004e-05,1.75090e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.44800e-01,3.00000e-01,1.44800e-01,2.00000e-03
-2.90919e-03,-3.86707e-05,-1.74394e-04,0.00000e+00,1.63722e+00,3.86707e-05,1.74394e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.45200e-01,3.00000e-01,1.45200e-01,2.00000e-03
-2.92395e-03,-3.86567e-05,-1.73771e-04,0.00000e+00,1.63622e+00,3.86567e-05,1.73771e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.45600e-01,3.00000e-01,1.45600e-01,2.00000e-03
-2.93786e-03,-3.86904e-05,-1.73176e-04,0.00000e+00,1.63521e+00,3.86904e-05,1.73176e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.46000e-01,3.00000e-01,1.46000e-01,2.00000e-03
-2.95194e-03,-3.87100e-05,-1.72565e-04,0.00000e+00,1.63420e+00,3.87100e-05,1.72565e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.46400e-01,3.00000e-01,1.46400e-01,2.00000e-03
-2.96539e-03,-3.87629e-05,-1.71972e-04,0.00000e+00,1.63320e+00,3.87629e-05,1.71972e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.46800e-01,3.00000e-01,1.46800e-01,2.00000e-03
-2.97742e-03,-3.88973e-05,-1.71430e-04,0.00000e+00,1.63219e+00,3.88973e-05,1.71430e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.47200e-01,3.00000e-01,1.47200e-01,2.00000e-03
-2.98960e-03,-3.90190e-05,-1.70874e-04,0.00000e+00,1.63119e+00,3.90190e-05,1.70874e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.47600e-01,3.00000e-01,1.47600e-01,2.00000e-03
-3.00193e-03,-3.91281e-05,-1.70304e-04,0.00000e+00,1.63018e+00,3.91281e-05,1.70304e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.48000e-01,3.00000e-01,1.48000e-01,2.00000e-03
-3.01217e-03,-3.93549e-05,-1.69810e-04,0.00000e+00,1.62917e+00,3.93549e-05,1.69810e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.48400e-01,3.00000e-01,1.48400e-01,2.00000e-03
-3.02254e-03,-3.95705e-05,-1.69304e-04,0.00000e+00,1.62817e+00,3.95705e-05,1.69304e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.48800e-01,3.00000e-01,1.48800e-01,2.00000e-03
-3.03305e-03,-3.97749e-05,-1.68785e-04,0.00000e+00,1.62716e+00,3.97749e-05,1.68785e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.49200e-01,3.00000e-01,1.49200e-01,2.00000e-03
-3.04228e-03,-4.00466e-05,-1.68309e-04,0.00000e+00,1.62616e+00,4.00466e-05,1.68309e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.49600e-01,3.00000e-01,1.49600e-01,2.00000e-03
-3.05093e-03,-4.03476e-05,-1.67848e-04,0.00000e+00,1.62515e+00,4.03476e-05,1.67848e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.50000e-01,3.00000e-01,1.50000e-01,2.00000e-03
-3.05971e-03,-4.06388e-05,-1.67376e-04,0.00000e+00,1.62415e+00,4.06388e-05,1.67376e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.50400e-01,3.00000e-01,1.50400e-01,2.00000e-03
-3.06794e-03,-4.09554e-05,-1.66917e-04,0.00000e+00,1.62314e+00,4.09554e-05,1.66917e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.50800e-01,3.00000e-01,1.50800e-01,2.00000e-03
-3.07497e-03,-4.13334e-05,-1.66496e-04,0.00000e+00,1.62214e+00,4.13334e-05,1.66496e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.51200e-01,3.00000e-01,1.51200e-01,2.00000e-03
-3.08210e-03,-4.17031e-05,-1.66066e-04,0.00000e+00,1.62113e+00,4.17031e-05,1.66066e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.51600e-01,3.00000e-01,1.51600e-01,2.00000e-03
-3.08934e-03,-4.20644e-05,-1.65626e-04,0.00000e+00,1.62013e+00,4.20644e-05,1.65626e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.52000e-01,3.00000e-01,1.52000e-01,2.00000e-03
-3.09483e-03,-4.25108e-05,-1.65242e-04,0.00000e+00,1.61912e+00,4.25108e-05,1.65242e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.52400e-01,3.00000e-01,1.52400e-01,2.00000e-03
-3.10041e-03,-4.29504e-05,-1.64849e-04,0.00000e+00,1.61812e+00,4.29504e-05,1.64849e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.52800e-01,3.00000e-01,1.52800e-01,2.00000e-03
-3.10609e-03,-4.33830e-05,-1.64448e-04,0.00000e+00,1.61711e+00,4.33830e-05,1.64448e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.53200e-01,3.00000e-01,1.53200e-01,2.00000e-03
-3.11059e-03,-4.38680e-05,-1.64080e-04,0.00000e+00,1.61611e+00,4.38680e-05,1.64080e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.53600e-01,3.00000e-01,1.53600e-01,2.00000e-03
-3.11431e-03,-4.43866e-05,-1.63732e-04,0.00000e+00,1.61511e+00,4.43866e-05,1.63732e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.54000e-01,3.00000e-01,1.54000e-01,2.00000e-03
-3.11813e-03,-4.48975e-05,-1.63376e-04,0.00000e+00,1.61410e+00,4.48975e-05,1.63376e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.54400e-01,3.00000e-01,1.54400e-01,2.00000e-03
-3.12152e-03,-4.54235e-05,-1.63028e-04,0.00000e+00,1.61310e+00,4.54235e-05,1.63028e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.54800e-01,3.00000e-01,1.54800e-01,2.00000e-03
-3.12396e-03,-4.59883e-05,-1.62704e-04,0.00000e+00,1.61209e+00,4.59883e-05,1.62704e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.55200e-01,3.00000e-01,1.55200e-01,2.00000e-03
-3.12648e-03,-4.65468e-05,-1.62374e-04,0.00000e+00,1.61109e+00,4.65468e-05,1.62374e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.55600e-01,3.00000e-01,1.55600e-01,2.00000e-03
-3.12910e-03,-4.70990e-05,-1.62038e-04,0.00000e+00,1.61009e+00,4.70990e-05,1.62038e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.56000e-01,3.00000e-01,1.56000e-01,2.00000e-03
-3.13034e-03,-4.77015e-05,-1.61735e-04,0.00000e+00,1.60908e+00,4.77015e-05,1.61735e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.56400e-01,3.00000e-01,1.56400e-01,2.00000e-03
-3.13167e-03,-4.82991e-05,-1.61426e-04,0.00000e+00,1.60808e+00,4.82991e-05,1.61426e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.56800e-01,3.00000e-01,1.56800e-01,2.00000e-03
-3.13307e-03,-4.88917e-05,-1.61113e-04,0.00000e+00,1.60708e+00,4.88917e-05,1.61113e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.57200e-01,3.00000e-01,1.57200e-01,2.00000e-03
-3.13366e-03,-4.95089e-05,-1.60816e-04,0.00000e+00,1.60607e+00,4.95089e-05,1.60816e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.57600e-01,3.00000e-01,1.57600e-01,2.00000e-03
-3.13388e-03,-5.01370e-05,-1.60526e-04,0.00000e+00,1.60507e+00,5.01370e-05,1.60526e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.58000e-01,3.00000e-01,1.58000e-01,2.00000e-03
-3.13417e-03,-5.07615e-05,-1.60232e-04,0.00000e+00,1.60407e+00,5.07615e-05,1.60232e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.58400e-01,3.00000e-01,1.58400e-01,2.00000e-03
-3.13411e-03,-5.13931e-05,-1.59943e-04,0.00000e+00,1.60306e+00,5.13931e-05,1.59943e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.58800e-01,3.00000e-01,1.58800e-01,2.00000e-03
-3.13332e-03,-5.20435e-05,-1.59668e-04,0.00000e+00,1.60206e+00,5.20435e-05,1.59668e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.59200e-01,3.00000e-01,1.59200e-01,2.00000e-03
-3.13258e-03,-5.26915e-05,-1.59390e-04,0.00000e+00,1.60106e+00,5.26915e-05,1.59390e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.59600e-01,3.00000e-01,1.59600e-01,2.00000e-03
-3.13189e-03,-5.33370e-05,-1.59110e-04,0.00000e+00,1.60005e+00,5.33370e-05,1.59110e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.60000e-01,3.00000e-01,1.60000e-01,2.00000e-03
-3.13018e-03,-5.40015e-05,-1.58846e-04,0.00000e+00,1.59905e+00,5.40015e-05,1.58846e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.60400e-01,3.00000e-01,1.60400e-01,2.00000e-03
-3.12851e-03,-5.46647e-05,-1.58581e-04,0.00000e+00,1.59805e+00,5.46647e-05,1.58581e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.60800e-01,3.00000e-01,1.60800e-01,2.00000e-03
-3.12687e-03,-5.53267e-05,-1.58315e-04,0.00000e+00,1.59705e+00,5.53267e-05,1.58315e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.61200e-01,3.00000e-01,1.61200e-01,2.00000e-03
-3.12462e-03,-5.59941e-05,-1.58056e-04,0.00000e+00,1.59604e+00,5.59941e-05,1.58056e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.61600e-01,3.00000e-01,1.61600e-01,2.00000e-03
-3.12191e-03,-5.66639e-05,-1.57803e-04,0.00000e+00,1.59504e+00,5.66639e-05,1.57803e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.62000e-01,3.00000e-01,1.62000e-01,2.00000e-03
-3.11925e-03,-5.73316e-05,-1.57550e-04,0.00000e+00,1.59404e+00,5.73316e-05,1.57550e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.62400e-01,3.00000e-01,1.62400e-01,2.00000e-03
-3.11637e-03,-5.79969e-05,-1.57297e-04,0.00000e+00,1.59304e+00,5.79969e-05,1.57297e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.62800e-01,3.00000e-01,1.62800e-01,2.00000e-03
-3.11299e-03,-5.86601e-05,-1.57047e-04,0.00000e+00,1.59204e+00,5.86601e-05,1.57047e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.63200e-01,3.00000e-01,1.63200e-01,2.00000e-03
-3.10964e-03,-5.93224e-05,-1.56798e-04,0.00000e+00,1.59103e+00,5.93224e-05,1.56798e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.63600e-01,3.00000e-01,1.63600e-01,2.00000e-03
-3.10632e-03,-5.99838e-05,-1.56550e-04,0.00000e+00,1.59003e+00,5.99838e-05,1.56550e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.64000e-01,3.00000e-01,1.64000e-01,2.00000e-03
-3.10235e-03,-6.06334e-05,-1.56301e-04,0.00000e+00,1.58903e+00,6.06334e-05,1.56301e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.64400e-01,3.00000e-01,1.64400e-01,2.00000e-03
-3.09839e-03,-6.12831e-05,-1.56053e-04,0.00000e+00,1.58803e+00,6.12831e-05,1.56053e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.64800e-01,3.00000e-01,1.64800e-01,2.00000e-03
-3.09446e-03,-6.19328e-05,-1.55808e-04,0.00000e+00,1.58703e+00,6.19328e-05,1.55808e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.65200e-01,3.00000e-01,1.65200e-01,2.00000e-03
-3.09016e-03,-6.25690e-05,-1.55560e-04,0.00000e+00,1.58603e+00,6.25690e-05,1.55560e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.65600e-01,3.00000e-01,1.65600e-01,2.00000e-03
-3.08567e-03,-6.31992e-05,-1.55312e-04,0.00000e+00,1.58502e+00,6.31992e-05,1.55312e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.66000e-01,3.00000e-01,1.66000e-01,2.00000e-03
-3.08119e-03,-6.38305e-05,-1.55067e-04,0.00000e+00,1.58402e+00,6.38305e-05,1.55067e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.66400e-01,3.00000e-01,1.66400e-01,2.00000e-03
-3.07657e-03,-6.44529e-05,-1.54821e-04,0.00000e+00,1.58302e+00,6.44529e-05,1.54821e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.66800e-01,3.00000e-01,1.66800e-01,2.00000e-03
-3.07163e-03,-6.50572e-05,-1.54571e-04,0.00000e+00,1.58202e+00,6.50572e-05,1.54571e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.67200e-01,3.00000e-01,1.67200e-01,2.00000e-03
-3.06669e-03,-6.56634e-05,-1.54324e-04,0.00000e+00,1.58102e+00,6.56634e-05,1.54324e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.67600e-01,3.00000e-01,1.67600e-01,2.00000e-03
-3.06174e-03,-6.62716e-05,-1.54082e-04,0.00000e+00,1.58002e+00,6.62716e-05,1.54082e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.68000e-01,3.00000e-01,1.68000e-01,2.00000e-03
-3.05643e-03,-6.68438e-05,-1.53826e-04,0.00000e+00,1.57902e+00,6.68438e-05,1.53826e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.68400e-01,3.00000e-01,1.68400e-01,2.00000e-03
-3.05110e-03,-6.74188e-05,-1.53575e-04,0.00000e+00,1.57802e+00,6.74188e-05,1.53575e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.68800e-01,3.00000e-01,1.68800e-01,2.00000e-03
-3.04575e-03,-6.79967e-05,-1.53330e-04,0.00000e+00,1.57702e+00,6.79967e-05,1.53330e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.69200e-01,3.00000e-01,1.69200e-01,2.00000e-03
-3.04020e-03,-6.85416e-05,-1.53073e-04,0.00000e+00,1.57602e+00,6.85416e-05,1.53073e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.69600e-01,3.00000e-01,1.69600e-01,2.00000e-03
-3.03454e-03,-6.90637e-05,-1.52813e-04,0.00000e+00,1.57502e+00,6.90637e-05,1.52813e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.70000e-01,3.00000e-01,1.70000e-01,2.00000e-03
-3.02888e-03,-6.95880e-05,-1.52558e-04,0.00000e+00,1.57401e+00,6.95880e-05,1.52558e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.70400e-01,3.00000e-01,1.70400e-01,2.00000e-03
-3.02314e-03,-7.00969e-05,-1.52299e-04,0.00000e+00,1.57301e+00,7.00969e-05,1.52299e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.70800e-01,3.00000e-01,1.70800e-01,2.00000e-03
-3.01727e-03,-7.05732e-05,-1.52028e-04,0.00000e+00,1.57201e+00,7.05732e-05,1.52028e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.71200e-01,3.00000e-01,1.71200e-01,2.00000e-03
-3.01138e-03,-7.10525e-05,-1.51763e-04,0.00000e+00,1.57101e+00,7.10525e-05,1.51763e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.71600e-01,3.00000e-01,1.71600e-01,2.00000e-03
-3.00547e-03,-7.15348e-05,-1.51505e-04,0.00000e+00,1.57001e+00,7.15348e-05,1.51505e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.72000e-01,3.00000e-01,1.72000e-01,2.00000e-03
-2.99944e-03,-7.19613e-05,-1.51221e-04,0.00000e+00,1.56901e+00,7.19613e-05,1.51221e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.72400e-01,3.00000e-01,1.72400e-01,2.00000e-03
-2.99338e-03,-7.23916e-05,-1.50945e-04,0.00000e+00,1.56801e+00,7.23916e-05,1.50945e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.72800e-01,3.00000e-01,1.72800e-01,2.00000e-03
-2.98729e-03,-7.28255e-05,-1.50676e-04,0.00000e+00,1.56701e+00,7.28255e-05,1.50676e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.73200e-01,3.00000e-01,1.73200e-01,2.00000e-03
-2.98115e-03,-7.32204e-05,-1.50391e-04,0.00000e+00,1.56601e+00,7.32204e-05,1.50391e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.73600e-01,3.00000e-01,1.73600e-01,2.00000e-03
-2.97497e-03,-7.35981e-05,-1.50102e-04,0.00000e+00,1.56501e+00,7.35981e-05,1.50102e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.74000e-01,3.00000e-01,1.74000e-01,2.00000e-03
-2.96874e-03,-7.39801e-05,-1.49820e-04,0.00000e+00,1.56401e+00,7.39801e-05,1.49820e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.74400e-01,3.00000e-01,1.74400e-01,2.00000e-03
-2.96250e-03,-7.43434e-05,-1.49534e-04,0.00000e+00,1.56301e+00,7.43434e-05,1.49534e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.74800e-01,3.00000e-01,1.74800e-01,2.00000e-03
-2.95623e-03,-7.46656e-05,-1.49230e-04,0.00000e+00,1.56201e+00,7.46656e-05,1.49230e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.75200e-01,3.00000e-01,1.75200e-01,2.00000e-03
-2.94992e-03,-7.49926e-05,-1.48935e-04,0.00000e+00,1.56101e+00,7.49926e-05,1.48935e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.75600e-01,3.00000e-01,1.75600e-01,2.00000e-03
-2.94355e-03,-7.53244e-05,-1.48648e-04,0.00000e+00,1.56001e+00,7.53244e-05,1.48648e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.76000e-01,3.00000e-01,1.76000e-01,2.00000e-03
-2.93724e-03,-7.55886e-05,-1.48328e-04,0.00000e+00,1.55901e+00,7.55886e-05,1.48328e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.76400e-01,3.00000e-01,1.76400e-01,2.00000e-03
-2.93088e-03,-7.58580e-05,-1.48018e-04,0.00000e+00,1.55801e+00,7.58580e-05,1.48018e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.76800e-01,3.00000e-01,1.76800e-01,2.00000e-03
-2.92445e-03,-7.61327e-05,-1.47716e-04,0.00000e+00,1.55701e+00,7.61327e-05,1.47716e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.77200e-01,3.00000e-01,1.77200e-01,2.00000e-03
-2.91815e-03,-7.63432e-05,-1.47387e-04,0.00000e+00,1.55601e+00,7.63432e-05,1.47387e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.77600e-01,3.00000e-01,1.77600e-01,2.00000e-03
-2.91187e-03,-7.65294e-05,-1.47050e-04,0.00000e+00,1.55501e+00,7.65294e-05,1.47050e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.78000e-01,3.00000e-01,1.78000e-01,2.00000e-03
-2.90553e-03,-7.67208e-05,-1.46723e-04,0.00000e+00,1.55401e+00,7.67208e-05,1.46723e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.78400e-01,3.00000e-01,1.78400e-01,2.00000e-03
-2.89919e-03,-7.68915e-05,-1.46389e-04,0.00000e+00,1.55302e+00,7.68915e-05,1.46389e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.78800e-01,3.00000e-01,1.78800e-01,2.00000e-03
-2.89293e-03,-7.70160e-05,-1.46033e-04,0.00000e+00,1.55202e+00,7.70160e-05,1.46033e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.79200e-01,3.00000e-01,1.79200e-01,2.00000e-03
-2.88660e-03,-7.71461e-05,-1.45686e-04,0.00000e+00,1.55102e+00,7.71461e-05,1.45686e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.79600e-01,3.00000e-01,1.79600e-01,2.00000e-03
-2.88021e-03,-7.72817e-05,-1.45349e-04,0.00000e+00,1.55002e+00,7.72817e-05,1.45349e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.80000e-01,3.00000e-01,1.80000e-01,2.00000e-03
-2.87398e-03,-7.73443e-05,-1.44972e-04,0.00000e+00,1.54902e+00,7.73443e-05,1.44972e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.80400e-01,3.00000e-01,1.80400e-01,2.00000e-03
-2.86768e-03,-7.74127e-05,-1.44605e-04,0.00000e+00,1.54802e+00,7.74127e-05,1.44605e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.80800e-01,3.00000e-01,1.80800e-01,2.00000e-03
-2.86131e-03,-7.74871e-05,-1.44247e-04,0.00000e+00,1.54702e+00,7.74870e-05,1.44247e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.81200e-01,3.00000e-01,1.81200e-01,2.00000e-03
-2.85504e-03,-7.75144e-05,-1.43866e-04,0.00000e+00,1.54602e+00,7.75145e-05,1.43866e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.81600e-01,3.00000e-01,1.81600e-01,2.00000e-03
-2.84877e-03,-7.75215e-05,-1.43478e-04,0.00000e+00,1.54502e+00,7.75215e-05,1.43478e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.82000e-01,3.00000e-01,1.82000e-01,2.00000e-03
-2.84244e-03,-7.75346e-05,-1.43099e-04,0.00000e+00,1.54402e+00,7.75346e-05,1.43099e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.82400e-01,3.00000e-01,1.82400e-01,2.00000e-03
-2.83612e-03,-7.75275e-05,-1.42713e-04,0.00000e+00,1.54302e+00,7.75275e-05,1.42713e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.82800e-01,3.00000e-01,1.82800e-01,2.00000e-03
-2.82989e-03,-7.74737e-05,-1.42302e-04,0.00000e+00,1.54202e+00,7.74737e-05,1.42302e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.83200e-01,3.00000e-01,1.83200e-01,2.00000e-03
-2.82359e-03,-7.74262e-05,-1.41901e-04,0.00000e+00,1.54102e+00,7.74262e-05,1.41901e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.83600e-01,3.00000e-01,1.83600e-01,2.00000e-03
-2.81722e-03,-7.73848e-05,-1.41510e-04,0.00000e+00,1.54002e+00,7.73848e-05,1.41510e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.84000e-01,3.00000e-01,1.84000e-01,2.00000e-03
-2.81103e-03,-7.72713e-05,-1.41077e-04,0.00000e+00,1.53902e+00,7.72713e-05,1.41077e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.84400e-01,3.00000e-01,1.84400e-01,2.00000e-03
-2.80477e-03,-7.71640e-05,-1.40653e-04,0.00000e+00,1.53802e+00,7.71640e-05,1.40653e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.84800e-01,3.00000e-01,1.84800e-01,2.00000e-03
-2.79851e-03,-7.70492e-05,-1.40233e-04,0.00000e+00,1.53702e+00,7.70492e-05,1.40233e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.85200e-01,3.00000e-01,1.85200e-01,2.00000e-03
-2.79238e-03,-7.68802e-05,-1.39783e-04,0.00000e+00,1.53602e+00,7.68802e-05,1.39783e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.85600e-01,3.00000e-01,1.85600e-01,2.00000e-03
