p,-U:0,-U:1,-U:2,T,U:0,U:1,U:2,alphaQGD,rho,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
-2.78627e-03,-7.66922e-05,-1.39326e-04,0.00000e+00,1.53502e+00,7.66922e-05,1.39326e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.86000e-01,3.00000e-01,1.86000e-01,2.00000e-03
-2.78008e-03,-7.65107e-05,-1.38877e-04,0.00000e+00,1.53402e+00,7.65107e-05,1.38877e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.86400e-01,3.00000e-01,1.86400e-01,2.00000e-03
-2.77389e-03,-7.63110e-05,-1.38421e-04,0.00000e+00,1.53302e+00,7.63110e-05,1.38421e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.86800e-01,3.00000e-01,1.86800e-01,2.00000e-03
-2.76779e-03,-7.60681e-05,-1.37941e-04,0.00000e+00,1.53203e+00,7.60681e-05,1.37941e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.87200e-01,3.00000e-01,1.87200e-01,2.00000e-03
-2.76162e-03,-7.58317e-05,-1.37469e-04,0.00000e+00,1.53103e+00,7.58317e-05,1.37469e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.87600e-01,3.00000e-01,1.87600e-01,2.00000e-03
-2.75536e-03,-7.56018e-05,-1.37005e-04,0.00000e+00,1.53003e+00,7.56018e-05,1.37005e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.88000e-01,3.00000e-01,1.88000e-01,2.00000e-03
-2.74926e-03,-7.53068e-05,-1.36501e-04,0.00000e+00,1.52903e+00,7.53068e-05,1.36501e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.88400e-01,3.00000e-01,1.88400e-01,2.00000e-03
-2.74309e-03,-7.50180e-05,-1.36006e-04,0.00000e+00,1.52803e+00,7.50180e-05,1.36006e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.88800e-01,3.00000e-01,1.88800e-01,2.00000e-03
-2.73683e-03,-7.47355e-05,-1.35519e-04,0.00000e+00,1.52703e+00,7.47355e-05,1.35519e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.89200e-01,3.00000e-01,1.89200e-01,2.00000e-03
-2.73064e-03,-7.44139e-05,-1.35008e-04,0.00000e+00,1.52603e+00,7.44139e-05,1.35008e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.89600e-01,3.00000e-01,1.89600e-01,2.00000e-03
-2.72445e-03,-7.40757e-05,-1.34489e-04,0.00000e+00,1.52503e+00,7.40757e-05,1.34488e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.90000e-01,3.00000e-01,1.90000e-01,2.00000e-03
-2.71817e-03,-7.37435e-05,-1.33977e-04,0.00000e+00,1.52403e+00,7.37435e-05,1.33977e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.90400e-01,3.00000e-01,1.90400e-01,2.00000e-03
-2.71189e-03,-7.33959e-05,-1.33459e-04,0.00000e+00,1.52303e+00,7.33959e-05,1.33459e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.90800e-01,3.00000e-01,1.90800e-01,2.00000e-03
-2.70566e-03,-7.30113e-05,-1.32917e-04,0.00000e+00,1.52203e+00,7.30113e-05,1.32917e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.91200e-01,3.00000e-01,1.91200e-01,2.00000e-03
-2.69935e-03,-7.26324e-05,-1.32382e-04,0.00000e+00,1.52103e+00,7.26324e-05,1.32382e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.91600e-01,3.00000e-01,1.91600e-01,2.00000e-03
-2.69297e-03,-7.22591e-05,-1.31855e-04,0.00000e+00,1.52003e+00,7.22591e-05,1.31855e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.92000e-01,3.00000e-01,1.92000e-01,2.00000e-03
-2.68668e-03,-7.18317e-05,-1.31290e-04,0.00000e+00,1.51903e+00,7.18317e-05,1.31290e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.92400e-01,3.00000e-01,1.92400e-01,2.00000e-03
-2.68037e-03,-7.13984e-05,-1.30726e-04,0.00000e+00,1.51803e+00,7.13984e-05,1.30726e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.92800e-01,3.00000e-01,1.92800e-01,2.00000e-03
-2.67401e-03,-7.09654e-05,-1.30166e-04,0.00000e+00,1.51703e+00,7.09654e-05,1.30166e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.93200e-01,3.00000e-01,1.93200e-01,2.00000e-03
-2.66766e-03,-7.05023e-05,-1.29585e-04,0.00000e+00,1.51603e+00,7.05023e-05,1.29585e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.93600e-01,3.00000e-01,1.93600e-01,2.00000e-03
-2.66128e-03,-7.00268e-05,-1.28996e-04,0.00000e+00,1.51503e+00,7.00268e-05,1.28996e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.94000e-01,3.00000e-01,1.94000e-01,2.00000e-03
-2.65483e-03,-6.95570e-05,-1.28414e-04,0.00000e+00,1.51403e+00,6.95570e-05,1.28414e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.94400e-01,3.00000e-01,1.94400e-01,2.00000e-03
-2.64833e-03,-6.90767e-05,-1.27826e-04,0.00000e+00,1.51303e+00,6.90767e-05,1.27826e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.94800e-01,3.00000e-01,1.94800e-01,2.00000e-03
-2.64183e-03,-6.85692e-05,-1.27217e-04,0.00000e+00,1.51203e+00,6.85692e-05,1.27217e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.95200e-01,3.00000e-01,1.95200e-01,2.00000e-03
-2.63526e-03,-6.80670e-05,-1.26614e-04,0.00000e+00,1.51103e+00,6.80670e-05,1.26614e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.95600e-01,3.00000e-01,1.95600e-01,2.00000e-03
-2.62862e-03,-6.75700e-05,-1.26017e-04,0.00000e+00,1.51003e+00,6.75700e-05,1.26017e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.96000e-01,3.00000e-01,1.96000e-01,2.00000e-03
-2.62198e-03,-6.70353e-05,-1.25390e-04,0.00000e+00,1.50903e+00,6.70353e-05,1.25390e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.96400e-01,3.00000e-01,1.96400e-01,2.00000e-03
-2.61527e-03,-6.65053e-05,-1.24767e-04,0.00000e+00,1.50803e+00,6.65053e-05,1.24767e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.96800e-01,3.00000e-01,1.96800e-01,2.00000e-03
-2.60850e-03,-6.59798e-05,-1.24149e-04,0.00000e+00,1.50703e+00,6.59798e-05,1.24149e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.97200e-01,3.00000e-01,1.97200e-01,2.00000e-03
-2.60168e-03,-6.54349e-05,-1.23515e-04,0.00000e+00,1.50603e+00,6.54349e-05,1.23515e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.97600e-01,3.00000e-01,1.97600e-01,2.00000e-03
-2.59482e-03,-6.48820e-05,-1.22873e-04,0.00000e+00,1.50503e+00,6.48820e-05,1.22873e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.98000e-01,3.00000e-01,1.98000e-01,2.00000e-03
-2.58789e-03,-6.43331e-05,-1.22236e-04,0.00000e+00,1.50403e+00,6.43331e-05,1.22236e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.98400e-01,3.00000e-01,1.98400e-01,2.00000e-03
-2.58091e-03,-6.37785e-05,-1.21593e-04,0.00000e+00,1.50303e+00,6.37785e-05,1.21593e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.98800e-01,3.00000e-01,1.98800e-01,2.00000e-03
-2.57387e-03,-6.32080e-05,-1.20933e-04,0.00000e+00,1.50203e+00,6.32080e-05,1.20933e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.99200e-01,3.00000e-01,1.99200e-01,2.00000e-03
-2.56677e-03,-6.26407e-05,-1.20277e-04,0.00000e+00,1.50103e+00,6.26407e-05,1.20277e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,1.99600e-01,3.00000e-01,1.99600e-01,2.00000e-03
-2.55963e-03,-6.20768e-05,-1.19624e-04,0.00000e+00,1.50003e+00,6.20768e-05,1.19624e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.00000e-01,3.00000e-01,2.00000e-01,2.00000e-03
-2.55239e-03,-6.14889e-05,-1.18941e-04,0.00000e+00,1.49903e+00,6.14889e-05,1.18941e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.00400e-01,3.00000e-01,2.00400e-01,2.00000e-03
-2.54511e-03,-6.09051e-05,-1.18262e-04,0.00000e+00,1.49803e+00,6.09051e-05,1.18262e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.00800e-01,3.00000e-01,2.00800e-01,2.00000e-03
-2.53777e-03,-6.03255e-05,-1.17585e-04,0.00000e+00,1.49703e+00,6.03255e-05,1.17585e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.01200e-01,3.00000e-01,2.01200e-01,2.00000e-03
-2.53033e-03,-5.97408e-05,-1.16897e-04,0.00000e+00,1.49602e+00,5.97408e-05,1.16897e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.01600e-01,3.00000e-01,2.01600e-01,2.00000e-03
-2.52282e-03,-5.91552e-05,-1.16203e-04,0.00000e+00,1.49502e+00,5.91552e-05,1.16203e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.02000e-01,3.00000e-01,2.02000e-01,2.00000e-03
-2.51526e-03,-5.85730e-05,-1.15511e-04,0.00000e+00,1.49402e+00,5.85730e-05,1.15511e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.02400e-01,3.00000e-01,2.02400e-01,2.00000e-03
-2.50762e-03,-5.79926e-05,-1.14814e-04,0.00000e+00,1.49302e+00,5.79926e-05,1.14814e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.02800e-01,3.00000e-01,2.02800e-01,2.00000e-03
-2.49986e-03,-5.74117e-05,-1.14106e-04,0.00000e+00,1.49202e+00,5.74117e-05,1.14106e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.03200e-01,3.00000e-01,2.03200e-01,2.00000e-03
-2.49207e-03,-5.68336e-05,-1.13399e-04,0.00000e+00,1.49102e+00,5.68336e-05,1.13399e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.03600e-01,3.00000e-01,2.03600e-01,2.00000e-03
-2.48425e-03,-5.62583e-05,-1.12692e-04,0.00000e+00,1.49002e+00,5.62583e-05,1.12692e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.04000e-01,3.00000e-01,2.04000e-01,2.00000e-03
-2.47624e-03,-5.56890e-05,-1.11971e-04,0.00000e+00,1.48902e+00,5.56890e-05,1.11971e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.04400e-01,3.00000e-01,2.04400e-01,2.00000e-03
-2.46821e-03,-5.51218e-05,-1.11250e-04,0.00000e+00,1.48802e+00,5.51218e-05,1.11250e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.04800e-01,3.00000e-01,2.04800e-01,2.00000e-03
-2.46015e-03,-5.45567e-05,-1.10527e-04,0.00000e+00,1.48702e+00,5.45567e-05,1.10527e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.05200e-01,3.00000e-01,2.05200e-01,2.00000e-03
-2.45195e-03,-5.40019e-05,-1.09797e-04,0.00000e+00,1.48602e+00,5.40019e-05,1.09797e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.05600e-01,3.00000e-01,2.05600e-01,2.00000e-03
-2.44366e-03,-5.34528e-05,-1.09062e-04,0.00000e+00,1.48502e+00,5.34528e-05,1.09062e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.06000e-01,3.00000e-01,2.06000e-01,2.00000e-03
-2.43537e-03,-5.29051e-05,-1.08324e-04,0.00000e+00,1.48402e+00,5.29051e-05,1.08324e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.06400e-01,3.00000e-01,2.06400e-01,2.00000e-03
-2.42698e-03,-5.23661e-05,-1.07582e-04,0.00000e+00,1.48302e+00,5.23661e-05,1.07582e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.06800e-01,3.00000e-01,2.06800e-01,2.00000e-03
-2.41845e-03,-5.18425e-05,-1.06833e-04,0.00000e+00,1.48202e+00,5.18425e-05,1.06833e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.07200e-01,3.00000e-01,2.07200e-01,2.00000e-03
-2.40988e-03,-5.13254e-05,-1.06079e-04,0.00000e+00,1.48102e+00,5.13254e-05,1.06079e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.07600e-01,3.00000e-01,2.07600e-01,2.00000e-03
-2.40129e-03,-5.08142e-05,-1.05322e-04,0.00000e+00,1.48002e+00,5.08142e-05,1.05322e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.08000e-01,3.00000e-01,2.08000e-01,2.00000e-03
-2.39243e-03,-5.03364e-05,-1.04558e-04,0.00000e+00,1.47901e+00,5.03364e-05,1.04558e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.08400e-01,3.00000e-01,2.08400e-01,2.00000e-03
-2.38358e-03,-4.98608e-05,-1.03791e-04,0.00000e+00,1.47801e+00,4.98608e-05,1.03791e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.08800e-01,3.00000e-01,2.08800e-01,2.00000e-03
-2.37474e-03,-4.93874e-05,-1.03019e-04,0.00000e+00,1.47701e+00,4.93874e-05,1.03019e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.09200e-01,3.00000e-01,2.09200e-01,2.00000e-03
-2.36570e-03,-4.89429e-05,-1.02244e-04,0.00000e+00,1.47601e+00,4.89429e-05,1.02244e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.09600e-01,3.00000e-01,2.09600e-01,2.00000e-03
-2.35659e-03,-4.85136e-05,-1.01463e-04,0.00000e+00,1.47501e+00,4.85136e-05,1.01463e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.10000e-01,3.00000e-01,2.10000e-01,2.00000e-03
-2.34749e-03,-4.80859e-05,-1.00677e-04,0.00000e+00,1.47401e+00,4.80859e-05,1.00677e-04,0.00000e+00,5.00000e-01,1.00000e+03,1,2.10400e-01,3.00000e-01,2.10400e-01,2.00000e-03
-2.33830e-03,-4.76764e-05,-9.98867e-05,0.00000e+00,1.47301e+00,4.76764e-05,9.98867e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.10800e-01,3.00000e-01,2.10800e-01,2.00000e-03
-2.32893e-03,-4.73013e-05,-9.90921e-05,0.00000e+00,1.47201e+00,4.73013e-05,9.90921e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.11200e-01,3.00000e-01,2.11200e-01,2.00000e-03
-2.31958e-03,-4.69273e-05,-9.82910e-05,0.00000e+00,1.47101e+00,4.69273e-05,9.82910e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.11600e-01,3.00000e-01,2.11600e-01,2.00000e-03
-2.31026e-03,-4.65545e-05,-9.74836e-05,0.00000e+00,1.47001e+00,4.65545e-05,9.74836e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.12000e-01,3.00000e-01,2.12000e-01,2.00000e-03
-2.30064e-03,-4.62416e-05,-9.66741e-05,0.00000e+00,1.46901e+00,4.62416e-05,9.66741e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.12400e-01,3.00000e-01,2.12400e-01,2.00000e-03
-2.29105e-03,-4.59295e-05,-9.58569e-05,0.00000e+00,1.46801e+00,4.59295e-05,9.58570e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.12800e-01,3.00000e-01,2.12800e-01,2.00000e-03
-2.28149e-03,-4.56181e-05,-9.50322e-05,0.00000e+00,1.46701e+00,4.56181e-05,9.50322e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.13200e-01,3.00000e-01,2.13200e-01,2.00000e-03
-2.27174e-03,-4.53527e-05,-9.42041e-05,0.00000e+00,1.46601e+00,4.53527e-05,9.42041e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.13600e-01,3.00000e-01,2.13600e-01,2.00000e-03
-2.26192e-03,-4.51103e-05,-9.33697e-05,0.00000e+00,1.46501e+00,4.51103e-05,9.33697e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.14000e-01,3.00000e-01,2.14000e-01,2.00000e-03
-2.25214e-03,-4.48684e-05,-9.25265e-05,0.00000e+00,1.46400e+00,4.48684e-05,9.25265e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.14400e-01,3.00000e-01,2.14400e-01,2.00000e-03
-2.24225e-03,-4.46654e-05,-9.16768e-05,0.00000e+00,1.46300e+00,4.46654e-05,9.16768e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.14800e-01,3.00000e-01,2.14800e-01,2.00000e-03
-2.23213e-03,-4.45275e-05,-9.08232e-05,0.00000e+00,1.46200e+00,4.45275e-05,9.08232e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.15200e-01,3.00000e-01,2.15200e-01,2.00000e-03
-2.22206e-03,-4.43916e-05,-8.99600e-05,0.00000e+00,1.46100e+00,4.43916e-05,8.99600e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.15600e-01,3.00000e-01,2.15600e-01,2.00000e-03
-2.21203e-03,-4.42576e-05,-8.90872e-05,0.00000e+00,1.46000e+00,4.42576e-05,8.90872e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.16000e-01,3.00000e-01,2.16000e-01,2.00000e-03
-2.20170e-03,-4.42096e-05,-8.82143e-05,0.00000e+00,1.45900e+00,4.42096e-05,8.82143e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.16400e-01,3.00000e-01,2.16400e-01,2.00000e-03
-2.19141e-03,-4.41633e-05,-8.73306e-05,0.00000e+00,1.45800e+00,4.41633e-05,8.73306e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.16800e-01,3.00000e-01,2.16800e-01,2.00000e-03
-2.18118e-03,-4.41186e-05,-8.64364e-05,0.00000e+00,1.45700e+00,4.41186e-05,8.64364e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.17200e-01,3.00000e-01,2.17200e-01,2.00000e-03
-2.17075e-03,-4.41364e-05,-8.55383e-05,0.00000e+00,1.45600e+00,4.41364e-05,8.55383e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.17600e-01,3.00000e-01,2.17600e-01,2.00000e-03
-2.16026e-03,-4.41861e-05,-8.46322e-05,0.00000e+00,1.45500e+00,4.41861e-05,8.46322e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.18000e-01,3.00000e-01,2.18000e-01,2.00000e-03
-2.14983e-03,-4.42374e-05,-8.37145e-05,0.00000e+00,1.45400e+00,4.42374e-05,8.37145e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.18400e-01,3.00000e-01,2.18400e-01,2.00000e-03
-2.13934e-03,-4.43227e-05,-8.27888e-05,0.00000e+00,1.45300e+00,4.43227e-05,8.27888e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.18800e-01,3.00000e-01,2.18800e-01,2.00000e-03
-2.12866e-03,-4.44745e-05,-8.18581e-05,0.00000e+00,1.45200e+00,4.44745e-05,8.18581e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.19200e-01,3.00000e-01,2.19200e-01,2.00000e-03
-2.11804e-03,-4.46278e-05,-8.09149e-05,0.00000e+00,1.45100e+00,4.46278e-05,8.09149e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.19600e-01,3.00000e-01,2.19600e-01,2.00000e-03
-2.10749e-03,-4.47827e-05,-7.99592e-05,0.00000e+00,1.44999e+00,4.47827e-05,7.99592e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.20000e-01,3.00000e-01,2.20000e-01,2.00000e-03
-2.09663e-03,-4.50416e-05,-7.90018e-05,0.00000e+00,1.44899e+00,4.50416e-05,7.90018e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.20400e-01,3.00000e-01,2.20400e-01,2.00000e-03
-2.08583e-03,-4.53022e-05,-7.80312e-05,0.00000e+00,1.44799e+00,4.53022e-05,7.80312e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.20800e-01,3.00000e-01,2.20800e-01,2.00000e-03
-2.07511e-03,-4.55645e-05,-7.70474e-05,0.00000e+00,1.44699e+00,4.55645e-05,7.70474e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.21200e-01,3.00000e-01,2.21200e-01,2.00000e-03
-2.06419e-03,-4.58995e-05,-7.60576e-05,0.00000e+00,1.44599e+00,4.58995e-05,7.60576e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.21600e-01,3.00000e-01,2.21600e-01,2.00000e-03
-2.05317e-03,-4.62970e-05,-7.50555e-05,0.00000e+00,1.44499e+00,4.62970e-05,7.50555e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.22000e-01,3.00000e-01,2.22000e-01,2.00000e-03
-2.04218e-03,-4.67104e-05,-7.40386e-05,0.00000e+00,1.44399e+00,4.67104e-05,7.40386e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.22400e-01,3.00000e-01,2.22400e-01,2.00000e-03
-2.03114e-03,-4.71629e-05,-7.30112e-05,0.00000e+00,1.44299e+00,4.71629e-05,7.30112e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.22800e-01,3.00000e-01,2.22800e-01,2.00000e-03
-2.01991e-03,-4.76908e-05,-7.19763e-05,0.00000e+00,1.44199e+00,4.76908e-05,7.19763e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.23200e-01,3.00000e-01,2.23200e-01,2.00000e-03
-2.00874e-03,-4.82215e-05,-7.09271e-05,0.00000e+00,1.44099e+00,4.82215e-05,7.09271e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.23600e-01,3.00000e-01,2.23600e-01,2.00000e-03
-1.99765e-03,-4.87549e-05,-6.98637e-05,0.00000e+00,1.43999e+00,4.87549e-05,6.98637e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.24000e-01,3.00000e-01,2.24000e-01,2.00000e-03
-1.98624e-03,-4.94014e-05,-6.87947e-05,0.00000e+00,1.43899e+00,4.94014e-05,6.87947e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.24400e-01,3.00000e-01,2.24400e-01,2.00000e-03
-1.97490e-03,-5.00508e-05,-6.77112e-05,0.00000e+00,1.43799e+00,5.00508e-05,6.77112e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.24800e-01,3.00000e-01,2.24800e-01,2.00000e-03
-1.96363e-03,-5.07031e-05,-6.66132e-05,0.00000e+00,1.43699e+00,5.07031e-05,6.66132e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.25200e-01,3.00000e-01,2.25200e-01,2.00000e-03
-1.95216e-03,-5.14317e-05,-6.55058e-05,0.00000e+00,1.43599e+00,5.14317e-05,6.55058e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.25600e-01,3.00000e-01,2.25600e-01,2.00000e-03
-1.94064e-03,-5.22000e-05,-6.43863e-05,0.00000e+00,1.43498e+00,5.22000e-05,6.43863e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.26000e-01,3.00000e-01,2.26000e-01,2.00000e-03
-1.92918e-03,-5.29715e-05,-6.32522e-05,0.00000e+00,1.43398e+00,5.29715e-05,6.32522e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.26400e-01,3.00000e-01,2.26400e-01,2.00000e-03
-1.91766e-03,-5.37822e-05,-6.21057e-05,0.00000e+00,1.43298e+00,5.37822e-05,6.21057e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.26800e-01,3.00000e-01,2.26800e-01,2.00000e-03
-1.90594e-03,-5.46685e-05,-6.09488e-05,0.00000e+00,1.43198e+00,5.46685e-05,6.09488e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.27200e-01,3.00000e-01,2.27200e-01,2.00000e-03
-1.89428e-03,-5.55583e-05,-5.97776e-05,0.00000e+00,1.43098e+00,5.55583e-05,5.97776e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.27600e-01,3.00000e-01,2.27600e-01,2.00000e-03
-1.88268e-03,-5.64517e-05,-5.85919e-05,0.00000e+00,1.42998e+00,5.64517e-05,5.85919e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.28000e-01,3.00000e-01,2.28000e-01,2.00000e-03
-1.87075e-03,-5.74536e-05,-5.73967e-05,0.00000e+00,1.42898e+00,5.74536e-05,5.73967e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.28400e-01,3.00000e-01,2.28400e-01,2.00000e-03
-1.85887e-03,-5.84617e-05,-5.61872e-05,0.00000e+00,1.42798e+00,5.84617e-05,5.61872e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.28800e-01,3.00000e-01,2.28800e-01,2.00000e-03
-1.84692e-03,-5.95116e-05,-5.49571e-05,0.00000e+00,1.42698e+00,5.95116e-05,5.49571e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.29200e-01,3.00000e-01,2.29200e-01,2.00000e-03
-1.83475e-03,-6.06313e-05,-5.37150e-05,0.00000e+00,1.42598e+00,6.06313e-05,5.37150e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.29600e-01,3.00000e-01,2.29600e-01,2.00000e-03
-1.82250e-03,-6.17876e-05,-5.24600e-05,0.00000e+00,1.42498e+00,6.17876e-05,5.24600e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.30000e-01,3.00000e-01,2.30000e-01,2.00000e-03
-1.81029e-03,-6.29474e-05,-5.11911e-05,0.00000e+00,1.42397e+00,6.29474e-05,5.11911e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.30400e-01,3.00000e-01,2.30400e-01,2.00000e-03
-1.79798e-03,-6.41417e-05,-4.99090e-05,0.00000e+00,1.42297e+00,6.41416e-05,4.99090e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.30800e-01,3.00000e-01,2.30800e-01,2.00000e-03
-1.78543e-03,-6.54014e-05,-4.86147e-05,0.00000e+00,1.42197e+00,6.54014e-05,4.86147e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.31200e-01,3.00000e-01,2.31200e-01,2.00000e-03
-1.77292e-03,-6.66649e-05,-4.73073e-05,0.00000e+00,1.42097e+00,6.66649e-05,4.73073e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.31600e-01,3.00000e-01,2.31600e-01,2.00000e-03
-1.76044e-03,-6.79320e-05,-4.59868e-05,0.00000e+00,1.41997e+00,6.79319e-05,4.59868e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.32000e-01,3.00000e-01,2.32000e-01,2.00000e-03
-1.74756e-03,-6.92875e-05,-4.46541e-05,0.00000e+00,1.41897e+00,6.92875e-05,4.46541e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.32400e-01,3.00000e-01,2.32400e-01,2.00000e-03
-1.73471e-03,-7.06469e-05,-4.33091e-05,0.00000e+00,1.41797e+00,7.06469e-05,4.33091e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.32800e-01,3.00000e-01,2.32800e-01,2.00000e-03
-1.72188e-03,-7.20101e-05,-4.19521e-05,0.00000e+00,1.41697e+00,7.20101e-05,4.19521e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.33200e-01,3.00000e-01,2.33200e-01,2.00000e-03
