Result,U:0,U:1,U:2,SA,p_rgh,rhok,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
1.27920e-04,-1.27920e-04,-1.83025e-05,-1.66895e-19,1.12846e+00,1.97719e-05,9.54862e-01,1,3.47600e-01,3.00000e-01,3.47600e-01,2.00000e-03
1.43020e-04,-1.43020e-04,-8.33668e-06,-2.08151e-19,1.12746e+00,2.00017e-05,9.54902e-01,1,3.48000e-01,3.00000e-01,3.48000e-01,2.00000e-03
1.57984e-04,-1.57984e-04,1.87702e-06,-2.45374e-19,1.12647e+00,2.02273e-05,9.54941e-01,1,3.48400e-01,3.00000e-01,3.48400e-01,2.00000e-03
1.72998e-04,-1.72998e-04,1.20792e-05,-2.74645e-19,1.12548e+00,2.04531e-05,9.54981e-01,1,3.48800e-01,3.00000e-01,3.48800e-01,2.00000e-03
1.88062e-04,-1.88062e-04,2.22691e-05,-2.95950e-19,1.12449e+00,2.06792e-05,9.55021e-01,1,3.49200e-01,3.00000e-01,3.49200e-01,2.00000e-03
2.03000e-04,-2.03000e-04,3.26050e-05,-2.35433e-19,1.12350e+00,2.09020e-05,9.55060e-01,1,3.49600e-01,3.00000e-01,3.49600e-01,2.00000e-03
2.17895e-04,-2.17895e-04,4.29990e-05,-1.25964e-19,1.12251e+00,2.11231e-05,9.55100e-01,1,3.50000e-01,3.00000e-01,3.50000e-01,2.00000e-03
2.32836e-04,-2.32836e-04,5.33716e-05,-3.62299e-21,1.12152e+00,2.13445e-05,9.55139e-01,1,3.50400e-01,3.00000e-01,3.50400e-01,2.00000e-03
2.47712e-04,-2.47712e-04,6.37949e-05,1.06581e-19,1.12053e+00,2.15640e-05,9.55179e-01,1,3.50800e-01,3.00000e-01,3.50800e-01,2.00000e-03
2.62369e-04,-2.62369e-04,7.43830e-05,1.83207e-19,1.11955e+00,2.17790e-05,9.55218e-01,1,3.51200e-01,3.00000e-01,3.51200e-01,2.00000e-03
2.77032e-04,-2.77032e-04,8.49581e-05,2.66039e-19,1.11856e+00,2.19937e-05,9.55257e-01,1,3.51600e-01,3.00000e-01,3.51600e-01,2.00000e-03
2.91720e-04,-2.91720e-04,9.54935e-05,3.50719e-19,1.11758e+00,2.22084e-05,9.55297e-01,1,3.52000e-01,3.00000e-01,3.52000e-01,2.00000e-03
3.06027e-04,-3.06027e-04,1.06177e-04,3.14745e-19,1.11660e+00,2.24158e-05,9.55336e-01,1,3.52400e-01,3.00000e-01,3.52400e-01,2.00000e-03
3.20353e-04,-3.20353e-04,1.16810e-04,2.76403e-19,1.11562e+00,2.26231e-05,9.55375e-01,1,3.52800e-01,3.00000e-01,3.52800e-01,2.00000e-03
3.34696e-04,-3.34696e-04,1.27393e-04,2.35691e-19,1.11464e+00,2.28302e-05,9.55414e-01,1,3.53200e-01,3.00000e-01,3.53200e-01,2.00000e-03
3.48749e-04,-3.48749e-04,1.38030e-04,2.04524e-19,1.11366e+00,2.30317e-05,9.55453e-01,1,3.53600e-01,3.00000e-01,3.53600e-01,2.00000e-03
3.62660e-04,-3.62660e-04,1.48663e-04,1.67732e-19,1.11269e+00,2.32303e-05,9.55493e-01,1,3.54000e-01,3.00000e-01,3.54000e-01,2.00000e-03
3.76582e-04,-3.76582e-04,1.59238e-04,1.17501e-19,1.11171e+00,2.34287e-05,9.55532e-01,1,3.54400e-01,3.00000e-01,3.54400e-01,2.00000e-03
3.90345e-04,-3.90345e-04,1.69794e-04,6.97512e-20,1.11074e+00,2.36239e-05,9.55571e-01,1,3.54800e-01,3.00000e-01,3.54800e-01,2.00000e-03
4.03774e-04,-4.03774e-04,1.80368e-04,3.82107e-20,1.10976e+00,2.38128e-05,9.55610e-01,1,3.55200e-01,3.00000e-01,3.55200e-01,2.00000e-03
4.17205e-04,-4.17205e-04,1.90877e-04,-1.01258e-20,1.10879e+00,2.40014e-05,9.55648e-01,1,3.55600e-01,3.00000e-01,3.55600e-01,2.00000e-03
4.30637e-04,-4.30637e-04,2.01321e-04,-7.52807e-20,1.10782e+00,2.41897e-05,9.55687e-01,1,3.56000e-01,3.00000e-01,3.56000e-01,2.00000e-03
4.43452e-04,-4.43452e-04,2.11768e-04,-1.54355e-19,1.10685e+00,2.43671e-05,9.55726e-01,1,3.56400e-01,3.00000e-01,3.56400e-01,2.00000e-03
4.56134e-04,-4.56134e-04,2.22121e-04,-2.25194e-19,1.10588e+00,2.45426e-05,9.55765e-01,1,3.56800e-01,3.00000e-01,3.56800e-01,2.00000e-03
4.68794e-04,-4.68794e-04,2.32389e-04,-2.98534e-19,1.10491e+00,2.47175e-05,9.55804e-01,1,3.57200e-01,3.00000e-01,3.57200e-01,2.00000e-03
4.81055e-04,-4.81055e-04,2.42593e-04,-3.22594e-19,1.10394e+00,2.48849e-05,9.55842e-01,1,3.57600e-01,3.00000e-01,3.57600e-01,2.00000e-03
4.93098e-04,-4.93098e-04,2.52719e-04,-3.15964e-19,1.10298e+00,2.50482e-05,9.55881e-01,1,3.58000e-01,3.00000e-01,3.58000e-01,2.00000e-03
5.05110e-04,-5.05110e-04,2.62756e-04,-3.03071e-19,1.10201e+00,2.52107e-05,9.55919e-01,1,3.58400e-01,3.00000e-01,3.58400e-01,2.00000e-03
5.16897e-04,-5.16897e-04,2.72696e-04,-2.72565e-19,1.10105e+00,2.53689e-05,9.55958e-01,1,3.58800e-01,3.00000e-01,3.58800e-01,2.00000e-03
5.28264e-04,-5.28264e-04,2.82529e-04,-2.13620e-19,1.10009e+00,2.55189e-05,9.55997e-01,1,3.59200e-01,3.00000e-01,3.59200e-01,2.00000e-03
5.39586e-04,-5.39586e-04,2.92272e-04,-1.49176e-19,1.09913e+00,2.56681e-05,9.56035e-01,1,3.59600e-01,3.00000e-01,3.59600e-01,2.00000e-03
5.50865e-04,-5.50865e-04,3.01924e-04,-7.92244e-20,1.09816e+00,2.58164e-05,9.56073e-01,1,3.60000e-01,3.00000e-01,3.60000e-01,2.00000e-03
5.61525e-04,-5.61525e-04,3.11399e-04,-7.48684e-20,1.09720e+00,2.59523e-05,9.56112e-01,1,3.60400e-01,3.00000e-01,3.60400e-01,2.00000e-03
5.72129e-04,-5.72129e-04,3.20784e-04,-6.54934e-20,1.09625e+00,2.60873e-05,9.56150e-01,1,3.60800e-01,3.00000e-01,3.60800e-01,2.00000e-03
5.82675e-04,-5.82675e-04,3.30078e-04,-5.10925e-20,1.09529e+00,2.62213e-05,9.56189e-01,1,3.61200e-01,3.00000e-01,3.61200e-01,2.00000e-03
5.92717e-04,-5.92717e-04,3.39146e-04,-7.91609e-20,1.09433e+00,2.63454e-05,9.56227e-01,1,3.61600e-01,3.00000e-01,3.61600e-01,2.00000e-03
6.02300e-04,-6.02300e-04,3.47965e-04,-1.23421e-19,1.09337e+00,2.64620e-05,9.56265e-01,1,3.62000e-01,3.00000e-01,3.62000e-01,2.00000e-03
6.11805e-04,-6.11805e-04,3.56678e-04,-1.74088e-19,1.09242e+00,2.65774e-05,9.56303e-01,1,3.62400e-01,3.00000e-01,3.62400e-01,2.00000e-03
6.21062e-04,-6.21062e-04,3.65213e-04,-2.51492e-19,1.09146e+00,2.66875e-05,9.56342e-01,1,3.62800e-01,3.00000e-01,3.62800e-01,2.00000e-03
6.29887e-04,-6.29887e-04,3.73501e-04,-3.69811e-19,1.09051e+00,2.67881e-05,9.56380e-01,1,3.63200e-01,3.00000e-01,3.63200e-01,2.00000e-03
6.38622e-04,-6.38622e-04,3.81685e-04,-4.85346e-19,1.08955e+00,2.68873e-05,9.56418e-01,1,3.63600e-01,3.00000e-01,3.63600e-01,2.00000e-03
6.47266e-04,-6.47266e-04,3.89764e-04,-5.98088e-19,1.08860e+00,2.69853e-05,9.56456e-01,1,3.64000e-01,3.00000e-01,3.64000e-01,2.00000e-03
6.55337e-04,-6.55337e-04,3.97458e-04,-6.60644e-19,1.08765e+00,2.70692e-05,9.56494e-01,1,3.64400e-01,3.00000e-01,3.64400e-01,2.00000e-03
6.63302e-04,-6.63302e-04,4.05052e-04,-7.10430e-19,1.08670e+00,2.71516e-05,9.56532e-01,1,3.64800e-01,3.00000e-01,3.64800e-01,2.00000e-03
6.71162e-04,-6.71162e-04,4.12546e-04,-7.47426e-19,1.08574e+00,2.72326e-05,9.56570e-01,1,3.65200e-01,3.00000e-01,3.65200e-01,2.00000e-03
6.78628e-04,-6.78628e-04,4.19704e-04,-7.66296e-19,1.08479e+00,2.73035e-05,9.56608e-01,1,3.65600e-01,3.00000e-01,3.65600e-01,2.00000e-03
6.85832e-04,-6.85832e-04,4.26651e-04,-7.79949e-19,1.08384e+00,2.73686e-05,9.56646e-01,1,3.66000e-01,3.00000e-01,3.66000e-01,2.00000e-03
6.92914e-04,-6.92914e-04,4.33503e-04,-7.93093e-19,1.08289e+00,2.74321e-05,9.56684e-01,1,3.66400e-01,3.00000e-01,3.66400e-01,2.00000e-03
6.99644e-04,-6.99644e-04,4.40037e-04,-7.58990e-19,1.08195e+00,2.74883e-05,9.56722e-01,1,3.66800e-01,3.00000e-01,3.66800e-01,2.00000e-03
7.05783e-04,-7.05783e-04,4.46021e-04,-6.32296e-19,1.08100e+00,2.75316e-05,9.56760e-01,1,3.67200e-01,3.00000e-01,3.67200e-01,2.00000e-03
7.11789e-04,-7.11789e-04,4.51900e-04,-5.07197e-19,1.08005e+00,2.75732e-05,9.56798e-01,1,3.67600e-01,3.00000e-01,3.67600e-01,2.00000e-03
7.17663e-04,-7.17663e-04,4.57676e-04,-3.83676e-19,1.07910e+00,2.76131e-05,9.56836e-01,1,3.68000e-01,3.00000e-01,3.68000e-01,2.00000e-03
7.23083e-04,-7.23083e-04,4.62855e-04,-3.13708e-19,1.07815e+00,2.76381e-05,9.56874e-01,1,3.68400e-01,3.00000e-01,3.68400e-01,2.00000e-03
7.28354e-04,-7.28354e-04,4.67939e-04,-2.60007e-19,1.07721e+00,2.76613e-05,9.56912e-01,1,3.68800e-01,3.00000e-01,3.68800e-01,2.00000e-03
7.33477e-04,-7.33477e-04,4.72929e-04,-2.22597e-19,1.07626e+00,2.76827e-05,9.56950e-01,1,3.69200e-01,3.00000e-01,3.69200e-01,2.00000e-03
7.38274e-04,-7.38274e-04,4.77445e-04,-2.13289e-19,1.07531e+00,2.76935e-05,9.56988e-01,1,3.69600e-01,3.00000e-01,3.69600e-01,2.00000e-03
7.42821e-04,-7.42820e-04,4.81686e-04,-2.25822e-19,1.07436e+00,2.76980e-05,9.57025e-01,1,3.70000e-01,3.00000e-01,3.70000e-01,2.00000e-03
7.47203e-04,-7.47203e-04,4.85842e-04,-2.54244e-19,1.07342e+00,2.77006e-05,9.57063e-01,1,3.70400e-01,3.00000e-01,3.70400e-01,2.00000e-03
7.51350e-04,-7.51350e-04,4.89704e-04,-2.70002e-19,1.07247e+00,2.76970e-05,9.57101e-01,1,3.70800e-01,3.00000e-01,3.70800e-01,2.00000e-03
7.55178e-04,-7.55178e-04,4.93065e-04,-2.31762e-19,1.07153e+00,2.76827e-05,9.57139e-01,1,3.71200e-01,3.00000e-01,3.71200e-01,2.00000e-03
7.58827e-04,-7.58827e-04,4.96355e-04,-1.90250e-19,1.07058e+00,2.76664e-05,9.57177e-01,1,3.71600e-01,3.00000e-01,3.71600e-01,2.00000e-03
7.62134e-04,-7.62134e-04,4.99382e-04,-1.53216e-19,1.06963e+00,2.76459e-05,9.57215e-01,1,3.72000e-01,3.00000e-01,3.72000e-01,2.00000e-03
7.64951e-04,-7.64951e-04,5.01466e-04,-1.10711e-19,1.06869e+00,2.76087e-05,9.57253e-01,1,3.72400e-01,3.00000e-01,3.72400e-01,2.00000e-03
7.67587e-04,-7.67587e-04,5.03475e-04,-7.48258e-20,1.06774e+00,2.75694e-05,9.57290e-01,1,3.72800e-01,3.00000e-01,3.72800e-01,2.00000e-03
7.70041e-04,-7.70041e-04,5.05409e-04,-4.55660e-20,1.06679e+00,2.75280e-05,9.57328e-01,1,3.73200e-01,3.00000e-01,3.73200e-01,2.00000e-03
7.72206e-04,-7.72206e-04,5.06765e-04,2.77414e-20,1.06585e+00,2.74763e-05,9.57366e-01,1,3.73600e-01,3.00000e-01,3.73600e-01,2.00000e-03
7.74127e-04,-7.74127e-04,5.07805e-04,1.20810e-19,1.06490e+00,2.74183e-05,9.57404e-01,1,3.74000e-01,3.00000e-01,3.74000e-01,2.00000e-03
7.75854e-04,-7.75854e-04,5.08784e-04,2.08503e-19,1.06395e+00,2.73582e-05,9.57442e-01,1,3.74400e-01,3.00000e-01,3.74400e-01,2.00000e-03
7.77336e-04,-7.77336e-04,5.09427e-04,2.79825e-19,1.06301e+00,2.72918e-05,9.57480e-01,1,3.74800e-01,3.00000e-01,3.74800e-01,2.00000e-03
7.78516e-04,-7.78516e-04,5.09470e-04,3.21699e-19,1.06206e+00,2.72149e-05,9.57518e-01,1,3.75200e-01,3.00000e-01,3.75200e-01,2.00000e-03
7.79492e-04,-7.79492e-04,5.09466e-04,3.55021e-19,1.06111e+00,2.71357e-05,9.57555e-01,1,3.75600e-01,3.00000e-01,3.75600e-01,2.00000e-03
7.80264e-04,-7.80264e-04,5.09415e-04,3.79770e-19,1.06017e+00,2.70544e-05,9.57593e-01,1,3.76000e-01,3.00000e-01,3.76000e-01,2.00000e-03
7.80683e-04,-7.80683e-04,5.08473e-04,2.85294e-19,1.05922e+00,2.69591e-05,9.57631e-01,1,3.76400e-01,3.00000e-01,3.76400e-01,2.00000e-03
7.80889e-04,-7.80889e-04,5.07499e-04,1.88703e-19,1.05827e+00,2.68616e-05,9.57669e-01,1,3.76800e-01,3.00000e-01,3.76800e-01,2.00000e-03
7.81046e-04,-7.81046e-04,5.06365e-04,1.05003e-19,1.05731e+00,2.67517e-05,9.57707e-01,1,3.77200e-01,3.00000e-01,3.77200e-01,2.00000e-03
7.81007e-04,-7.81007e-04,5.04583e-04,-1.71178e-20,1.05636e+00,2.66320e-05,9.57746e-01,1,3.77600e-01,3.00000e-01,3.77600e-01,2.00000e-03
7.80810e-04,-7.80810e-04,5.02478e-04,-1.65155e-19,1.05540e+00,2.65072e-05,9.57784e-01,1,3.78000e-01,3.00000e-01,3.78000e-01,2.00000e-03
7.80505e-04,-7.80505e-04,5.00360e-04,-3.17909e-19,1.05444e+00,2.63812e-05,9.57822e-01,1,3.78400e-01,3.00000e-01,3.78400e-01,2.00000e-03
7.80049e-04,-7.80049e-04,4.97920e-04,-4.66897e-19,1.05349e+00,2.62505e-05,9.57861e-01,1,3.78800e-01,3.00000e-01,3.78800e-01,2.00000e-03
7.79398e-04,-7.79398e-04,4.94848e-04,-6.05541e-19,1.05253e+00,2.61113e-05,9.57899e-01,1,3.79200e-01,3.00000e-01,3.79200e-01,2.00000e-03
7.78635e-04,-7.78635e-04,4.91772e-04,-7.51748e-19,1.05157e+00,2.59710e-05,9.57937e-01,1,3.79600e-01,3.00000e-01,3.79600e-01,2.00000e-03
7.77761e-04,-7.77761e-04,4.88690e-04,-9.05519e-19,1.05061e+00,2.58295e-05,9.57975e-01,1,3.80000e-01,3.00000e-01,3.80000e-01,2.00000e-03
7.76660e-04,-7.76660e-04,4.84581e-04,-8.39551e-19,1.04966e+00,2.56751e-05,9.58014e-01,1,3.80400e-01,3.00000e-01,3.80400e-01,2.00000e-03
7.75446e-04,-7.75446e-04,4.80473e-04,-7.67324e-19,1.04870e+00,2.55196e-05,9.58052e-01,1,3.80800e-01,3.00000e-01,3.80800e-01,2.00000e-03
7.74118e-04,-7.74118e-04,4.76365e-04,-6.88829e-19,1.04774e+00,2.53630e-05,9.58090e-01,1,3.81200e-01,3.00000e-01,3.81200e-01,2.00000e-03
7.72658e-04,-7.72658e-04,4.71610e-04,-5.41355e-19,1.04678e+00,2.51982e-05,9.58129e-01,1,3.81600e-01,3.00000e-01,3.81600e-01,2.00000e-03
7.45658e-04,-7.45658e-04,4.58766e-04,5.71586e-19,1.04600e+00,2.50498e-05,9.58160e-01,1,3.82000e-01,3.00000e-01,3.82000e-01,2.00000e-03
7.42536e-04,-7.42536e-04,4.53373e-04,7.07622e-19,1.04504e+00,2.48630e-05,9.58199e-01,1,3.82400e-01,3.00000e-01,3.82400e-01,2.00000e-03
7.39339e-04,-7.39339e-04,4.47645e-04,8.30120e-19,1.04408e+00,2.46710e-05,9.58237e-01,1,3.82800e-01,3.00000e-01,3.82800e-01,2.00000e-03
7.36089e-04,-7.36089e-04,4.41248e-04,9.53384e-19,1.04312e+00,2.44697e-05,9.58275e-01,1,3.83200e-01,3.00000e-01,3.83200e-01,2.00000e-03
7.32741e-04,-7.32741e-04,4.34864e-04,1.06456e-18,1.04215e+00,2.42674e-05,9.58314e-01,1,3.83600e-01,3.00000e-01,3.83600e-01,2.00000e-03
7.29294e-04,-7.29294e-04,4.28491e-04,1.16366e-18,1.04119e+00,2.40641e-05,9.58352e-01,1,3.84000e-01,3.00000e-01,3.84000e-01,2.00000e-03
7.26064e-04,-7.26064e-04,4.21252e-04,1.07848e-18,1.04023e+00,2.38492e-05,9.58391e-01,1,3.84400e-01,3.00000e-01,3.84400e-01,2.00000e-03
7.22735e-04,-7.22735e-04,4.14032e-04,9.93778e-19,1.03927e+00,2.36333e-05,9.58429e-01,1,3.84800e-01,3.00000e-01,3.84800e-01,2.00000e-03
7.19307e-04,-7.19307e-04,4.06832e-04,9.09564e-19,1.03831e+00,2.34165e-05,9.58467e-01,1,3.85200e-01,3.00000e-01,3.85200e-01,2.00000e-03
7.16176e-04,-7.16176e-04,3.98931e-04,8.13332e-19,1.03735e+00,2.31886e-05,9.58506e-01,1,3.85600e-01,3.00000e-01,3.85600e-01,2.00000e-03
7.13145e-04,-7.13145e-04,3.90692e-04,7.06642e-19,1.03640e+00,2.29549e-05,9.58544e-01,1,3.86000e-01,3.00000e-01,3.86000e-01,2.00000e-03
7.10017e-04,-7.10017e-04,3.82477e-04,5.94796e-19,1.03544e+00,2.27202e-05,9.58583e-01,1,3.86400e-01,3.00000e-01,3.86400e-01,2.00000e-03
7.06949e-04,-7.06949e-04,3.73945e-04,4.98997e-19,1.03448e+00,2.24794e-05,9.58621e-01,1,3.86800e-01,3.00000e-01,3.86800e-01,2.00000e-03
7.03040e-04,-7.03040e-04,3.64433e-04,4.36368e-19,1.03353e+00,2.22225e-05,9.58659e-01,1,3.87200e-01,3.00000e-01,3.87200e-01,2.00000e-03
6.98950e-04,-6.98950e-04,3.54982e-04,3.85140e-19,1.03258e+00,2.19638e-05,9.58697e-01,1,3.87600e-01,3.00000e-01,3.87600e-01,2.00000e-03
6.94676e-04,-6.94676e-04,3.45591e-04,3.45330e-19,1.03163e+00,2.17033e-05,9.58735e-01,1,3.88000e-01,3.00000e-01,3.88000e-01,2.00000e-03
6.91985e-04,-6.91985e-04,3.35143e-04,3.08970e-19,1.03068e+00,2.14206e-05,9.58773e-01,1,3.88400e-01,3.00000e-01,3.88400e-01,2.00000e-03
6.89120e-04,-6.89120e-04,3.24760e-04,2.82376e-19,1.02974e+00,2.11362e-05,9.58811e-01,1,3.88800e-01,3.00000e-01,3.88800e-01,2.00000e-03
6.86079e-04,-6.86079e-04,3.14442e-04,2.65560e-19,1.02879e+00,2.08502e-05,9.58848e-01,1,3.89200e-01,3.00000e-01,3.89200e-01,2.00000e-03
6.84783e-04,-6.84783e-04,3.03785e-04,3.00900e-19,1.02785e+00,2.05517e-05,9.58886e-01,1,3.89600e-01,3.00000e-01,3.89600e-01,2.00000e-03
6.84280e-04,-6.84280e-04,2.92995e-04,3.56720e-19,1.02691e+00,2.02463e-05,9.58924e-01,1,3.90000e-01,3.00000e-01,3.90000e-01,2.00000e-03
6.83610e-04,-6.83610e-04,2.82274e-04,4.09731e-19,1.02596e+00,1.99395e-05,9.58961e-01,1,3.90400e-01,3.00000e-01,3.90400e-01,2.00000e-03
6.84097e-04,-6.84097e-04,2.71224e-04,4.41557e-19,1.02503e+00,1.96210e-05,9.58999e-01,1,3.90800e-01,3.00000e-01,3.90800e-01,2.00000e-03
6.87066e-04,-6.87066e-04,2.59447e-04,4.42995e-19,1.02409e+00,1.92806e-05,9.59036e-01,1,3.91200e-01,3.00000e-01,3.91200e-01,2.00000e-03
6.89875e-04,-6.89875e-04,2.47734e-04,4.55409e-19,1.02316e+00,1.89390e-05,9.59074e-01,1,3.91600e-01,3.00000e-01,3.91600e-01,2.00000e-03
6.92598e-04,-6.92598e-04,2.35864e-04,4.75480e-19,1.02222e+00,1.85946e-05,9.59111e-01,1,3.92000e-01,3.00000e-01,3.92000e-01,2.00000e-03
6.99962e-04,-6.99962e-04,2.23691e-04,4.05248e-19,1.02130e+00,1.82255e-05,9.59148e-01,1,3.92400e-01,3.00000e-01,3.92400e-01,2.00000e-03
7.07163e-04,-7.07163e-04,2.11597e-04,3.52156e-19,1.02037e+00,1.78557e-05,9.59185e-01,1,3.92800e-01,3.00000e-01,3.92800e-01,2.00000e-03
7.14202e-04,-7.14202e-04,1.99585e-04,3.16234e-19,1.01944e+00,1.74850e-05,9.59222e-01,1,3.93200e-01,3.00000e-01,3.93200e-01,2.00000e-03
7.22896e-04,-7.22896e-04,1.86675e-04,3.17684e-19,1.01852e+00,1.70835e-05,9.59259e-01,1,3.93600e-01,3.00000e-01,3.93600e-01,2.00000e-03
7.32335e-04,-7.32335e-04,1.73351e-04,3.29527e-19,1.01759e+00,1.66665e-05,9.59296e-01,1,3.94000e-01,3.00000e-01,3.94000e-01,2.00000e-03
7.41610e-04,-7.41610e-04,1.60099e-04,3.38293e-19,1.01667e+00,1.62490e-05,9.59333e-01,1,3.94400e-01,3.00000e-01,3.94400e-01,2.00000e-03
7.48629e-04,-7.48629e-04,1.46892e-04,3.43424e-19,1.01574e+00,1.58228e-05,9.59371e-01,1,3.94800e-01,3.00000e-01,3.94800e-01,2.00000e-03
7.51332e-04,-7.51332e-04,1.33701e-04,3.46686e-19,1.01480e+00,1.53798e-05,9.59408e-01,1,3.95200e-01,3.00000e-01,3.95200e-01,2.00000e-03
7.53917e-04,-7.53917e-04,1.20585e-04,3.50339e-19,1.01386e+00,1.49370e-05,9.59446e-01,1,3.95600e-01,3.00000e-01,3.95600e-01,2.00000e-03
7.56386e-04,-7.56386e-04,1.07541e-04,3.54386e-19,1.01292e+00,1.44943e-05,9.59483e-01,1,3.96000e-01,3.00000e-01,3.96000e-01,2.00000e-03
7.32125e-04,-7.32125e-04,9.31357e-05,3.62581e-19,1.01194e+00,1.40093e-05,9.59522e-01,1,3.96400e-01,3.00000e-01,3.96400e-01,2.00000e-03
7.08159e-04,-7.08159e-04,7.87410e-05,3.33545e-19,1.01095e+00,1.35238e-05,9.59562e-01,1,3.96800e-01,3.00000e-01,3.96800e-01,2.00000e-03
6.84354e-04,-6.84354e-04,6.44429e-05,3.08466e-19,1.00996e+00,1.30388e-05,9.59602e-01,1,3.97200e-01,3.00000e-01,3.97200e-01,2.00000e-03
6.24444e-04,-6.24444e-04,5.19687e-05,2.74072e-19,1.00888e+00,1.25764e-05,9.59645e-01,1,3.97600e-01,3.00000e-01,3.97600e-01,2.00000e-03
5.47111e-04,-5.47111e-04,4.04645e-05,2.37407e-19,1.00775e+00,1.21259e-05,9.59690e-01,1,3.98000e-01,3.00000e-01,3.98000e-01,2.00000e-03
4.70599e-04,-4.70599e-04,2.90731e-05,2.06660e-19,1.00661e+00,1.16764e-05,9.59735e-01,1,3.98400e-01,3.00000e-01,3.98400e-01,2.00000e-03
4.01311e-04,-4.01311e-04,2.08179e-05,1.75043e-19,1.00565e+00,1.12885e-05,9.59774e-01,1,3.98800e-01,3.00000e-01,3.98800e-01,2.00000e-03
3.45535e-04,-3.45535e-04,1.86918e-05,1.33872e-19,1.00503e+00,1.10224e-05,9.59799e-01,1,3.99200e-01,3.00000e-01,3.99200e-01,2.00000e-03
2.90397e-04,-2.90397e-04,1.66330e-05,9.57973e-20,1.00441e+00,1.07572e-05,9.59824e-01,1,3.99600e-01,3.00000e-01,3.99600e-01,2.00000e-03
2.35902e-04,-2.35902e-04,1.46418e-05,6.08263e-20,1.00379e+00,1.04929e-05,9.59848e-01,1,4.00000e-01,3.00000e-01,4.00000e-01,2.00000e-03
