Result,U:0,U:1,U:2,SA,p_rgh,rhok,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
-2.91687e-05,2.91687e-05,9.83489e-07,-3.41579e-20,1.99728e+00,-2.47769e-05,9.20109e-01,1,0.00000e+00,3.00000e-01,0.00000e+00,2.00000e-03
-2.63372e-06,2.63372e-06,4.58041e-06,-8.60915e-20,1.99672e+00,-2.46495e-05,9.20131e-01,1,4.00000e-04,3.00000e-01,4.00000e-04,2.00000e-03
2.43628e-05,-2.43628e-05,8.17352e-06,-1.40286e-19,1.99616e+00,-2.45228e-05,9.20154e-01,1,8.00000e-04,3.00000e-01,8.00000e-04,2.00000e-03
5.18214e-05,-5.18214e-05,1.17628e-05,-1.96743e-19,1.99560e+00,-2.43969e-05,9.20176e-01,1,1.20000e-03,3.00000e-01,1.20000e-03,2.00000e-03
1.04670e-04,-1.04670e-04,1.69917e-05,-2.21078e-19,1.99470e+00,-2.42003e-05,9.20212e-01,1,1.60000e-03,3.00000e-01,1.60000e-03,2.00000e-03
1.70189e-04,-1.70189e-04,2.30172e-05,-2.28681e-19,1.99362e+00,-2.39685e-05,9.20255e-01,1,2.00000e-03,3.00000e-01,2.00000e-03,2.00000e-03
2.35864e-04,-2.35864e-04,2.90133e-05,-2.36384e-19,1.99255e+00,-2.37373e-05,9.20298e-01,1,2.40000e-03,3.00000e-01,2.40000e-03,2.00000e-03
2.93881e-04,-2.93881e-04,3.49044e-05,-2.20838e-19,1.99149e+00,-2.35036e-05,9.20340e-01,1,2.80000e-03,3.00000e-01,2.80000e-03,2.00000e-03
3.36285e-04,-3.36285e-04,4.06028e-05,-1.56150e-19,1.99048e+00,-2.32643e-05,9.20381e-01,1,3.20000e-03,3.00000e-01,3.20000e-03,2.00000e-03
3.78631e-04,-3.78631e-04,4.62534e-05,-8.77426e-20,1.98948e+00,-2.30253e-05,9.20421e-01,1,3.60000e-03,3.00000e-01,3.60000e-03,2.00000e-03
4.20918e-04,-4.20918e-04,5.18563e-05,-1.56111e-20,1.98847e+00,-2.27865e-05,9.20461e-01,1,4.00000e-03,3.00000e-01,4.00000e-03,2.00000e-03
4.35386e-04,-4.35386e-04,5.70284e-05,-8.55870e-21,1.98748e+00,-2.25589e-05,9.20501e-01,1,4.40000e-03,3.00000e-01,4.40000e-03,2.00000e-03
4.49781e-04,-4.49781e-04,6.21583e-05,2.51631e-22,1.98650e+00,-2.23316e-05,9.20540e-01,1,4.80000e-03,3.00000e-01,4.80000e-03,2.00000e-03
4.64101e-04,-4.64101e-04,6.72459e-05,1.08217e-20,1.98551e+00,-2.21046e-05,9.20579e-01,1,5.20000e-03,3.00000e-01,5.20000e-03,2.00000e-03
4.68427e-04,-4.68427e-04,7.19943e-05,-1.57270e-22,1.98453e+00,-2.18852e-05,9.20619e-01,1,5.60000e-03,3.00000e-01,5.60000e-03,2.00000e-03
4.67760e-04,-4.67760e-04,7.65498e-05,-2.04161e-20,1.98354e+00,-2.16700e-05,9.20658e-01,1,6.00000e-03,3.00000e-01,6.00000e-03,2.00000e-03
4.67049e-04,-4.67049e-04,8.10593e-05,-3.89564e-20,1.98256e+00,-2.14549e-05,9.20698e-01,1,6.40000e-03,3.00000e-01,6.40000e-03,2.00000e-03
4.64605e-04,-4.64605e-04,8.55253e-05,-4.57979e-20,1.98158e+00,-2.12446e-05,9.20737e-01,1,6.80000e-03,3.00000e-01,6.80000e-03,2.00000e-03
4.58752e-04,-4.58752e-04,8.99536e-05,-2.93918e-20,1.98059e+00,-2.10439e-05,9.20776e-01,1,7.20000e-03,3.00000e-01,7.20000e-03,2.00000e-03
4.52884e-04,-4.52884e-04,9.43407e-05,-8.90699e-21,1.97960e+00,-2.08434e-05,9.20816e-01,1,7.60000e-03,3.00000e-01,7.60000e-03,2.00000e-03
4.47001e-04,-4.47001e-04,9.86866e-05,1.56607e-20,1.97861e+00,-2.06429e-05,9.20856e-01,1,8.00000e-03,3.00000e-01,8.00000e-03,2.00000e-03
4.40449e-04,-4.40449e-04,1.02916e-04,2.61114e-20,1.97761e+00,-2.04512e-05,9.20895e-01,1,8.40000e-03,3.00000e-01,8.40000e-03,2.00000e-03
4.33890e-04,-4.33890e-04,1.07104e-04,3.55751e-20,1.97662e+00,-2.02596e-05,9.20935e-01,1,8.80000e-03,3.00000e-01,8.80000e-03,2.00000e-03
4.27326e-04,-4.27326e-04,1.11250e-04,4.40508e-20,1.97562e+00,-2.00681e-05,9.20975e-01,1,9.20000e-03,3.00000e-01,9.20000e-03,2.00000e-03
4.21008e-04,-4.21008e-04,1.15438e-04,4.78543e-20,1.97462e+00,-1.98804e-05,9.21015e-01,1,9.60000e-03,3.00000e-01,9.60000e-03,2.00000e-03
4.14814e-04,-4.14814e-04,1.19628e-04,4.79386e-20,1.97362e+00,-1.96947e-05,9.21055e-01,1,1.00000e-02,3.00000e-01,1.00000e-02,2.00000e-03
4.08618e-04,-4.08618e-04,1.23779e-04,4.59657e-20,1.97262e+00,-1.95090e-05,9.21095e-01,1,1.04000e-02,3.00000e-01,1.04000e-02,2.00000e-03
4.02537e-04,-4.02537e-04,1.27885e-04,4.32117e-20,1.97161e+00,-1.93238e-05,9.21136e-01,1,1.08000e-02,3.00000e-01,1.08000e-02,2.00000e-03
3.96686e-04,-3.96686e-04,1.31937e-04,4.31024e-20,1.97060e+00,-1.91394e-05,9.21176e-01,1,1.12000e-02,3.00000e-01,1.12000e-02,2.00000e-03
3.90831e-04,-3.90831e-04,1.35951e-04,4.41574e-20,1.96959e+00,-1.89550e-05,9.21216e-01,1,1.16000e-02,3.00000e-01,1.16000e-02,2.00000e-03
3.84973e-04,-3.84973e-04,1.39926e-04,4.63780e-20,1.96858e+00,-1.87705e-05,9.21257e-01,1,1.20000e-02,3.00000e-01,1.20000e-02,2.00000e-03
3.79153e-04,-3.79153e-04,1.43960e-04,4.19197e-20,1.96757e+00,-1.85853e-05,9.21297e-01,1,1.24000e-02,3.00000e-01,1.24000e-02,2.00000e-03
3.73330e-04,-3.73330e-04,1.47958e-04,3.63450e-20,1.96656e+00,-1.84001e-05,9.21338e-01,1,1.28000e-02,3.00000e-01,1.28000e-02,2.00000e-03
3.67503e-04,-3.67503e-04,1.51919e-04,2.96527e-20,1.96554e+00,-1.82147e-05,9.21378e-01,1,1.32000e-02,3.00000e-01,1.32000e-02,2.00000e-03
3.61624e-04,-3.61624e-04,1.55839e-04,3.33726e-20,1.96453e+00,-1.80270e-05,9.21419e-01,1,1.36000e-02,3.00000e-01,1.36000e-02,2.00000e-03
3.55717e-04,-3.55717e-04,1.59722e-04,4.14584e-20,1.96351e+00,-1.78380e-05,9.21460e-01,1,1.40000e-02,3.00000e-01,1.40000e-02,2.00000e-03
3.49805e-04,-3.49805e-04,1.63569e-04,4.80875e-20,1.96249e+00,-1.76489e-05,9.21500e-01,1,1.44000e-02,3.00000e-01,1.44000e-02,2.00000e-03
3.43844e-04,-3.43844e-04,1.67407e-04,5.97135e-20,1.96148e+00,-1.74583e-05,9.21541e-01,1,1.48000e-02,3.00000e-01,1.48000e-02,2.00000e-03
3.37790e-04,-3.37790e-04,1.71263e-04,8.47120e-20,1.96046e+00,-1.72649e-05,9.21582e-01,1,1.52000e-02,3.00000e-01,1.52000e-02,2.00000e-03
3.31732e-04,-3.31732e-04,1.75086e-04,1.11135e-19,1.95944e+00,-1.70714e-05,9.21622e-01,1,1.56000e-02,3.00000e-01,1.56000e-02,2.00000e-03
3.25611e-04,-3.25611e-04,1.78868e-04,1.35537e-19,1.95842e+00,-1.68765e-05,9.21663e-01,1,1.60000e-02,3.00000e-01,1.60000e-02,2.00000e-03
3.19308e-04,-3.19308e-04,1.82615e-04,1.64431e-19,1.95740e+00,-1.66754e-05,9.21704e-01,1,1.64000e-02,3.00000e-01,1.64000e-02,2.00000e-03
3.13004e-04,-3.13004e-04,1.86330e-04,1.92849e-19,1.95638e+00,-1.64741e-05,9.21745e-01,1,1.68000e-02,3.00000e-01,1.68000e-02,2.00000e-03
3.06698e-04,-3.06698e-04,1.90013e-04,2.20789e-19,1.95537e+00,-1.62726e-05,9.21785e-01,1,1.72000e-02,3.00000e-01,1.72000e-02,2.00000e-03
3.00305e-04,-3.00305e-04,1.93703e-04,2.24329e-19,1.95435e+00,-1.60679e-05,9.21826e-01,1,1.76000e-02,3.00000e-01,1.76000e-02,2.00000e-03
2.93868e-04,-2.93868e-04,1.97381e-04,2.16205e-19,1.95333e+00,-1.58615e-05,9.21867e-01,1,1.80000e-02,3.00000e-01,1.80000e-02,2.00000e-03
2.87429e-04,-2.87429e-04,2.01029e-04,2.08533e-19,1.95231e+00,-1.56549e-05,9.21907e-01,1,1.84000e-02,3.00000e-01,1.84000e-02,2.00000e-03
2.80944e-04,-2.80944e-04,2.04649e-04,1.87734e-19,1.95130e+00,-1.54466e-05,9.21948e-01,1,1.88000e-02,3.00000e-01,1.88000e-02,2.00000e-03
2.74369e-04,-2.74369e-04,2.08242e-04,1.41508e-19,1.95028e+00,-1.52349e-05,9.21989e-01,1,1.92000e-02,3.00000e-01,1.92000e-02,2.00000e-03
2.67790e-04,-2.67790e-04,2.11807e-04,9.76631e-20,1.94926e+00,-1.50231e-05,9.22029e-01,1,1.96000e-02,3.00000e-01,1.96000e-02,2.00000e-03
2.61208e-04,-2.61208e-04,2.15345e-04,5.62009e-20,1.94825e+00,-1.48110e-05,9.22070e-01,1,2.00000e-02,3.00000e-01,2.00000e-02,2.00000e-03
2.54490e-04,-2.54490e-04,2.18884e-04,4.88460e-20,1.94723e+00,-1.45950e-05,9.22111e-01,1,2.04000e-02,3.00000e-01,2.04000e-02,2.00000e-03
2.47768e-04,-2.47768e-04,2.22399e-04,4.30032e-20,1.94622e+00,-1.43788e-05,9.22151e-01,1,2.08000e-02,3.00000e-01,2.08000e-02,2.00000e-03
2.41039e-04,-2.41039e-04,2.25888e-04,3.86737e-20,1.94520e+00,-1.41623e-05,9.22192e-01,1,2.12000e-02,3.00000e-01,2.12000e-02,2.00000e-03
2.34216e-04,-2.34216e-04,2.29343e-04,4.10712e-20,1.94419e+00,-1.39435e-05,9.22233e-01,1,2.16000e-02,3.00000e-01,2.16000e-02,2.00000e-03
2.27340e-04,-2.27340e-04,2.32772e-04,4.62913e-20,1.94318e+00,-1.37234e-05,9.22273e-01,1,2.20000e-02,3.00000e-01,2.20000e-02,2.00000e-03
2.20456e-04,-2.20456e-04,2.36177e-04,5.14683e-20,1.94216e+00,-1.35030e-05,9.22314e-01,1,2.24000e-02,3.00000e-01,2.24000e-02,2.00000e-03
2.13524e-04,-2.13524e-04,2.39559e-04,5.48172e-20,1.94115e+00,-1.32817e-05,9.22354e-01,1,2.28000e-02,3.00000e-01,2.28000e-02,2.00000e-03
2.06499e-04,-2.06499e-04,2.42918e-04,5.42438e-20,1.94014e+00,-1.30588e-05,9.22394e-01,1,2.32000e-02,3.00000e-01,2.32000e-02,2.00000e-03
1.99465e-04,-1.99465e-04,2.46257e-04,5.31623e-20,1.93913e+00,-1.28355e-05,9.22435e-01,1,2.36000e-02,3.00000e-01,2.36000e-02,2.00000e-03
1.92422e-04,-1.92422e-04,2.49575e-04,5.15722e-20,1.93812e+00,-1.26119e-05,9.22475e-01,1,2.40000e-02,3.00000e-01,2.40000e-02,2.00000e-03
1.85251e-04,-1.85251e-04,2.52840e-04,2.79044e-20,1.93711e+00,-1.23867e-05,9.22516e-01,1,2.44000e-02,3.00000e-01,2.44000e-02,2.00000e-03
1.78069e-04,-1.78069e-04,2.56088e-04,3.46137e-21,1.93610e+00,-1.21612e-05,9.22556e-01,1,2.48000e-02,3.00000e-01,2.48000e-02,2.00000e-03
1.70875e-04,-1.70875e-04,2.59318e-04,-2.17575e-20,1.93509e+00,-1.19353e-05,9.22596e-01,1,2.52000e-02,3.00000e-01,2.52000e-02,2.00000e-03
1.63607e-04,-1.63607e-04,2.62509e-04,-4.22988e-20,1.93408e+00,-1.17090e-05,9.22637e-01,1,2.56000e-02,3.00000e-01,2.56000e-02,2.00000e-03
1.56294e-04,-1.56294e-04,2.65673e-04,-6.10378e-20,1.93308e+00,-1.14821e-05,9.22677e-01,1,2.60000e-02,3.00000e-01,2.60000e-02,2.00000e-03
1.48926e-04,-1.48926e-04,2.68805e-04,-7.72168e-20,1.93207e+00,-1.12540e-05,9.22717e-01,1,2.64000e-02,3.00000e-01,2.64000e-02,2.00000e-03
1.41512e-04,-1.41512e-04,2.71897e-04,-8.45331e-20,1.93107e+00,-1.10254e-05,9.22757e-01,1,2.68000e-02,3.00000e-01,2.68000e-02,2.00000e-03
1.34040e-04,-1.34040e-04,2.74936e-04,-7.77393e-20,1.93006e+00,-1.07969e-05,9.22798e-01,1,2.72000e-02,3.00000e-01,2.72000e-02,2.00000e-03
1.26557e-04,-1.26557e-04,2.77962e-04,-7.22487e-20,1.92906e+00,-1.05680e-05,9.22838e-01,1,2.76000e-02,3.00000e-01,2.76000e-02,2.00000e-03
1.19064e-04,-1.19064e-04,2.80975e-04,-6.80625e-20,1.92805e+00,-1.03388e-05,9.22878e-01,1,2.80000e-02,3.00000e-01,2.80000e-02,2.00000e-03
1.11518e-04,-1.11518e-04,2.83913e-04,-8.12438e-20,1.92705e+00,-1.01106e-05,9.22918e-01,1,2.84000e-02,3.00000e-01,2.84000e-02,2.00000e-03
1.03960e-04,-1.03960e-04,2.86841e-04,-9.39641e-20,1.92605e+00,-9.88205e-06,9.22958e-01,1,2.88000e-02,3.00000e-01,2.88000e-02,2.00000e-03
9.63901e-05,-9.63901e-05,2.89759e-04,-1.06223e-19,1.92504e+00,-9.65310e-06,9.22998e-01,1,2.92000e-02,3.00000e-01,2.92000e-02,2.00000e-03
8.87984e-05,-8.87984e-05,2.92612e-04,-1.13657e-19,1.92404e+00,-9.42515e-06,9.23038e-01,1,2.96000e-02,3.00000e-01,2.96000e-02,2.00000e-03
8.11881e-05,-8.11881e-05,2.95430e-04,-1.19719e-19,1.92304e+00,-9.19747e-06,9.23078e-01,1,3.00000e-02,3.00000e-01,3.00000e-02,2.00000e-03
7.35634e-05,-7.35634e-05,2.98240e-04,-1.26846e-19,1.92204e+00,-8.96937e-06,9.23118e-01,1,3.04000e-02,3.00000e-01,3.04000e-02,2.00000e-03
6.59314e-05,-6.59314e-05,3.01013e-04,-1.29828e-19,1.92104e+00,-8.74176e-06,9.23158e-01,1,3.08000e-02,3.00000e-01,3.08000e-02,2.00000e-03
5.82981e-05,-5.82981e-05,3.03722e-04,-1.24406e-19,1.92004e+00,-8.51557e-06,9.23198e-01,1,3.12000e-02,3.00000e-01,3.12000e-02,2.00000e-03
5.06484e-05,-5.06484e-05,3.06426e-04,-1.21481e-19,1.91904e+00,-8.28891e-06,9.23238e-01,1,3.16000e-02,3.00000e-01,3.16000e-02,2.00000e-03
4.29825e-05,-4.29825e-05,3.09125e-04,-1.21057e-19,1.91804e+00,-8.06177e-06,9.23278e-01,1,3.20000e-02,3.00000e-01,3.20000e-02,2.00000e-03
3.53497e-05,-3.53497e-05,3.11715e-04,-1.17829e-19,1.91704e+00,-7.83754e-06,9.23318e-01,1,3.24000e-02,3.00000e-01,3.24000e-02,2.00000e-03
2.76986e-05,-2.76986e-05,3.14304e-04,-1.15252e-19,1.91605e+00,-7.61280e-06,9.23358e-01,1,3.28000e-02,3.00000e-01,3.28000e-02,2.00000e-03
2.00292e-05,-2.00292e-05,3.16891e-04,-1.13327e-19,1.91505e+00,-7.38755e-06,9.23398e-01,1,3.32000e-02,3.00000e-01,3.32000e-02,2.00000e-03
1.23957e-05,-1.23957e-05,3.19401e-04,-1.11398e-19,1.91405e+00,-7.16443e-06,9.23438e-01,1,3.36000e-02,3.00000e-01,3.36000e-02,2.00000e-03
4.76947e-06,-4.76947e-06,3.21873e-04,-1.09216e-19,1.91305e+00,-6.94208e-06,9.23478e-01,1,3.40000e-02,3.00000e-01,3.40000e-02,2.00000e-03
-2.87692e-06,2.87692e-06,3.24347e-04,-1.06992e-19,1.91206e+00,-6.71919e-06,9.23518e-01,1,3.44000e-02,3.00000e-01,3.44000e-02,2.00000e-03
-1.05080e-05,1.05080e-05,3.26779e-04,-1.02557e-19,1.91106e+00,-6.49723e-06,9.23558e-01,1,3.48000e-02,3.00000e-01,3.48000e-02,2.00000e-03
-1.80897e-05,1.80897e-05,3.29128e-04,-9.37008e-20,1.91007e+00,-6.27768e-06,9.23597e-01,1,3.52000e-02,3.00000e-01,3.52000e-02,2.00000e-03
-2.56934e-05,2.56934e-05,3.31482e-04,-8.47405e-20,1.90907e+00,-6.05754e-06,9.23637e-01,1,3.56000e-02,3.00000e-01,3.56000e-02,2.00000e-03
-3.33192e-05,3.33192e-05,3.33840e-04,-7.56760e-20,1.90807e+00,-5.83682e-06,9.23677e-01,1,3.60000e-02,3.00000e-01,3.60000e-02,2.00000e-03
-4.08301e-05,4.08301e-05,3.36050e-04,-6.43942e-20,1.90708e+00,-5.62037e-06,9.23717e-01,1,3.64000e-02,3.00000e-01,3.64000e-02,2.00000e-03
-4.83549e-05,4.83549e-05,3.38250e-04,-5.14279e-20,1.90609e+00,-5.40332e-06,9.23757e-01,1,3.68000e-02,3.00000e-01,3.68000e-02,2.00000e-03
-5.58982e-05,5.58982e-05,3.40457e-04,-3.85788e-20,1.90509e+00,-5.18573e-06,9.23796e-01,1,3.72000e-02,3.00000e-01,3.72000e-02,2.00000e-03
-6.33594e-05,6.33594e-05,3.42569e-04,-2.45400e-20,1.90410e+00,-4.97118e-06,9.23836e-01,1,3.76000e-02,3.00000e-01,3.76000e-02,2.00000e-03
-7.07904e-05,7.07904e-05,3.44638e-04,-9.81667e-21,1.90311e+00,-4.75786e-06,9.23876e-01,1,3.80000e-02,3.00000e-01,3.80000e-02,2.00000e-03
-7.82418e-05,7.82418e-05,3.46716e-04,4.96772e-21,1.90212e+00,-4.54398e-06,9.23915e-01,1,3.84000e-02,3.00000e-01,3.84000e-02,2.00000e-03
-8.56565e-05,8.56565e-05,3.48749e-04,1.77929e-20,1.90112e+00,-4.33146e-06,9.23955e-01,1,3.88000e-02,3.00000e-01,3.88000e-02,2.00000e-03
-9.29784e-05,9.29784e-05,3.50684e-04,2.72478e-20,1.90013e+00,-4.12219e-06,9.23995e-01,1,3.92000e-02,3.00000e-01,3.92000e-02,2.00000e-03
-1.00323e-04,1.00323e-04,3.52630e-04,3.76771e-20,1.89914e+00,-3.91234e-06,9.24034e-01,1,3.96000e-02,3.00000e-01,3.96000e-02,2.00000e-03
-1.07689e-04,1.07689e-04,3.54588e-04,4.90818e-20,1.89815e+00,-3.70189e-06,9.24074e-01,1,4.00000e-02,3.00000e-01,4.00000e-02,2.00000e-03
-1.14890e-04,1.14890e-04,3.56385e-04,6.10903e-20,1.89716e+00,-3.49696e-06,9.24114e-01,1,4.04000e-02,3.00000e-01,4.04000e-02,2.00000e-03
-1.22115e-04,1.22115e-04,3.58195e-04,7.40163e-20,1.89617e+00,-3.29141e-06,9.24153e-01,1,4.08000e-02,3.00000e-01,4.08000e-02,2.00000e-03
-1.29363e-04,1.29363e-04,3.60021e-04,8.78608e-20,1.89518e+00,-3.08524e-06,9.24193e-01,1,4.12000e-02,3.00000e-01,4.12000e-02,2.00000e-03
-1.36499e-04,1.36499e-04,3.61738e-04,1.10556e-19,1.89419e+00,-2.88275e-06,9.24232e-01,1,4.16000e-02,3.00000e-01,4.16000e-02,2.00000e-03
-1.43591e-04,1.43591e-04,3.63410e-04,1.36862e-19,1.89320e+00,-2.68178e-06,9.24272e-01,1,4.20000e-02,3.00000e-01,4.20000e-02,2.00000e-03
-1.50708e-04,1.50708e-04,3.65099e-04,1.62560e-19,1.89221e+00,-2.48015e-06,9.24312e-01,1,4.24000e-02,3.00000e-01,4.24000e-02,2.00000e-03
-1.57777e-04,1.57777e-04,3.66741e-04,1.87385e-19,1.89122e+00,-2.28013e-06,9.24351e-01,1,4.28000e-02,3.00000e-01,4.28000e-02,2.00000e-03
-1.64724e-04,1.64724e-04,3.68271e-04,2.10056e-19,1.89023e+00,-2.08399e-06,9.24391e-01,1,4.32000e-02,3.00000e-01,4.32000e-02,2.00000e-03
-1.71697e-04,1.71697e-04,3.69822e-04,2.30590e-19,1.88924e+00,-1.88716e-06,9.24430e-01,1,4.36000e-02,3.00000e-01,4.36000e-02,2.00000e-03
-1.78698e-04,1.78698e-04,3.71392e-04,2.48987e-19,1.88825e+00,-1.68965e-06,9.24470e-01,1,4.40000e-02,3.00000e-01,4.40000e-02,2.00000e-03
-1.85486e-04,1.85486e-04,3.72777e-04,2.39666e-19,1.88727e+00,-1.49857e-06,9.24509e-01,1,4.44000e-02,3.00000e-01,4.44000e-02,2.00000e-03
-1.92301e-04,1.92301e-04,3.74185e-04,2.28371e-19,1.88628e+00,-1.30678e-06,9.24549e-01,1,4.48000e-02,3.00000e-01,4.48000e-02,2.00000e-03
-1.99146e-04,1.99146e-04,3.75616e-04,2.15100e-19,1.88529e+00,-1.11429e-06,9.24588e-01,1,4.52000e-02,3.00000e-01,4.52000e-02,2.00000e-03
-2.05846e-04,2.05846e-04,3.76926e-04,1.88564e-19,1.88431e+00,-9.26040e-07,9.24628e-01,1,4.56000e-02,3.00000e-01,4.56000e-02,2.00000e-03
-2.12490e-04,2.12490e-04,3.78189e-04,1.55817e-19,1.88332e+00,-7.39534e-07,9.24667e-01,1,4.60000e-02,3.00000e-01,4.60000e-02,2.00000e-03
-2.19120e-04,2.19120e-04,3.79455e-04,1.21490e-19,1.88233e+00,-5.52832e-07,9.24707e-01,1,4.64000e-02,3.00000e-01,4.64000e-02,2.00000e-03
-2.25657e-04,2.25657e-04,3.80656e-04,8.78830e-20,1.88135e+00,-3.68360e-07,9.24746e-01,1,4.68000e-02,3.00000e-01,4.68000e-02,2.00000e-03
-2.32034e-04,2.32034e-04,3.81733e-04,5.85542e-20,1.88036e+00,-1.88352e-07,9.24786e-01,1,4.72000e-02,3.00000e-01,4.72000e-02,2.00000e-03
-2.38439e-04,2.38439e-04,3.82837e-04,3.04986e-20,1.87937e+00,-7.66085e-09,9.24825e-01,1,4.76000e-02,3.00000e-01,4.76000e-02,2.00000e-03
-2.44871e-04,2.44871e-04,3.83967e-04,3.71731e-21,1.87839e+00,1.73716e-07,9.24864e-01,1,4.80000e-02,3.00000e-01,4.80000e-02,2.00000e-03
-2.51031e-04,2.51031e-04,3.84892e-04,-8.10860e-21,1.87740e+00,3.47818e-07,9.24904e-01,1,4.84000e-02,3.00000e-01,4.84000e-02,2.00000e-03
-2.57220e-04,2.57220e-04,3.85846e-04,-1.73606e-20,1.87642e+00,5.22626e-07,9.24943e-01,1,4.88000e-02,3.00000e-01,4.88000e-02,2.00000e-03
-2.63438e-04,2.63438e-04,3.86828e-04,-2.40361e-20,1.87544e+00,6.98144e-07,9.24983e-01,1,4.92000e-02,3.00000e-01,4.92000e-02,2.00000e-03
-2.69470e-04,2.69470e-04,3.87680e-04,-2.72921e-20,1.87445e+00,8.68896e-07,9.25022e-01,1,4.96000e-02,3.00000e-01,4.96000e-02,2.00000e-03
-2.75424e-04,2.75424e-04,3.88483e-04,-2.83424e-20,1.87347e+00,1.03764e-06,9.25061e-01,1,5.00000e-02,3.00000e-01,5.00000e-02,2.00000e-03
-2.81408e-04,2.81408e-04,3.89316e-04,-2.77643e-20,1.87248e+00,1.20710e-06,9.25101e-01,1,5.04000e-02,3.00000e-01,5.04000e-02,2.00000e-03
-2.87308e-04,2.87308e-04,3.90098e-04,-1.60440e-20,1.87150e+00,1.37449e-06,9.25140e-01,1,5.08000e-02,3.00000e-01,5.08000e-02,2.00000e-03
-2.93009e-04,2.93009e-04,3.90748e-04,1.66719e-20,1.87052e+00,1.53698e-06,9.25179e-01,1,5.12000e-02,3.00000e-01,5.12000e-02,2.00000e-03
-2.98740e-04,2.98740e-04,3.91431e-04,5.15296e-20,1.86953e+00,1.70022e-06,9.25219e-01,1,5.16000e-02,3.00000e-01,5.16000e-02,2.00000e-03
-3.04501e-04,3.04502e-04,3.92146e-04,8.85316e-20,1.86855e+00,1.86421e-06,9.25258e-01,1,5.20000e-02,3.00000e-01,5.20000e-02,2.00000e-03
-3.09928e-04,3.09928e-04,3.92644e-04,1.41670e-19,1.86757e+00,2.02030e-06,9.25297e-01,1,5.24000e-02,3.00000e-01,5.24000e-02,2.00000e-03
-3.15385e-04,3.15385e-04,3.93175e-04,1.99680e-19,1.86658e+00,2.17715e-06,9.25337e-01,1,5.28000e-02,3.00000e-01,5.28000e-02,2.00000e-03
-3.20874e-04,3.20874e-04,3.93741e-04,2.62567e-19,1.86560e+00,2.33476e-06,9.25376e-01,1,5.32000e-02,3.00000e-01,5.32000e-02,2.00000e-03
-3.26135e-04,3.26135e-04,3.94171e-04,2.87563e-19,1.86462e+00,2.48724e-06,9.25415e-01,1,5.36000e-02,3.00000e-01,5.36000e-02,2.00000e-03
-3.31297e-04,3.31297e-04,3.94552e-04,2.94489e-19,1.86364e+00,2.63755e-06,9.25455e-01,1,5.40000e-02,3.00000e-01,5.40000e-02,2.00000e-03
-3.36492e-04,3.36492e-04,3.94968e-04,3.04421e-19,1.86265e+00,2.78863e-06,9.25494e-01,1,5.44000e-02,3.00000e-01,5.44000e-02,2.00000e-03
-3.41581e-04,3.41581e-04,3.95333e-04,3.04709e-19,1.86167e+00,2.93748e-06,9.25533e-01,1,5.48000e-02,3.00000e-01,5.48000e-02,2.00000e-03
-3.46427e-04,3.46427e-04,3.95563e-04,2.78996e-19,1.86069e+00,3.08111e-06,9.25572e-01,1,5.52000e-02,3.00000e-01,5.52000e-02,2.00000e-03
-3.51306e-04,3.51306e-04,3.95829e-04,2.50738e-19,1.85971e+00,3.22551e-06,9.25612e-01,1,5.56000e-02,3.00000e-01,5.56000e-02,2.00000e-03
-3.56199e-04,3.56199e-04,3.96125e-04,2.19216e-19,1.85873e+00,3.37044e-06,9.25651e-01,1,5.60000e-02,3.00000e-01,5.60000e-02,2.00000e-03
-3.60601e-04,3.60601e-04,3.96165e-04,2.02046e-19,1.85775e+00,3.50567e-06,9.25690e-01,1,5.64000e-02,3.00000e-01,5.64000e-02,2.00000e-03
-3.65034e-04,3.65034e-04,3.96242e-04,1.82341e-19,1.85677e+00,3.64166e-06,9.25729e-01,1,5.68000e-02,3.00000e-01,5.68000e-02,2.00000e-03
-3.69497e-04,3.69497e-04,3.96356e-04,1.60097e-19,1.85579e+00,3.77840e-06,9.25769e-01,1,5.72000e-02,3.00000e-01,5.72000e-02,2.00000e-03
-3.73690e-04,3.73690e-04,3.96334e-04,1.57332e-19,1.85480e+00,3.90970e-06,9.25808e-01,1,5.76000e-02,3.00000e-01,5.76000e-02,2.00000e-03
-3.77763e-04,3.77763e-04,3.96263e-04,1.63855e-19,1.85382e+00,4.03867e-06,9.25847e-01,1,5.80000e-02,3.00000e-01,5.80000e-02,2.00000e-03
-3.81867e-04,3.81867e-04,3.96230e-04,1.68821e-19,1.85284e+00,4.16840e-06,9.25886e-01,1,5.84000e-02,3.00000e-01,5.84000e-02,2.00000e-03
-3.85846e-04,3.85846e-04,3.96148e-04,1.80729e-19,1.85186e+00,4.29576e-06,9.25925e-01,1,5.88000e-02,3.00000e-01,5.88000e-02,2.00000e-03
-3.89543e-04,3.89543e-04,3.95930e-04,2.06926e-19,1.85088e+00,4.41764e-06,9.25965e-01,1,5.92000e-02,3.00000e-01,5.92000e-02,2.00000e-03
-3.93271e-04,3.93271e-04,3.95751e-04,2.29840e-19,1.84990e+00,4.54029e-06,9.26004e-01,1,5.96000e-02,3.00000e-01,5.96000e-02,2.00000e-03
-3.97030e-04,3.97030e-04,3.95612e-04,2.49465e-19,1.84892e+00,4.66371e-06,9.26043e-01,1,6.00000e-02,3.00000e-01,6.00000e-02,2.00000e-03
