x,y,z,U_0,U_1,U_2,U_0m
0.3,0,0.002,0.000109632892,1.98E-06,0,-0.000109632892
0.3,0.000667779633,0.002,0.000196766144,3.17E-06,-1.89E-22,-0.000196766144
0.3,0.00133555927,0.002,0.000236864861,9.26E-06,5.05E-22,-0.000236864861
0.3,0.0020033389,0.002,0.000194572122,1.90E-05,1.01E-21,-0.000194572122
0.3,0.00267111853,0.002,0.000120877651,2.94E-05,2.06E-22,-0.000120877651
0.3,0.00333889816,0.002,4.59E-05,4.07E-05,-8.16E-22,-4.59194076E-05
0.3,0.0040066778,0.002,-1.56E-05,5.18E-05,5.24E-22,1.55849858E-05
0.3,0.00467445743,0.002,-5.91E-05,6.29E-05,2.51E-21,5.90695465E-05
0.3,0.00534223706,0.002,-8.56E-05,7.35E-05,3.96E-22,8.56027981E-05
0.3,0.00601001669,0.002,-9.89E-05,8.39E-05,-1.30E-21,9.8861357E-05
0.3,0.00667779633,0.002,-0.000102936674,9.40E-05,-1.10E-21,0.000102936674
0.3,0.00734557596,0.002,-0.000101503504,0.000103932901,1.31E-21,0.000101503504
0.3,0.00801335559,0.002,-9.73E-05,0.000113685989,4.50E-22,9.72507486E-05
0.3,0.00868113523,0.002,-9.19E-05,0.000123348651,-2.61E-21,9.1927405E-05
0.3,0.00934891486,0.002,-8.65E-05,0.000132921351,-3.07E-22,8.65409014E-05
0.3,0.0100166945,0.002,-8.16E-05,0.00014243192,2.02E-22,8.15551641E-05
0.3,0.0106844741,0.002,-7.71E-05,0.000151865094,3.79E-21,7.70849397E-05
0.3,0.0113522538,0.002,-7.30E-05,0.000161219786,1.40E-21,7.30432263E-05
0.3,0.0120200334,0.002,-6.93E-05,0.000170497636,-7.44E-22,6.93404891E-05
0.3,0.012687813,0.002,-6.58E-05,0.000179695741,-2.09E-21,6.58357872E-05
0.3,0.0133555927,0.002,-6.24E-05,0.000188806823,-3.04E-21,6.2410416E-05
0.3,0.0140233723,0.002,-5.90E-05,0.000197827314,-6.40E-21,5.89769358E-05
0.3,0.0146911519,0.002,-5.55E-05,0.000206752664,-1.59E-20,5.54780643E-05
0.3,0.0153589316,0.002,-5.19E-05,0.000215580204,-8.13E-21,5.18800022E-05
