x,y,z,U_0,U_1,U_2,U_0m
0.3,0,0.002,0.000122940999,2.27393304E-06,0,-0.000122940999
0.3,0.000890868597,0.002,0.000208846191,5.24862997E-06,2.67251024E-21,-0.000208846191
0.3,0.00178173719,0.002,0.000194560618,1.55085336E-05,6.69256112E-21,-0.000194560618
0.3,0.00267260579,0.002,0.000101522297,2.97599393E-05,7.68400216E-21,-0.000101522297
0.3,0.00356347439,0.002,6.54856914E-06,4.40807596E-05,1.31882979E-20,-6.54856914E-06
0.3,0.00445434298,0.002,-6.1224504E-05,5.88058495E-05,8.50557084E-21,6.1224504E-05
0.3,0.00534521158,0.002,-9.86799998E-05,7.26130995E-05,-9.96576179E-22,9.86799998E-05
0.3,0.00623608018,0.002,-0.000113361554,8.61687162E-05,-1.68171113E-20,0.000113361554
0.3,0.00712694878,0.002,-0.000114587283,9.91212553E-05,-1.62306637E-20,0.000114587283
0.3,0.00801781737,0.002,-0.000109520607,0.000111931379,-1.69380733E-20,0.000109520607
0.3,0.00890868597,0.002,-0.000102413258,0.000124428661,-5.42358322E-20,0.000102413258
0.3,0.00979955457,0.002,-9.54117042E-05,0.00013685315,-5.5486651E-20,9.54117042E-05
0.3,0.0106904232,0.002,-8.91880305E-05,0.000149102642,-4.14920629E-20,8.91880305E-05
0.3,0.0115812918,0.002,-8.36937551E-05,0.000161255133,-4.93733355E-20,8.36937551E-05
0.3,0.0124721604,0.002,-7.8648684E-05,0.000173242672,-4.2674631E-20,7.8648684E-05
0.3,0.013363029,0.002,-7.37643184E-05,0.000185095206,-1.08987424E-20,7.37643184E-05
0.3,0.0142538976,0.002,-6.88398301E-05,0.000196774346,6.35684922E-21,6.88398301E-05
0.3,0.0151447661,0.002,-6.37562009E-05,0.000208294193,1.1961202E-20,6.37562009E-05
0.3,0.0160356347,0.002,-5.84220678E-05,0.000219605735,-1.09471219E-20,5.84220678E-05
0.3,0.0169265033,0.002,-5.28144376E-05,0.000230715488,-2.23097673E-21,5.28144376E-05
0.3,0.0178173719,0.002,-4.69816093E-05,0.000241634043,7.0146205E-21,4.69816093E-05
0.3,0.0187082405,0.002,-4.09321545E-05,0.000252363442,7.84473807E-21,4.09321545E-05
0.3,0.0195991091,0.002,-3.46741157E-05,0.000262895834,-1.2153746E-20,3.46741157E-05
0.3,0.0204899777,0.002,-2.82149416E-05,0.000273228263,-4.70581819E-20,2.82149416E-05
0.3,0.0213808463,0.002,-2.15628732E-05,0.000283353591,-1.68851884E-20,2.15628732E-05
0.3,0.0222717149,0.002,-1.47266548E-05,0.000293266858,2.29089504E-20,1.47266548E-05
0.3,0.0231625835,0.002,-7.71096164E-06,0.000302955828,2.7696155E-21,7.71096164E-06
0.3,0.0240534521,0.002,-4.79994575E-07,0.000312374231,4.02679296E-20,4.79994575E-07
0.3,0.0249443207,0.002,6.90082263E-06,0.000321532327,5.37766627E-20,-6.90082263E-06
0.3,0.0258351893,0.002,1.4409479E-05,0.000330448443,9.69381505E-20,-1.4409479E-05
0.3,0.0267260579,0.002,2.20310208E-05,0.000339116795,1.10587719E-19,-2.20310208E-05
0.3,0.0276169265,0.002,2.97498895E-05,0.000347532014,8.27213327E-20,-2.97498895E-05
0.3,0.0285077951,0.002,3.75500469E-05,0.000355688869,7.6323925E-20,-3.75500469E-05
0.3,0.0293986637,0.002,4.5415131E-05,0.00036358266,8.83753772E-20,-4.5415131E-05
0.3,0.0302895323,0.002,5.3328653E-05,0.00037120885,3.9736267E-20,-5.3328653E-05
0.3,0.0311804009,0.002,6.13061516E-05,0.000378519941,6.10614533E-22,-6.13061516E-05
0.3,0.0320712695,0.002,6.93142956E-05,0.000385545495,4.8116678E-20,-6.93142956E-05
0.3,0.0329621381,0.002,7.73004048E-05,0.000392251712,-7.81492043E-21,-7.73004048E-05
0.3,0.0338530067,0.002,8.52631698E-05,0.000398672822,-5.03580438E-20,-8.52631698E-05
0.3,0.0347438753,0.002,9.31882828E-05,0.000404806266,-7.19478496E-20,-9.31882828E-05
0.3,0.0356347439,0.002,0.000101062487,0.000410649851,-8.14884266E-20,-0.000101062487
0.3,0.0365256125,0.002,0.000108873723,0.000416201688,-1.00700288E-19,-0.000108873723
0.3,0.0374164811,0.002,0.000116611346,0.00042146004,-3.71405336E-20,-0.000116611346
0.3,0.0383073497,0.002,0.000124276792,0.000426401236,-4.44917557E-20,-0.000124276792
0.3,0.0391982183,0.002,0.00013188188,0.000431024925,-3.0562223E-21,-0.00013188188
0.3,0.0400890869,0.002,0.000139360155,0.000435317718,-7.08185787E-20,-0.000139360155
0.3,0.0409799555,0.002,0.000146715804,0.000439291492,-5.02022211E-20,-0.000146715804
0.3,0.0418708241,0.002,0.000153960516,0.000442966096,-5.09605763E-20,-0.000153960516
0.3,0.0427616927,0.002,0.000161093304,0.000446341619,-8.11949871E-20,-0.000161093304
0.3,0.0436525612,0.002,0.000168114507,0.000449418561,-1.97290464E-20,-0.000168114507
0.3,0.0445434298,0.002,0.000175025708,0.000452197559,-9.72664577E-20,-0.000175025708
0.3,0.0454342984,0.002,0.000181831665,0.000454671712,-9.32317157E-20,-0.000181831665
0.3,0.046325167,0.002,0.000188550714,0.000456807552,-3.56807215E-20,-0.000188550714
0.3,0.0472160356,0.002,0.000195170519,0.000458664704,-1.70095314E-19,-0.000195170519
0.3,0.0481069042,0.002,0.000201634554,0.000460167459,-2.48231611E-19,-0.000201634554
0.3,0.0489977728,0.002,0.000208000485,0.000461379685,-1.85376503E-19,-0.000208000485
