x,y,z,U_0,U_1,U_2,U_0m
0.3,0,0.002,-0.000162939077,-4.41457184E-06,0,0.000162939077
0.3,0.00133779264,0.002,-0.000463570179,2.83885419E-06,-1.02106993E-21,0.000463570179
0.3,0.00267558528,0.002,-0.000744831115,1.92085569E-06,-6.56380886E-22,0.000744831115
0.3,0.00401337793,0.002,-0.000836527958,-7.01991425E-06,-1.39877519E-21,0.000836527958
0.3,0.00535117057,0.002,-0.000830055652,-1.61822036E-05,-1.64791625E-21,0.000830055652
0.3,0.00668896321,0.002,-0.000793629389,-2.76869251E-05,-6.92609147E-21,0.000793629389
0.3,0.00802675585,0.002,-0.000756382103,-3.76124937E-05,-5.57252911E-21,0.000756382103
0.3,0.00936454849,0.002,-0.000725498168,-4.7957691E-05,-4.82517033E-22,0.000725498168
0.3,0.0107023411,0.002,-0.000699756539,-5.69516649E-05,5.25596877E-21,0.000699756539
0.3,0.0120401338,0.002,-0.000677135924,-6.56445484E-05,9.21942617E-21,0.000677135924
0.3,0.0133779264,0.002,-0.000655991615,-7.30126374E-05,8.18558631E-21,0.000655991615
0.3,0.0147157191,0.002,-0.000635484228,-7.95434654E-05,-3.2733337E-22,0.000635484228
0.3,0.0160535117,0.002,-0.000615003583,-8.46018546E-05,2.41544321E-20,0.000615003583
0.3,0.0173913043,0.002,-0.000593940338,-8.82235722E-05,3.2805153E-20,0.000593940338
0.3,0.018729097,0.002,-0.000572256643,-9.0282043E-05,3.03016011E-20,0.000572256643
0.3,0.0200668896,0.002,-0.00054991241,-9.09540104E-05,2.32762565E-20,0.00054991241
0.3,0.0214046823,0.002,-0.000526853813,-9.01108899E-05,9.77044381E-21,0.000526853813
0.3,0.0227424749,0.002,-0.000503138868,-8.77890467E-05,-6.58869136E-21,0.000503138868
0.3,0.0240802676,0.002,-0.000478812595,-8.39558009E-05,-2.36763255E-20,0.000478812595
0.3,0.0254180602,0.002,-0.000453961965,-7.86263029E-05,-1.25109931E-21,0.000453961965
0.3,0.0267558528,0.002,-0.000428761904,-7.16863998E-05,-8.90113021E-20,0.000428761904
0.3,0.0280936455,0.002,-0.000402917649,-6.30446531E-05,-1.12173234E-19,0.000402917649
0.3,0.0294314381,0.002,-0.000376771518,-5.30457234E-05,-9.05918943E-20,0.000376771518
0.3,0.0307692308,0.002,-0.000350399316,-4.17532186E-05,-7.64917437E-20,0.000350399316
0.3,0.0321070234,0.002,-0.00032385109,-2.92458325E-05,-9.88322405E-20,0.00032385109
0.3,0.0334448161,0.002,-0.000297197599,-1.55930587E-05,-5.40107767E-20,0.000297197599
0.3,0.0347826087,0.002,-0.000270489267,-8.87048525E-07,-3.10193295E-20,0.000270489267
0.3,0.0361204013,0.002,-0.000243842877,1.48880712E-05,-1.02808222E-21,0.000243842877
0.3,0.037458194,0.002,-0.000217264863,3.15318524E-05,3.96203985E-20,0.000217264863
0.3,0.0387959866,0.002,-0.000190694708,4.90391135E-05,-3.18146768E-20,0.000190694708
0.3,0.0401337793,0.002,-0.000164293323,6.71391827E-05,9.70897833E-21,0.000164293323
