x_velocity,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
-3.20452e-03,1,1.28800e+01,3.00000e+01,1.28800e+01,0.00000e+00
-3.05674e-03,1,1.29200e+01,3.00000e+01,1.29200e+01,0.00000e+00
-2.91272e-03,1,1.29600e+01,3.00000e+01,1.29600e+01,0.00000e+00
-2.76573e-03,1,1.30000e+01,3.00000e+01,1.30000e+01,0.00000e+00
-2.61577e-03,1,1.30400e+01,3.00000e+01,1.30400e+01,0.00000e+00
-2.46283e-03,1,1.30800e+01,3.00000e+01,1.30800e+01,0.00000e+00
-2.30691e-03,1,1.31200e+01,3.00000e+01,1.31200e+01,0.00000e+00
-2.14800e-03,1,1.31600e+01,3.00000e+01,1.31600e+01,0.00000e+00
-1.98611e-03,1,1.32000e+01,3.00000e+01,1.32000e+01,0.00000e+00
-1.89233e-03,1,1.32400e+01,3.00000e+01,1.32400e+01,0.00000e+00
-1.81745e-03,1,1.32800e+01,3.00000e+01,1.32800e+01,0.00000e+00
-1.73996e-03,1,1.33200e+01,3.00000e+01,1.33200e+01,0.00000e+00
-1.65987e-03,1,1.33600e+01,3.00000e+01,1.33600e+01,0.00000e+00
-1.57718e-03,1,1.34000e+01,3.00000e+01,1.34000e+01,0.00000e+00
-1.49188e-03,1,1.34400e+01,3.00000e+01,1.34400e+01,0.00000e+00
-1.40396e-03,1,1.34800e+01,3.00000e+01,1.34800e+01,0.00000e+00
-1.31343e-03,1,1.35200e+01,3.00000e+01,1.35200e+01,0.00000e+00
-1.22028e-03,1,1.35600e+01,3.00000e+01,1.35600e+01,0.00000e+00
-1.13852e-03,1,1.36000e+01,3.00000e+01,1.36000e+01,0.00000e+00
-1.10789e-03,1,1.36400e+01,3.00000e+01,1.36400e+01,0.00000e+00
-1.07506e-03,1,1.36800e+01,3.00000e+01,1.36800e+01,0.00000e+00
-1.04003e-03,1,1.37200e+01,3.00000e+01,1.37200e+01,0.00000e+00
-1.00279e-03,1,1.37600e+01,3.00000e+01,1.37600e+01,0.00000e+00
-9.63339e-04,1,1.38000e+01,3.00000e+01,1.38000e+01,0.00000e+00
-9.21680e-04,1,1.38400e+01,3.00000e+01,1.38400e+01,0.00000e+00
-8.85451e-04,1,1.38800e+01,3.00000e+01,1.38800e+01,0.00000e+00
-8.76552e-04,1,1.39200e+01,3.00000e+01,1.39200e+01,0.00000e+00
-8.65726e-04,1,1.39600e+01,3.00000e+01,1.39600e+01,0.00000e+00
-8.52973e-04,1,1.40000e+01,3.00000e+01,1.40000e+01,0.00000e+00
-8.59587e-04,1,1.40400e+01,3.00000e+01,1.40400e+01,0.00000e+00
-8.64464e-04,1,1.40800e+01,3.00000e+01,1.40800e+01,0.00000e+00
-8.67600e-04,1,1.41200e+01,3.00000e+01,1.41200e+01,0.00000e+00
-8.92962e-04,1,1.41600e+01,3.00000e+01,1.41600e+01,0.00000e+00
-9.23102e-04,1,1.42000e+01,3.00000e+01,1.42000e+01,0.00000e+00
-9.51813e-04,1,1.42400e+01,3.00000e+01,1.42400e+01,0.00000e+00
-9.79094e-04,1,1.42800e+01,3.00000e+01,1.42800e+01,0.00000e+00
-1.00494e-03,1,1.43200e+01,3.00000e+01,1.43200e+01,0.00000e+00
-1.02936e-03,1,1.43600e+01,3.00000e+01,1.43600e+01,0.00000e+00
-1.05234e-03,1,1.44000e+01,3.00000e+01,1.44000e+01,0.00000e+00
-1.10637e-03,1,1.44400e+01,3.00000e+01,1.44400e+01,0.00000e+00
-1.16793e-03,1,1.44800e+01,3.00000e+01,1.44800e+01,0.00000e+00
-1.22858e-03,1,1.45200e+01,3.00000e+01,1.45200e+01,0.00000e+00
-1.28831e-03,1,1.45600e+01,3.00000e+01,1.45600e+01,0.00000e+00
-1.34712e-03,1,1.46000e+01,3.00000e+01,1.46000e+01,0.00000e+00
-1.40500e-03,1,1.46400e+01,3.00000e+01,1.46400e+01,0.00000e+00
-1.46196e-03,1,1.46800e+01,3.00000e+01,1.46800e+01,0.00000e+00
-1.52267e-03,1,1.47200e+01,3.00000e+01,1.47200e+01,0.00000e+00
-1.58435e-03,1,1.47600e+01,3.00000e+01,1.47600e+01,0.00000e+00
-1.65279e-03,1,1.48000e+01,3.00000e+01,1.48000e+01,0.00000e+00
-1.74775e-03,1,1.48400e+01,3.00000e+01,1.48400e+01,0.00000e+00
-1.84172e-03,1,1.48800e+01,3.00000e+01,1.48800e+01,0.00000e+00
-1.93469e-03,1,1.49200e+01,3.00000e+01,1.49200e+01,0.00000e+00
-2.02668e-03,1,1.49600e+01,3.00000e+01,1.49600e+01,0.00000e+00
-2.11767e-03,1,1.50000e+01,3.00000e+01,1.50000e+01,0.00000e+00
-2.20767e-03,1,1.50400e+01,3.00000e+01,1.50400e+01,0.00000e+00
-2.29668e-03,1,1.50800e+01,3.00000e+01,1.50800e+01,0.00000e+00
-2.38469e-03,1,1.51200e+01,3.00000e+01,1.51200e+01,0.00000e+00
-2.47170e-03,1,1.51600e+01,3.00000e+01,1.51600e+01,0.00000e+00
-2.55772e-03,1,1.52000e+01,3.00000e+01,1.52000e+01,0.00000e+00
-2.65986e-03,1,1.52400e+01,3.00000e+01,1.52400e+01,0.00000e+00
-2.76672e-03,1,1.52800e+01,3.00000e+01,1.52800e+01,0.00000e+00
-2.87319e-03,1,1.53200e+01,3.00000e+01,1.53200e+01,0.00000e+00
-2.97927e-03,1,1.53600e+01,3.00000e+01,1.53600e+01,0.00000e+00
-3.08496e-03,1,1.54000e+01,3.00000e+01,1.54000e+01,0.00000e+00
-3.19025e-03,1,1.54400e+01,3.00000e+01,1.54400e+01,0.00000e+00
-3.29515e-03,1,1.54800e+01,3.00000e+01,1.54800e+01,0.00000e+00
-3.39966e-03,1,1.55200e+01,3.00000e+01,1.55200e+01,0.00000e+00
-3.50377e-03,1,1.55600e+01,3.00000e+01,1.55600e+01,0.00000e+00
-3.60918e-03,1,1.56000e+01,3.00000e+01,1.56000e+01,0.00000e+00
-3.72094e-03,1,1.56400e+01,3.00000e+01,1.56400e+01,0.00000e+00
-3.83274e-03,1,1.56800e+01,3.00000e+01,1.56800e+01,0.00000e+00
-3.94459e-03,1,1.57200e+01,3.00000e+01,1.57200e+01,0.00000e+00
-4.05649e-03,1,1.57600e+01,3.00000e+01,1.57600e+01,0.00000e+00
-4.16844e-03,1,1.58000e+01,3.00000e+01,1.58000e+01,0.00000e+00
-4.28044e-03,1,1.58400e+01,3.00000e+01,1.58400e+01,0.00000e+00
-4.39263e-03,1,1.58800e+01,3.00000e+01,1.58800e+01,0.00000e+00
-4.50556e-03,1,1.59200e+01,3.00000e+01,1.59200e+01,0.00000e+00
-4.61877e-03,1,1.59600e+01,3.00000e+01,1.59600e+01,0.00000e+00
-4.73226e-03,1,1.60000e+01,3.00000e+01,1.60000e+01,0.00000e+00
-4.84468e-03,1,1.60400e+01,3.00000e+01,1.60400e+01,0.00000e+00
-4.95750e-03,1,1.60800e+01,3.00000e+01,1.60800e+01,0.00000e+00
-5.07075e-03,1,1.61200e+01,3.00000e+01,1.61200e+01,0.00000e+00
-5.18039e-03,1,1.61600e+01,3.00000e+01,1.61600e+01,0.00000e+00
-5.28956e-03,1,1.62000e+01,3.00000e+01,1.62000e+01,0.00000e+00
-5.39933e-03,1,1.62400e+01,3.00000e+01,1.62400e+01,0.00000e+00
-5.50969e-03,1,1.62800e+01,3.00000e+01,1.62800e+01,0.00000e+00
-5.62065e-03,1,1.63200e+01,3.00000e+01,1.63200e+01,0.00000e+00
-5.73220e-03,1,1.63600e+01,3.00000e+01,1.63600e+01,0.00000e+00
-5.84435e-03,1,1.64000e+01,3.00000e+01,1.64000e+01,0.00000e+00
-5.94610e-03,1,1.64400e+01,3.00000e+01,1.64400e+01,0.00000e+00
-6.04574e-03,1,1.64800e+01,3.00000e+01,1.64800e+01,0.00000e+00
-6.14619e-03,1,1.65200e+01,3.00000e+01,1.65200e+01,0.00000e+00
-6.24743e-03,1,1.65600e+01,3.00000e+01,1.65600e+01,0.00000e+00
-6.34862e-03,1,1.66000e+01,3.00000e+01,1.66000e+01,0.00000e+00
-6.44627e-03,1,1.66400e+01,3.00000e+01,1.66400e+01,0.00000e+00
-6.54431e-03,1,1.66800e+01,3.00000e+01,1.66800e+01,0.00000e+00
-6.64274e-03,1,1.67200e+01,3.00000e+01,1.67200e+01,0.00000e+00
-6.74157e-03,1,1.67600e+01,3.00000e+01,1.67600e+01,0.00000e+00
-6.83505e-03,1,1.68000e+01,3.00000e+01,1.68000e+01,0.00000e+00
-6.91014e-03,1,1.68400e+01,3.00000e+01,1.68400e+01,0.00000e+00
-6.98589e-03,1,1.68800e+01,3.00000e+01,1.68800e+01,0.00000e+00
-7.06229e-03,1,1.69200e+01,3.00000e+01,1.69200e+01,0.00000e+00
-7.13936e-03,1,1.69600e+01,3.00000e+01,1.69600e+01,0.00000e+00
-7.21709e-03,1,1.70000e+01,3.00000e+01,1.70000e+01,0.00000e+00
-7.29548e-03,1,1.70400e+01,3.00000e+01,1.70400e+01,0.00000e+00
-7.37453e-03,1,1.70800e+01,3.00000e+01,1.70800e+01,0.00000e+00
-7.45425e-03,1,1.71200e+01,3.00000e+01,1.71200e+01,0.00000e+00
-7.53463e-03,1,1.71600e+01,3.00000e+01,1.71600e+01,0.00000e+00
-7.61568e-03,1,1.72000e+01,3.00000e+01,1.72000e+01,0.00000e+00
-7.67391e-03,1,1.72400e+01,3.00000e+01,1.72400e+01,0.00000e+00
-7.72582e-03,1,1.72800e+01,3.00000e+01,1.72800e+01,0.00000e+00
-7.77852e-03,1,1.73200e+01,3.00000e+01,1.73200e+01,0.00000e+00
-7.83203e-03,1,1.73600e+01,3.00000e+01,1.73600e+01,0.00000e+00
-7.88634e-03,1,1.74000e+01,3.00000e+01,1.74000e+01,0.00000e+00
-7.94145e-03,1,1.74400e+01,3.00000e+01,1.74400e+01,0.00000e+00
-7.99737e-03,1,1.74800e+01,3.00000e+01,1.74800e+01,0.00000e+00
-8.05409e-03,1,1.75200e+01,3.00000e+01,1.75200e+01,0.00000e+00
-8.11162e-03,1,1.75600e+01,3.00000e+01,1.75600e+01,0.00000e+00
-8.16412e-03,1,1.76000e+01,3.00000e+01,1.76000e+01,0.00000e+00
-8.19513e-03,1,1.76400e+01,3.00000e+01,1.76400e+01,0.00000e+00
-8.22696e-03,1,1.76800e+01,3.00000e+01,1.76800e+01,0.00000e+00
-8.25962e-03,1,1.77200e+01,3.00000e+01,1.77200e+01,0.00000e+00
-8.29310e-03,1,1.77600e+01,3.00000e+01,1.77600e+01,0.00000e+00
-8.32740e-03,1,1.78000e+01,3.00000e+01,1.78000e+01,0.00000e+00
-8.36254e-03,1,1.78400e+01,3.00000e+01,1.78400e+01,0.00000e+00
-8.39481e-03,1,1.78800e+01,3.00000e+01,1.78800e+01,0.00000e+00
-8.41376e-03,1,1.79200e+01,3.00000e+01,1.79200e+01,0.00000e+00
-8.43351e-03,1,1.79600e+01,3.00000e+01,1.79600e+01,0.00000e+00
-8.45405e-03,1,1.80000e+01,3.00000e+01,1.80000e+01,0.00000e+00
-8.46413e-03,1,1.80400e+01,3.00000e+01,1.80400e+01,0.00000e+00
-8.47496e-03,1,1.80800e+01,3.00000e+01,1.80800e+01,0.00000e+00
-8.48657e-03,1,1.81200e+01,3.00000e+01,1.81200e+01,0.00000e+00
-8.48502e-03,1,1.81600e+01,3.00000e+01,1.81600e+01,0.00000e+00
-8.48053e-03,1,1.82000e+01,3.00000e+01,1.82000e+01,0.00000e+00
-8.47673e-03,1,1.82400e+01,3.00000e+01,1.82400e+01,0.00000e+00
-8.47194e-03,1,1.82800e+01,3.00000e+01,1.82800e+01,0.00000e+00
-8.46340e-03,1,1.83200e+01,3.00000e+01,1.83200e+01,0.00000e+00
-8.45569e-03,1,1.83600e+01,3.00000e+01,1.83600e+01,0.00000e+00
-8.44881e-03,1,1.84000e+01,3.00000e+01,1.84000e+01,0.00000e+00
-8.42153e-03,1,1.84400e+01,3.00000e+01,1.84400e+01,0.00000e+00
-8.38944e-03,1,1.84800e+01,3.00000e+01,1.84800e+01,0.00000e+00
-8.35808e-03,1,1.85200e+01,3.00000e+01,1.85200e+01,0.00000e+00
-8.32745e-03,1,1.85600e+01,3.00000e+01,1.85600e+01,0.00000e+00
-8.29755e-03,1,1.86000e+01,3.00000e+01,1.86000e+01,0.00000e+00
-8.26839e-03,1,1.86400e+01,3.00000e+01,1.86400e+01,0.00000e+00
-8.23995e-03,1,1.86800e+01,3.00000e+01,1.86800e+01,0.00000e+00
-8.21226e-03,1,1.87200e+01,3.00000e+01,1.87200e+01,0.00000e+00
-8.18530e-03,1,1.87600e+01,3.00000e+01,1.87600e+01,0.00000e+00
-8.15249e-03,1,1.88000e+01,3.00000e+01,1.88000e+01,0.00000e+00
-8.09852e-03,1,1.88400e+01,3.00000e+01,1.88400e+01,0.00000e+00
-8.04507e-03,1,1.88800e+01,3.00000e+01,1.88800e+01,0.00000e+00
-7.99214e-03,1,1.89200e+01,3.00000e+01,1.89200e+01,0.00000e+00
-7.93973e-03,1,1.89600e+01,3.00000e+01,1.89600e+01,0.00000e+00
-7.88784e-03,1,1.90000e+01,3.00000e+01,1.90000e+01,0.00000e+00
-7.83648e-03,1,1.90400e+01,3.00000e+01,1.90400e+01,0.00000e+00
-7.78564e-03,1,1.90800e+01,3.00000e+01,1.90800e+01,0.00000e+00
-7.73532e-03,1,1.91200e+01,3.00000e+01,1.91200e+01,0.00000e+00
-7.68553e-03,1,1.91600e+01,3.00000e+01,1.91600e+01,0.00000e+00
-7.63626e-03,1,1.92000e+01,3.00000e+01,1.92000e+01,0.00000e+00
-7.57022e-03,1,1.92400e+01,3.00000e+01,1.92400e+01,0.00000e+00
-7.49922e-03,1,1.92800e+01,3.00000e+01,1.92800e+01,0.00000e+00
-7.42846e-03,1,1.93200e+01,3.00000e+01,1.93200e+01,0.00000e+00
-7.35794e-03,1,1.93600e+01,3.00000e+01,1.93600e+01,0.00000e+00
-7.28766e-03,1,1.94000e+01,3.00000e+01,1.94000e+01,0.00000e+00
-7.21761e-03,1,1.94400e+01,3.00000e+01,1.94400e+01,0.00000e+00
-7.14707e-03,1,1.94800e+01,3.00000e+01,1.94800e+01,0.00000e+00
-7.07595e-03,1,1.95200e+01,3.00000e+01,1.95200e+01,0.00000e+00
-7.00528e-03,1,1.95600e+01,3.00000e+01,1.95600e+01,0.00000e+00
-6.93234e-03,1,1.96000e+01,3.00000e+01,1.96000e+01,0.00000e+00
-6.84936e-03,1,1.96400e+01,3.00000e+01,1.96400e+01,0.00000e+00
-6.76658e-03,1,1.96800e+01,3.00000e+01,1.96800e+01,0.00000e+00
-6.68401e-03,1,1.97200e+01,3.00000e+01,1.97200e+01,0.00000e+00
-6.60164e-03,1,1.97600e+01,3.00000e+01,1.97600e+01,0.00000e+00
-6.51948e-03,1,1.98000e+01,3.00000e+01,1.98000e+01,0.00000e+00
-6.43752e-03,1,1.98400e+01,3.00000e+01,1.98400e+01,0.00000e+00
-6.35474e-03,1,1.98800e+01,3.00000e+01,1.98800e+01,0.00000e+00
-6.26807e-03,1,1.99200e+01,3.00000e+01,1.99200e+01,0.00000e+00
-6.18146e-03,1,1.99600e+01,3.00000e+01,1.99600e+01,0.00000e+00
-6.09490e-03,1,2.00000e+01,3.00000e+01,2.00000e+01,0.00000e+00
-6.00632e-03,1,2.00400e+01,3.00000e+01,2.00400e+01,0.00000e+00
-5.91787e-03,1,2.00800e+01,3.00000e+01,2.00800e+01,0.00000e+00
-5.82955e-03,1,2.01200e+01,3.00000e+01,2.01200e+01,0.00000e+00
-5.74105e-03,1,2.01600e+01,3.00000e+01,2.01600e+01,0.00000e+00
-5.65248e-03,1,2.02000e+01,3.00000e+01,2.02000e+01,0.00000e+00
-5.56391e-03,1,2.02400e+01,3.00000e+01,2.02400e+01,0.00000e+00
-5.47532e-03,1,2.02800e+01,3.00000e+01,2.02800e+01,0.00000e+00
-5.38673e-03,1,2.03200e+01,3.00000e+01,2.03200e+01,0.00000e+00
-5.29813e-03,1,2.03600e+01,3.00000e+01,2.03600e+01,0.00000e+00
-5.20952e-03,1,2.04000e+01,3.00000e+01,2.04000e+01,0.00000e+00
-5.12514e-03,1,2.04400e+01,3.00000e+01,2.04400e+01,0.00000e+00
-5.04170e-03,1,2.04800e+01,3.00000e+01,2.04800e+01,0.00000e+00
-4.95808e-03,1,2.05200e+01,3.00000e+01,2.05200e+01,0.00000e+00
-4.87517e-03,1,2.05600e+01,3.00000e+01,2.05600e+01,0.00000e+00
-4.79266e-03,1,2.06000e+01,3.00000e+01,2.06000e+01,0.00000e+00
-4.71025e-03,1,2.06400e+01,3.00000e+01,2.06400e+01,0.00000e+00
-4.62793e-03,1,2.06800e+01,3.00000e+01,2.06800e+01,0.00000e+00
-4.54570e-03,1,2.07200e+01,3.00000e+01,2.07200e+01,0.00000e+00
-4.46357e-03,1,2.07600e+01,3.00000e+01,2.07600e+01,0.00000e+00
-4.38540e-03,1,2.08000e+01,3.00000e+01,2.08000e+01,0.00000e+00
-4.32004e-03,1,2.08400e+01,3.00000e+01,2.08400e+01,0.00000e+00
-4.25465e-03,1,2.08800e+01,3.00000e+01,2.08800e+01,0.00000e+00
-4.18921e-03,1,2.09200e+01,3.00000e+01,2.09200e+01,0.00000e+00
-4.12373e-03,1,2.09600e+01,3.00000e+01,2.09600e+01,0.00000e+00
-4.05821e-03,1,2.10000e+01,3.00000e+01,2.10000e+01,0.00000e+00
-3.99265e-03,1,2.10400e+01,3.00000e+01,2.10400e+01,0.00000e+00
-3.92704e-03,1,2.10800e+01,3.00000e+01,2.10800e+01,0.00000e+00
-3.86140e-03,1,2.11200e+01,3.00000e+01,2.11200e+01,0.00000e+00
-3.79571e-03,1,2.11600e+01,3.00000e+01,2.11600e+01,0.00000e+00
-3.72998e-03,1,2.12000e+01,3.00000e+01,2.12000e+01,0.00000e+00
-3.68521e-03,1,2.12400e+01,3.00000e+01,2.12400e+01,0.00000e+00
-3.64676e-03,1,2.12800e+01,3.00000e+01,2.12800e+01,0.00000e+00
-3.60825e-03,1,2.13200e+01,3.00000e+01,2.13200e+01,0.00000e+00
-3.56968e-03,1,2.13600e+01,3.00000e+01,2.13600e+01,0.00000e+00
-3.53106e-03,1,2.14000e+01,3.00000e+01,2.14000e+01,0.00000e+00
-3.49238e-03,1,2.14400e+01,3.00000e+01,2.14400e+01,0.00000e+00
-3.45365e-03,1,2.14800e+01,3.00000e+01,2.14800e+01,0.00000e+00
-3.41486e-03,1,2.15200e+01,3.00000e+01,2.15200e+01,0.00000e+00
-3.37603e-03,1,2.15600e+01,3.00000e+01,2.15600e+01,0.00000e+00
-3.34332e-03,1,2.16000e+01,3.00000e+01,2.16000e+01,0.00000e+00
-3.33424e-03,1,2.16400e+01,3.00000e+01,2.16400e+01,0.00000e+00
-3.32667e-03,1,2.16800e+01,3.00000e+01,2.16800e+01,0.00000e+00
-3.32585e-03,1,2.17200e+01,3.00000e+01,2.17200e+01,0.00000e+00
-3.32536e-03,1,2.17600e+01,3.00000e+01,2.17600e+01,0.00000e+00
-3.32522e-03,1,2.18000e+01,3.00000e+01,2.18000e+01,0.00000e+00
-3.32542e-03,1,2.18400e+01,3.00000e+01,2.18400e+01,0.00000e+00
-3.33024e-03,1,2.18800e+01,3.00000e+01,2.18800e+01,0.00000e+00
-3.35189e-03,1,2.19200e+01,3.00000e+01,2.19200e+01,0.00000e+00
-3.37391e-03,1,2.19600e+01,3.00000e+01,2.19600e+01,0.00000e+00
-3.39631e-03,1,2.20000e+01,3.00000e+01,2.20000e+01,0.00000e+00
-3.43282e-03,1,2.20400e+01,3.00000e+01,2.20400e+01,0.00000e+00
-3.46974e-03,1,2.20800e+01,3.00000e+01,2.20800e+01,0.00000e+00
-3.50706e-03,1,2.21200e+01,3.00000e+01,2.21200e+01,0.00000e+00
-3.56259e-03,1,2.21600e+01,3.00000e+01,2.21600e+01,0.00000e+00
-3.62322e-03,1,2.22000e+01,3.00000e+01,2.22000e+01,0.00000e+00
-3.68434e-03,1,2.22400e+01,3.00000e+01,2.22400e+01,0.00000e+00
-3.74595e-03,1,2.22800e+01,3.00000e+01,2.22800e+01,0.00000e+00
-3.80803e-03,1,2.23200e+01,3.00000e+01,2.23200e+01,0.00000e+00
-3.87061e-03,1,2.23600e+01,3.00000e+01,2.23600e+01,0.00000e+00
-3.93368e-03,1,2.24000e+01,3.00000e+01,2.24000e+01,0.00000e+00
-4.02585e-03,1,2.24400e+01,3.00000e+01,2.24400e+01,0.00000e+00
-4.12614e-03,1,2.24800e+01,3.00000e+01,2.24800e+01,0.00000e+00
-4.22707e-03,1,2.25200e+01,3.00000e+01,2.25200e+01,0.00000e+00
-4.32865e-03,1,2.25600e+01,3.00000e+01,2.25600e+01,0.00000e+00
-4.43087e-03,1,2.26000e+01,3.00000e+01,2.26000e+01,0.00000e+00
-4.53373e-03,1,2.26400e+01,3.00000e+01,2.26400e+01,0.00000e+00
-4.63724e-03,1,2.26800e+01,3.00000e+01,2.26800e+01,0.00000e+00
-4.74140e-03,1,2.27200e+01,3.00000e+01,2.27200e+01,0.00000e+00
-4.84621e-03,1,2.27600e+01,3.00000e+01,2.27600e+01,0.00000e+00
-4.96098e-03,1,2.28000e+01,3.00000e+01,2.28000e+01,0.00000e+00
-5.10729e-03,1,2.28400e+01,3.00000e+01,2.28400e+01,0.00000e+00
-5.25445e-03,1,2.28800e+01,3.00000e+01,2.28800e+01,0.00000e+00
-5.40245e-03,1,2.29200e+01,3.00000e+01,2.29200e+01,0.00000e+00
-5.55128e-03,1,2.29600e+01,3.00000e+01,2.29600e+01,0.00000e+00
-5.70096e-03,1,2.30000e+01,3.00000e+01,2.30000e+01,0.00000e+00
-5.85149e-03,1,2.30400e+01,3.00000e+01,2.30400e+01,0.00000e+00
-6.00285e-03,1,2.30800e+01,3.00000e+01,2.30800e+01,0.00000e+00
-6.15507e-03,1,2.31200e+01,3.00000e+01,2.31200e+01,0.00000e+00
-6.30813e-03,1,2.31600e+01,3.00000e+01,2.31600e+01,0.00000e+00
-6.46478e-03,1,2.32000e+01,3.00000e+01,2.32000e+01,0.00000e+00
-6.65369e-03,1,2.32400e+01,3.00000e+01,2.32400e+01,0.00000e+00
-6.85026e-03,1,2.32800e+01,3.00000e+01,2.32800e+01,0.00000e+00
-7.04718e-03,1,2.33200e+01,3.00000e+01,2.33200e+01,0.00000e+00
-7.24446e-03,1,2.33600e+01,3.00000e+01,2.33600e+01,0.00000e+00
-7.44208e-03,1,2.34000e+01,3.00000e+01,2.34000e+01,0.00000e+00
-7.64006e-03,1,2.34400e+01,3.00000e+01,2.34400e+01,0.00000e+00
-7.83839e-03,1,2.34800e+01,3.00000e+01,2.34800e+01,0.00000e+00
-8.03708e-03,1,2.35200e+01,3.00000e+01,2.35200e+01,0.00000e+00
-8.23611e-03,1,2.35600e+01,3.00000e+01,2.35600e+01,0.00000e+00
-8.43874e-03,1,2.36000e+01,3.00000e+01,2.36000e+01,0.00000e+00
-8.65397e-03,1,2.36400e+01,3.00000e+01,2.36400e+01,0.00000e+00
-8.86940e-03,1,2.36800e+01,3.00000e+01,2.36800e+01,0.00000e+00
-9.08502e-03,1,2.37200e+01,3.00000e+01,2.37200e+01,0.00000e+00
-9.30083e-03,1,2.37600e+01,3.00000e+01,2.37600e+01,0.00000e+00
-9.51683e-03,1,2.38000e+01,3.00000e+01,2.38000e+01,0.00000e+00
-9.73303e-03,1,2.38400e+01,3.00000e+01,2.38400e+01,0.00000e+00
-9.95021e-03,1,2.38800e+01,3.00000e+01,2.38800e+01,0.00000e+00
-1.01705e-02,1,2.39200e+01,3.00000e+01,2.39200e+01,0.00000e+00
-1.03908e-02,1,2.39600e+01,3.00000e+01,2.39600e+01,0.00000e+00
-1.06112e-02,1,2.40000e+01,3.00000e+01,2.40000e+01,0.00000e+00
-1.08317e-02,1,2.40400e+01,3.00000e+01,2.40400e+01,0.00000e+00
-1.10520e-02,1,2.40800e+01,3.00000e+01,2.40800e+01,0.00000e+00
-1.12724e-02,1,2.41200e+01,3.00000e+01,2.41200e+01,0.00000e+00
-1.14892e-02,1,2.41600e+01,3.00000e+01,2.41600e+01,0.00000e+00
-1.17048e-02,1,2.42000e+01,3.00000e+01,2.42000e+01,0.00000e+00
-1.19202e-02,1,2.42400e+01,3.00000e+01,2.42400e+01,0.00000e+00
-1.21354e-02,1,2.42800e+01,3.00000e+01,2.42800e+01,0.00000e+00
-1.23502e-02,1,2.43200e+01,3.00000e+01,2.43200e+01,0.00000e+00
-1.25648e-02,1,2.43600e+01,3.00000e+01,2.43600e+01,0.00000e+00
-1.27792e-02,1,2.44000e+01,3.00000e+01,2.44000e+01,0.00000e+00
-1.29796e-02,1,2.44400e+01,3.00000e+01,2.44400e+01,0.00000e+00
-1.31758e-02,1,2.44800e+01,3.00000e+01,2.44800e+01,0.00000e+00
-1.33714e-02,1,2.45200e+01,3.00000e+01,2.45200e+01,0.00000e+00
-1.35663e-02,1,2.45600e+01,3.00000e+01,2.45600e+01,0.00000e+00
-1.37606e-02,1,2.46000e+01,3.00000e+01,2.46000e+01,0.00000e+00
-1.39541e-02,1,2.46400e+01,3.00000e+01,2.46400e+01,0.00000e+00
-1.41470e-02,1,2.46800e+01,3.00000e+01,2.46800e+01,0.00000e+00
-1.43392e-02,1,2.47200e+01,3.00000e+01,2.47200e+01,0.00000e+00
-1.45308e-02,1,2.47600e+01,3.00000e+01,2.47600e+01,0.00000e+00
-1.47124e-02,1,2.48000e+01,3.00000e+01,2.48000e+01,0.00000e+00
-1.48562e-02,1,2.48400e+01,3.00000e+01,2.48400e+01,0.00000e+00
-1.49979e-02,1,2.48800e+01,3.00000e+01,2.48800e+01,0.00000e+00
-1.51376e-02,1,2.49200e+01,3.00000e+01,2.49200e+01,0.00000e+00
-1.52752e-02,1,2.49600e+01,3.00000e+01,2.49600e+01,0.00000e+00
-1.54107e-02,1,2.50000e+01,3.00000e+01,2.50000e+01,0.00000e+00
-1.55442e-02,1,2.50400e+01,3.00000e+01,2.50400e+01,0.00000e+00
-1.56756e-02,1,2.50800e+01,3.00000e+01,2.50800e+01,0.00000e+00
-1.58049e-02,1,2.51200e+01,3.00000e+01,2.51200e+01,0.00000e+00
-1.59322e-02,1,2.51600e+01,3.00000e+01,2.51600e+01,0.00000e+00
-1.60573e-02,1,2.52000e+01,3.00000e+01,2.52000e+01,0.00000e+00
-1.61420e-02,1,2.52400e+01,3.00000e+01,2.52400e+01,0.00000e+00
-1.62128e-02,1,2.52800e+01,3.00000e+01,2.52800e+01,0.00000e+00
-1.62811e-02,1,2.53200e+01,3.00000e+01,2.53200e+01,0.00000e+00
-1.63471e-02,1,2.53600e+01,3.00000e+01,2.53600e+01,0.00000e+00
-1.64107e-02,1,2.54000e+01,3.00000e+01,2.54000e+01,0.00000e+00
-1.64720e-02,1,2.54400e+01,3.00000e+01,2.54400e+01,0.00000e+00
-1.65308e-02,1,2.54800e+01,3.00000e+01,2.54800e+01,0.00000e+00
-1.65873e-02,1,2.55200e+01,3.00000e+01,2.55200e+01,0.00000e+00
-1.66414e-02,1,2.55600e+01,3.00000e+01,2.55600e+01,0.00000e+00
-1.66834e-02,1,2.56000e+01,3.00000e+01,2.56000e+01,0.00000e+00
-1.66855e-02,1,2.56400e+01,3.00000e+01,2.56400e+01,0.00000e+00
-1.66851e-02,1,2.56800e+01,3.00000e+01,2.56800e+01,0.00000e+00
-1.66822e-02,1,2.57200e+01,3.00000e+01,2.57200e+01,0.00000e+00
-1.66769e-02,1,2.57600e+01,3.00000e+01,2.57600e+01,0.00000e+00
-1.66691e-02,1,2.58000e+01,3.00000e+01,2.58000e+01,0.00000e+00
