x,y,z,U_0,U_1,U_2
0.3,0,0.002,-0.00023458601,-4.18721661e-06,0
0.3,0.000890868597,0.002,-0.000529440914,-4.72085548e-06,6.71464113e-22
0.3,0.00178173719,0.002,-0.000775273482,-1.45440714e-05,1.03881117e-21
0.3,0.00267260579,0.002,-0.000845457664,-3.16347867e-05,-1.46553322e-21
0.3,0.00356347439,0.002,-0.000830765806,-4.94264985e-05,7.88074522e-22
0.3,0.00445434298,0.002,-0.000788949896,-6.93575999e-05,-1.63955377e-21
0.3,0.00534521158,0.002,-0.000748547475,-8.84643258e-05,-1.92334197e-21
0.3,0.00623608018,0.002,-0.000719069697,-0.000107925684,-4.72292601e-21
0.3,0.00712694878,0.002,-0.000700459053,-0.000126600436,5.33385513e-21
0.3,0.00801781737,0.002,-0.000689487907,-0.000145256644,7.25867599e-21
0.3,0.00890868597,0.002,-0.000682657896,-0.000163299353,8.98224516e-21
0.3,0.00979955457,0.002,-0.000677611128,-0.000181195109,7.55341388e-21
0.3,0.0106904232,0.002,-0.000673075088,-0.000198676705,1.15943004e-20
0.3,0.0115812918,0.002,-0.000668598472,-0.000215891326,-5.01457499e-21
0.3,0.0124721604,0.002,-0.000664167435,-0.000232680265,-1.18060378e-20
0.3,0.013363029,0.002,-0.000659909061,-0.000249085199,-5.14371891e-21
0.3,0.0142538976,0.002,-0.00065595489,-0.000265011195,-7.44634092e-21
0.3,0.0151447661,0.002,-0.000652368853,-0.000280460344,-1.09331843e-20
0.3,0.0160356347,0.002,-0.000649192812,-0.0002953232,-1.93961908e-20
0.3,0.0169265033,0.002,-0.000646287419,-0.000309511036,-1.04958804e-20
0.3,0.0178173719,0.002,-0.000643617846,-0.00032309311,-4.83962834e-21
0.3,0.0187082405,0.002,-0.000641110748,-0.000336068414,5.8569986e-22
0.3,0.0195991091,0.002,-0.000638694211,-0.000348414668,3.04550781e-22
0.3,0.0204899777,0.002,-0.000636306734,-0.000360120508,-1.40585754e-20
0.3,0.0213808463,0.002,-0.000633901036,-0.000371170552,2.81488297e-21
0.3,0.0222717149,0.002,-0.000631442264,-0.000381554833,1.23715964e-20
0.3,0.0231625835,0.002,-0.000628911735,-0.000391250118,-1.22688046e-20
0.3,0.0240534521,0.002,-0.000626348791,-0.000400170188,-7.55797315e-21
0.3,0.0249443207,0.002,-0.000623572424,-0.000408259326,-2.34313551e-20
0.3,0.0258351893,0.002,-0.000620687666,-0.000415643665,-8.85257219e-21
0.3,0.0267260579,0.002,-0.000617695975,-0.000422319359,-8.24428957e-21
0.3,0.0276169265,0.002,-0.000614599962,-0.000428284078,-2.125338e-20
0.3,0.0285077951,0.002,-0.000611402079,-0.000433536527,-8.65258754e-21
0.3,0.0293986637,0.002,-0.000608103543,-0.00043807658,2.32642354e-20
0.3,0.0302895323,0.002,-0.000604703617,-0.000441905388,2.87187144e-20
0.3,0.0311804009,0.002,-0.000601225616,-0.000444934423,6.37333597e-22
0.3,0.0320712695,0.002,-0.000597634307,-0.000447237644,6.60083037e-20
0.3,0.0329621381,0.002,-0.000593813719,-0.000448713174,5.98453961e-20
0.3,0.0338530067,0.002,-0.00058985814,-0.000449498131,6.40165294e-20
0.3,0.0347438753,0.002,-0.000585755561,-0.000449601399,6.63940195e-20
0.3,0.0356347439,0.002,-0.000581492824,-0.00044903311,6.20105669e-20
0.3,0.0365256125,0.002,-0.00057705925,-0.000447803868,3.83805483e-20
0.3,0.0374164811,0.002,-0.000572446344,-0.000445925091,7.77969375e-20
0.3,0.0383073497,0.002,-0.000567645755,-0.000443368102,2.39172311e-20
0.3,0.0391982183,0.002,-0.000562671595,-0.000440160525,4.78991386e-20
0.3,0.0400890869,0.002,-0.000557378543,-0.00043625791,3.05146565e-20
0.3,0.0409799555,0.002,-0.000551808136,-0.000431723386,5.10718456e-20
0.3,0.0418708241,0.002,-0.000545998305,-0.000426624909,5.35475226e-20
0.3,0.0427616927,0.002,-0.000539942401,-0.000420980771,4.49267653e-20
0.3,0.0436525612,0.002,-0.000533635363,-0.000414809915,9.59523331e-20
0.3,0.0445434298,0.002,-0.000527073766,-0.000408131974,7.36204502e-20
0.3,0.0454342984,0.002,-0.000520254891,-0.000400956414,8.03845244e-20
0.3,0.046325167,0.002,-0.00051318201,-0.000393261818,1.40175847e-20
