x,y,z,U_0,U_1,U_2,U_0m
0.3,0,0.002,-0.000106199205,-2.05329186E-06,0,0.000106199205
0.3,0.000890868597,0.002,-0.00031757647,2.09741723E-06,3.52619453E-21,0.00031757647
0.3,0.00178173719,0.002,-0.000589555019,4.35303151E-06,8.59372727E-21,0.000589555019
0.3,0.00267260579,0.002,-0.000762793014,2.17281206E-06,7.41674556E-21,0.000762793014
0.3,0.00356347439,0.002,-0.000845931036,-1.44657033E-06,1.52116847E-20,0.000845931036
0.3,0.00445434298,0.002,-0.000868840621,-7.68986374E-06,7.04889503E-21,0.000868840621
0.3,0.00534521158,0.002,-0.000859641039,-1.4215825E-05,-4.56840603E-21,0.000859641039
0.3,0.00623608018,0.002,-0.000837741208,-2.14790432E-05,-2.39276066E-20,0.000837741208
0.3,0.00712694878,0.002,-0.000813631025,-2.83904143E-05,-1.39411255E-20,0.000813631025
0.3,0.00801781737,0.002,-0.000791585177,-3.53156297E-05,-1.44653954E-20,0.000791585177
0.3,0.00890868597,0.002,-0.000772209834,-4.16843254E-05,-5.59043133E-20,0.000772209834
0.3,0.00979955457,0.002,-0.000755185095,-4.78055002E-05,-5.44118093E-20,0.000755185095
0.3,0.0106904232,0.002,-0.000739638454,-5.3474547E-05,-3.20083993E-20,0.000739638454
0.3,0.0115812918,0.002,-0.00072484352,-5.87877228E-05,-5.1420139E-20,0.00072484352
0.3,0.0124721604,0.002,-0.000710325289,-6.3621736E-05,-4.53423653E-20,0.000710325289
0.3,0.013363029,0.002,-0.000695805672,-6.80021115E-05,-7.0199419E-21,0.000695805672
0.3,0.0142538976,0.002,-0.000681131804,-7.18532628E-05,5.65066723E-21,0.000681131804
0.3,0.0151447661,0.002,-0.000666207776,-7.51730483E-05,5.68100705E-21,0.000666207776
0.3,0.0160356347,0.002,-0.000650959489,-7.78846298E-05,-3.19120273E-20,0.000650959489
0.3,0.0169265033,0.002,-0.000635190827,-7.98473389E-05,-1.30070852E-20,0.000635190827
0.3,0.0178173719,0.002,-0.000619018866,-8.11694506E-05,1.50943372E-21,0.000619018866
0.3,0.0187082405,0.002,-0.000602439907,-8.18579357E-05,2.59943421E-21,0.000602439907
0.3,0.0195991091,0.002,-0.000585451071,-8.18964647E-05,-2.25509501E-20,0.000585451071
0.3,0.0204899777,0.002,-0.000568063029,-8.12783725E-05,-6.72116065E-20,0.000568063029
0.3,0.0213808463,0.002,-0.00055029825,-7.99945427E-05,-1.28720299E-20,0.00055029825
0.3,0.0222717149,0.002,-0.000532186263,-7.80415549E-05,3.39508306E-20,0.000532186263
0.3,0.0231625835,0.002,-0.00051376157,-7.54062719E-05,-5.51743668E-21,0.00051376157
0.3,0.0240534521,0.002,-0.000495089985,-7.20305011E-05,6.44129281E-20,0.000495089985
0.3,0.0249443207,0.002,-0.000476048144,-6.78465673E-05,5.5420843E-20,0.000476048144
0.3,0.0258351893,0.002,-0.000456814609,-6.30096209E-05,1.03604448E-19,0.000456814609
0.3,0.0267260579,0.002,-0.000437420076,-5.75303128E-05,1.038651E-19,0.000437420076
0.3,0.0276169265,0.002,-0.000417892574,-5.14218226E-05,6.14405159E-20,0.000417892574
0.3,0.0285077951,0.002,-0.000398257718,-4.46993112E-05,6.38810855E-20,0.000398257718
0.3,0.0293986637,0.002,-0.000378539251,-3.73799779E-05,9.51981353E-20,0.000378539251
0.3,0.0302895323,0.002,-0.000358759844,-2.94829811E-05,3.29255741E-20,0.000358759844
0.3,0.0311804009,0.002,-0.000338973735,-2.09608656E-05,8.17578684E-22,0.000338973735
0.3,0.0320712695,0.002,-0.000319174941,-1.18916322E-05,8.16177146E-20,0.000319174941
0.3,0.0329621381,0.002,-0.00029932979,-2.23727448E-06,1.43503411E-20,0.00029932979
0.3,0.0338530067,0.002,-0.000279525393,7.88194622E-06,-2.20935679E-20,0.000279525393
0.3,0.0347438753,0.002,-0.000259779377,1.84388496E-05,-3.4777115E-20,0.000259779377
0.3,0.0356347439,0.002,-0.000240108151,2.94037473E-05,-4.10354225E-20,0.000240108151
0.3,0.0365256125,0.002,-0.000220527095,4.07467362E-05,-7.34355977E-20,0.000220527095
0.3,0.0374164811,0.002,-0.000201051297,5.24364196E-05,1.78422833E-20,0.000201051297
0.3,0.0383073497,0.002,-0.000181716527,6.44613422E-05,-3.43783272E-20,0.000181716527
0.3,0.0391982183,0.002,-0.000162552224,7.67838064E-05,2.86714206E-20,0.000162552224
0.3,0.0400890869,0.002,-0.000143531538,8.93604809E-05,-5.87096875E-20,0.000143531538
0.3,0.0409799555,0.002,-0.00012469573,0.000102128776,-1.53727608E-20,0.00012469573
0.3,0.0418708241,0.002,-0.000106061978,0.000115038049,-1.40046519E-20,0.000106061978
0.3,0.0427616927,0.002,-8.76443623E-05,0.000128051034,-4.9754454E-20,8.76443623E-05
0.3,0.0436525612,0.002,-6.94567761E-05,0.000141130456,3.9782719E-20,6.94567761E-05
0.3,0.0445434298,0.002,-5.15132552E-05,0.000154238873,-6.27575117E-20,5.15132552E-05
0.3,0.0454342984,0.002,-3.38358817E-05,0.000167339257,-4.7804268E-20,3.38358817E-05
0.3,0.046325167,0.002,-1.64763557E-05,0.000180391786,-2.80589139E-20,1.64763557E-05
0.3,0.0472160356,0.002,6.13068304E-07,0.000193356943,-1.09815478E-19,-6.13068304E-07
0.3,0.0481069042,0.002,1.73170462E-05,0.000206133159,-2.13252352E-19,-1.73170462E-05
0.3,0.0489977728,0.002,3.36859171E-05,0.000218725233,-1.28818855E-19,-3.36859171E-05
0.3,0.0498886414,0.002,4.97066627E-05,0.000231099263,2.01464176E-20,-4.97066627E-05
0.3,0.05077951,0.002,6.5366319E-05,0.000243222251,-3.7298312E-20,-6.5366319E-05
0.3,0.0516703786,0.002,8.06521233E-05,0.000255062155,2.50504235E-20,-8.06521233E-05
0.3,0.0525612472,0.002,9.55505168E-05,0.000266587255,-9.51627533E-20,-9.55505168E-05
0.3,0.0534521158,0.002,0.00010999443,0.000277711474,-7.01794174E-21,-0.00010999443
0.3,0.0543429844,0.002,0.000124094527,0.000288514454,-5.13542257E-20,-0.000124094527
0.3,0.055233853,0.002,0.000137629419,0.000298788215,6.95914518E-20,-0.000137629419
0.3,0.0561247216,0.002,0.000150687589,0.000308592354,5.13459823E-20,-0.000150687589
0.3,0.0570155902,0.002,0.00016329088,0.000317931197,3.31816435E-20,-0.00016329088
0.3,0.0579064588,0.002,0.000175431299,0.000326784902,4.9528879E-20,-0.000175431299
0.3,0.0587973274,0.002,0.000187101409,0.000335135191,-6.78366714E-20,-0.000187101409
0.3,0.059688196,0.002,0.000198293886,0.000342964909,-2.07225946E-20,-0.000198293886
0.3,0.0605790646,0.002,0.000208948402,0.000350170178,4.62477005E-22,-0.000208948402
0.3,0.0614699332,0.002,0.000219182154,0.000356892556,-1.78426533E-20,-0.000219182154
0.3,0.0623608018,0.002,0.000228815014,0.000362960241,-9.90660408E-20,-0.000228815014
0.3,0.0632516704,0.002,0.000237840325,0.000368361407,-8.19693912E-20,-0.000237840325
0.3,0.064142539,0.002,0.000246357219,0.00037318281,-1.04782801E-19,-0.000246357219
0.3,0.0650334076,0.002,0.000254363446,0.000377421208,-2.10007224E-20,-0.000254363446
0.3,0.0659242762,0.002,0.000261856957,0.000381075166,6.72115234E-20,-0.000261856957
0.3,0.0668151448,0.002,0.000268831113,0.000384136269,3.69787492E-20,-0.000268831113
0.3,0.0677060134,0.002,0.000275240405,0.000386529269,5.10343634E-21,-0.000275240405
0.3,0.068596882,0.002,0.000281201733,0.000388412739,1.14157828E-20,-0.000281201733
0.3,0.0694877506,0.002,0.000286580232,0.000389667978,6.53171134E-20,-0.000286580232
0.3,0.0703786192,0.002,0.000291299805,0.00039023279,-2.91056146E-20,-0.000291299805
0.3,0.0712694878,0.002,0.000295510198,0.000390249288,-1.32370423E-20,-0.000295510198
0.3,0.0721603563,0.002,0.000299215578,0.000389729973,-5.88414626E-20,-0.000299215578
0.3,0.0730512249,0.002,0.000302419994,0.000388688334,-2.13952465E-20,-0.000302419994
0.3,0.0739420935,0.002,0.000305112434,0.000387117374,-1.7153821E-20,-0.000305112434
0.3,0.0748329621,0.002,0.000307273955,0.000385001204,-6.05477333E-21,-0.000307273955
0.3,0.0757238307,0.002,0.000309016403,0.000382474388,-1.08728346E-20,-0.000309016403
0.3,0.0766146993,0.002,0.000310230873,0.000379452825,-1.7656206E-20,-0.000310230873
0.3,0.0775055679,0.002,0.000310847562,0.000375889222,-2.49731119E-20,-0.000310847562
0.3,0.0783964365,0.002,0.000311017154,0.000371925155,-5.00924632E-20,-0.000311017154
0.3,0.0792873051,0.002,0.000310750708,0.000367582254,-1.26472838E-19,-0.000310750708
0.3,0.0801781737,0.002,0.000310060273,0.000362882645,-1.23579625E-19,-0.000310060273
0.3,0.0810690423,0.002,0.000308932393,0.000357825204,-1.84571409E-20,-0.000308932393
0.3,0.0819599109,0.002,0.000307388701,0.000352444205,-1.1464335E-21,-0.000307388701
0.3,0.0828507795,0.002,0.000305522796,0.000346826006,2.97099956E-20,-0.000305522796
0.3,0.0837416481,0.002,0.000303244124,0.00034091143,6.39876845E-20,-0.000303244124
0.3,0.0846325167,0.002,0.000300544426,0.000334706852,4.91579338E-20,-0.000300544426
0.3,0.0855233853,0.002,0.000297532559,0.00032830773,7.04231703E-21,-0.000297532559
0.3,0.0864142539,0.002,0.000294226828,0.000321738045,-1.21135919E-19,-0.000294226828
0.3,0.0873051225,0.002,0.000290646107,0.000315021079,-8.49554872E-20,-0.000290646107
0.3,0.0881959911,0.002,0.000286776183,0.000308174643,-1.49019802E-20,-0.000286776183
0.3,0.0890868597,0.002,0.000282679044,0.000301238537,-9.93873961E-21,-0.000282679044
0.3,0.0899777283,0.002,0.000278388779,0.000294238323,-1.32015434E-20,-0.000278388779
0.3,0.0908685969,0.002,0.000273874319,0.000287168687,-2.94982222E-20,-0.000273874319
0.3,0.0917594655,0.002,0.000269171682,0.000280065306,-1.56854903E-19,-0.000269171682
0.3,0.0926503341,0.002,0.000264331302,0.000272966884,-1.79321172E-19,-0.000264331302
0.3,0.0935412027,0.002,0.000259372116,0.000265892599,-1.16606554E-19,-0.000259372116
0.3,0.0944320713,0.002,0.000254304198,0.000258868534,-7.99955708E-20,-0.000254304198
0.3,0.0953229399,0.002,0.000249143364,0.000251922782,-2.6561367E-20,-0.000249143364
0.3,0.0962138085,0.002,0.000243924115,0.000245053046,-1.81822453E-20,-0.000243924115
0.3,0.0971046771,0.002,0.000238657304,0.00023827148,8.55814488E-21,-0.000238657304
0.3,0.0979955457,0.002,0.000233373025,0.000231622462,2.17472587E-20,-0.000233373025
0.3,0.0988864143,0.002,0.000228093807,0.000225117401,-3.00207915E-20,-0.000228093807
0.3,0.0997772829,0.002,0.000222831045,0.000218760735,-3.86280244E-20,-0.000222831045
0.3,0.100668151,0.002,0.000217598588,0.000212563375,2.08923579E-20,-0.000217598588
0.3,0.10155902,0.002,0.000212403649,0.000206570794,-1.07293091E-20,-0.000212403649
0.3,0.102449889,0.002,0.000207268398,0.000200762781,-2.14878859E-22,-0.000207268398
0.3,0.103340757,0.002,0.00020218432,0.0001951136,-4.0199382E-20,-0.00020218432
0.3,0.104231626,0.002,0.000197182984,0.000189660787,-4.80045036E-21,-0.000197182984
0.3,0.105122494,0.002,0.000192333282,0.000184472886,5.62724087E-20,-0.000192333282
0.3,0.106013363,0.002,0.000187592421,0.000179495017,-2.1405646E-20,-0.000187592421
0.3,0.106904232,0.002,0.000182968109,0.000174730228,-1.04632468E-19,-0.000182968109
0.3,0.1077951,0.002,0.000178470152,0.000170202819,-4.28669763E-20,-0.000178470152
0.3,0.108685969,0.002,0.000174106357,0.000165910304,-6.29778209E-21,-0.000174106357
0.3,0.109576837,0.002,0.0001698637,0.000161814127,3.34841824E-21,-0.0001698637
0.3,0.110467706,0.002,0.000165748756,0.000157916449,3.47825623E-20,-0.000165748756
