x,y,z,U_0,U_1,U_2
0.3,0,0.002,0,0,0
0.3,0.00133779264,0.002,0.000633431061,-8.42370281e-06,0
0.3,0.00267558528,0.002,0.00111747245,-1.35514545e-05,0
0.3,0.00401337793,0.002,0.00132059134,-9.78987689e-06,0
0.3,0.00535117057,0.002,0.00132861424,-3.11558753e-07,0
0.3,0.00668896321,0.002,0.00128626079,1.04559221e-05,0
0.3,0.00802675585,0.002,0.00123943599,2.06333707e-05,0
0.3,0.00936454849,0.002,0.00120436735,2.9580803e-05,0
0.3,0.0107023411,0.002,0.00117784701,3.70222816e-05,0
0.3,0.0120401338,0.002,0.00115589575,4.37694788e-05,0
0.3,0.0133779264,0.002,0.00113098366,4.79348472e-05,0
0.3,0.0147157191,0.002,0.0011040554,5.1304003e-05,0
0.3,0.0160535117,0.002,0.00107340783,5.28255621e-05,0
0.3,0.0173913043,0.002,0.00103943039,5.24986229e-05,0
0.3,0.018729097,0.002,0.0010024218,5.00195077e-05,0
0.3,0.0200668896,0.002,0.000963771359,4.64938555e-05,0
0.3,0.0214046823,0.002,0.000921686461,3.96776792e-05,0
0.3,0.0227424749,0.002,0.000878305032,3.16106901e-05,0
0.3,0.0240802676,0.002,0.000833106622,2.14415407e-05,0
0.3,0.0254180602,0.002,0.000786089407,9.17705767e-06,0
0.3,0.0267558528,0.002,0.000737625756,-5.41894874e-06,0
0.3,0.0280936455,0.002,0.000688333297,-2.1153759e-05,0
0.3,0.0294314381,0.002,0.00063747382,-3.97546714e-05,0
0.3,0.0307692308,0.002,0.000586219291,-5.96865965e-05,0
0.3,0.0321070234,0.002,0.000534567841,-8.12402111e-05,0
0.3,0.0334448161,0.002,0.000482436762,-0.000104401021,0
0.3,0.0347826087,0.002,0.000430441364,-0.000129319272,0
0.3,0.0361204013,0.002,0.000378607003,-0.00015503299,0
0.3,0.037458194,0.002,0.000327116985,-0.000182229904,0
0.3,0.0387959866,0.002,0.000276367296,-0.000210272905,0
0.3,0.0401337793,0.002,0.000226344397,-0.000239022992,0
0.3,0.0414715719,0.002,0.000177185247,-0.00026823294,0
0.3,0.0428093645,0.002,0.000129437365,-0.000297975424,0
0.3,0.0441471572,0.002,8.26804855e-05,-0.000327781075,0
0.3,0.0454849498,0.002,3.76490812e-05,-0.00035742254,0
0.3,0.0468227425,0.002,-5.8806664e-06,-0.0003868375,0
0.3,0.0481605351,0.002,-4.78486019e-05,-0.000415873962,0
0.3,0.0494983278,0.002,-8.79701777e-05,-0.000444103964,0
0.3,0.0508361204,0.002,-0.000125934179,-0.00047137835,0
0.3,0.052173913,0.002,-0.000162207112,-0.000497754387,0
0.3,0.0535117057,0.002,-0.00019607218,-0.000522634283,0
0.3,0.0548494983,0.002,-0.000228045813,-0.000546262264,0
0.3,0.056187291,0.002,-0.000257879457,-0.000568379009,0
0.3,0.0575250836,0.002,-0.0002854862,-0.00058875443,0
0.3,0.0588628763,0.002,-0.000310596319,-0.000607113725,0
0.3,0.0602006689,0.002,-0.000333640402,-0.000623665318,0
0.3,0.0615384615,0.002,-0.000354524823,-0.000638280207,0
0.3,0.0628762542,0.002,-0.000373091074,-0.00065076728,0
0.3,0.0642140468,0.002,-0.00038952689,-0.000661151732,0
0.3,0.0655518395,0.002,-0.000403929794,-0.000669507201,0
0.3,0.0668896321,0.002,-0.000415782854,-0.000675380276,0
0.3,0.0682274247,0.002,-0.00042582519,-0.00067930202,0
0.3,0.0695652174,0.002,-0.00043424576,-0.000681458318,0
0.3,0.07090301,0.002,-0.000440149009,-0.000681103253,0
0.3,0.0722408027,0.002,-0.000444464653,-0.000678995233,0
0.3,0.0735785953,0.002,-0.000447113926,-0.000675067152,0
0.3,0.074916388,0.002,-0.000447620302,-0.000668997895,0
0.3,0.0762541806,0.002,-0.000446862909,-0.000661561362,0
0.3,0.0775919732,0.002,-0.000444713511,-0.000652645973,0
0.3,0.0789297659,0.002,-0.00044077413,-0.000642014195,0
0.3,0.0802675585,0.002,-0.000435655999,-0.000630222735,0
0.3,0.0816053512,0.002,-0.000429299893,-0.000617270949,0
0.3,0.0829431438,0.002,-0.000421869275,-0.000603371542,0
0.3,0.0842809365,0.002,-0.000413336573,-0.00058856441,0
0.3,0.0856187291,0.002,-0.000404031912,-0.00057316743,0
0.3,0.0869565217,0.002,-0.000393808351,-0.000557164427,0
0.3,0.0882943144,0.002,-0.000382901313,-0.000540754993,0
0.3,0.089632107,0.002,-0.000371486435,-0.000524160007,0
0.3,0.0909698997,0.002,-0.000359618629,-0.000507481985,0
0.3,0.0923076923,0.002,-0.000347329072,-0.000490821133,0
0.3,0.0936454849,0.002,-0.000334853317,-0.000474295832,0
0.3,0.0949832776,0.002,-0.000322191966,-0.000458113543,0
0.3,0.0963210702,0.002,-0.000309534028,-0.000442322852,0
0.3,0.0976588629,0.002,-0.000296925381,-0.000427017976,0
0.3,0.0989966555,0.002,-0.00028437099,-0.000412179377,0
0.3,0.100334448,0.002,-0.000272147074,-0.000398190256,0
0.3,0.101672241,0.002,-0.000260197001,-0.000384811198,0
0.3,0.103010033,0.002,-0.000248582272,-0.000372192152,0
0.3,0.104347826,0.002,-0.000237294684,-0.000360308978,0
0.3,0.105685619,0.002,-0.00022666778,-0.000349459715,0
0.3,0.107023411,0.002,-0.000216364131,-0.000339203545,0
0.3,0.108361204,0.002,-0.000206658271,-0.000329944526,0
0.3,0.109698997,0.002,-0.000197573066,-0.00032153812,0
0.3,0.111036789,0.002,-0.000189035469,-0.00031394328,0
0.3,0.112374582,0.002,-0.00018087694,-0.000306931576,0
0.3,0.113712375,0.002,-0.000173586032,-0.000301020296,0
0.3,0.115050167,0.002,-0.000166716822,-0.000295651187,0
0.3,0.11638796,0.002,-0.000160383956,-0.000290963105,0
0.3,0.117725753,0.002,-0.000154496249,-0.000286829903,0
0.3,0.119063545,0.002,-0.00014929298,-0.000283440425,0
0.3,0.120401338,0.002,-0.000144370224,-0.000280376528,0
0.3,0.12173913,0.002,-0.000139946378,-0.000277835035,0
0.3,0.123076923,0.002,-0.000135905891,-0.000275663931,0
0.3,0.124414716,0.002,-0.000132233635,-0.000273821185,0
0.3,0.125752508,0.002,-0.000128751834,-0.000272146722,0
0.3,0.127090301,0.002,-0.000125667823,-0.000270750135,0
0.3,0.128428094,0.002,-0.000122739232,-0.000269440741,0
0.3,0.129765886,0.002,-0.000119997446,-0.000268193962,0
0.3,0.131103679,0.002,-0.000117373579,-0.00026696983,0
0.3,0.132441472,0.002,-0.000114904316,-0.000265686372,0
0.3,0.133779264,0.002,-0.000112485476,-0.000264353641,0
0.3,0.135117057,0.002,-0.000110122413,-0.000262875557,0
0.3,0.136454849,0.002,-0.000107782617,-0.000261248788,0
0.3,0.137792642,0.002,-0.000105445669,-0.000259381809,0
0.3,0.139130435,0.002,-0.000103116165,-0.000257389402,0
