x,y,z,U_0,U_1,U_2,U_0m
0.3,0,0.002,4.83880214E-05,1.56448195E-06,0,-4.83880214E-05
0.3,0.000890868597,0.002,2.15988934E-05,6.42718747E-06,3.04585892E-21,-2.15988934E-05
0.3,0.00178173719,0.002,-0.000110352326,1.82405681E-05,7.30056157E-21,0.000110352326
0.3,0.00267260579,0.002,-0.000260408262,3.24193895E-05,7.54564844E-21,0.000260408262
0.3,0.00356347439,0.002,-0.000371997342,4.59331752E-05,1.31507493E-20,0.000371997342
0.3,0.00445434298,0.002,-0.000435464497,5.8681441E-05,7.7543649E-21,0.000435464497
0.3,0.00534521158,0.002,-0.000460832449,7.02543024E-05,-2.8574846E-21,0.000460832449
0.3,0.00623608018,0.002,-0.000462860362,8.11930985E-05,-1.95995067E-20,0.000462860362
0.3,0.00712694878,0.002,-0.000453418773,9.15960416E-05,-1.79093191E-20,0.000453418773
0.3,0.00801781737,0.002,-0.000439792571,0.000101777211,-1.77846957E-20,0.000439792571
0.3,0.00890868597,0.002,-0.000425485899,0.000111756224,-5.84547633E-20,0.000425485899
0.3,0.00979955457,0.002,-0.000411983223,0.000121662817,-5.82986991E-20,0.000411983223
0.3,0.0106904232,0.002,-0.000399356712,0.000131454349,-3.98862541E-20,0.000399356712
0.3,0.0115812918,0.002,-0.000387255439,0.000141155665,-5.09199277E-20,0.000387255439
0.3,0.0124721604,0.002,-0.000375301544,0.000150736455,-4.39260012E-20,0.000375301544
0.3,0.013363029,0.002,-0.000363230968,0.000160206068,-8.92516931E-21,0.000363230968
0.3,0.0142538976,0.002,-0.000350904297,0.000169551636,8.05315177E-21,0.000350904297
0.3,0.0151447661,0.002,-0.000338264787,0.000178780689,1.15149171E-20,0.000338264787
0.3,0.0160356347,0.002,-0.000325237979,0.000187851778,-1.61074099E-20,0.000325237979
0.3,0.0169265033,0.002,-0.000311780427,0.00019680603,-6.02525231E-21,0.000311780427
0.3,0.0178173719,0.002,-0.000298011885,0.000205637267,4.63592664E-21,0.000298011885
0.3,0.0187082405,0.002,-0.000283939681,0.000214342974,5.54466789E-21,0.000283939681
0.3,0.0195991091,0.002,-0.000269560735,0.000222918834,-1.70244432E-20,0.000269560735
0.3,0.0204899777,0.002,-0.000254871028,0.000231361434,-5.63053855E-20,0.000254871028
0.3,0.0213808463,0.002,-0.000239868968,0.000239665684,-1.95981313E-20,0.000239868968
