x_velocity,y_velocity,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
1.30653e-01,6.27326e-03,1,1.24000e+00,3.00000e+01,1.24000e+00,5.00000e+00
1.29828e-01,6.44836e-03,1,1.28000e+00,3.00000e+01,1.28000e+00,5.00000e+00
1.29002e-01,6.62346e-03,1,1.32000e+00,3.00000e+01,1.32000e+00,5.00000e+00
1.28158e-01,6.80514e-03,1,1.36000e+00,3.00000e+01,1.36000e+00,5.00000e+00
1.27242e-01,7.01167e-03,1,1.40000e+00,3.00000e+01,1.40000e+00,5.00000e+00
1.26326e-01,7.21821e-03,1,1.44000e+00,3.00000e+01,1.44000e+00,5.00000e+00
1.25410e-01,7.42475e-03,1,1.48000e+00,3.00000e+01,1.48000e+00,5.00000e+00
1.24354e-01,7.49177e-03,1,1.52000e+00,3.00000e+01,1.52000e+00,5.00000e+00
1.23253e-01,7.51398e-03,1,1.56000e+00,3.00000e+01,1.56000e+00,5.00000e+00
1.22152e-01,7.53620e-03,1,1.60000e+00,3.00000e+01,1.60000e+00,5.00000e+00
1.21051e-01,7.55841e-03,1,1.64000e+00,3.00000e+01,1.64000e+00,5.00000e+00
1.19790e-01,7.58177e-03,1,1.68000e+00,3.00000e+01,1.68000e+00,5.00000e+00
1.18256e-01,7.60707e-03,1,1.72000e+00,3.00000e+01,1.72000e+00,5.00000e+00
1.16722e-01,7.63237e-03,1,1.76000e+00,3.00000e+01,1.76000e+00,5.00000e+00
1.15189e-01,7.65767e-03,1,1.80000e+00,3.00000e+01,1.80000e+00,5.00000e+00
1.13485e-01,7.55751e-03,1,1.84000e+00,3.00000e+01,1.84000e+00,5.00000e+00
1.11713e-01,7.40679e-03,1,1.88000e+00,3.00000e+01,1.88000e+00,5.00000e+00
1.10124e-01,7.30241e-03,1,1.92000e+00,3.00000e+01,1.92000e+00,5.00000e+00
1.08641e-01,7.22531e-03,1,1.96000e+00,3.00000e+01,1.96000e+00,5.00000e+00
1.06994e-01,7.02806e-03,1,2.00000e+00,3.00000e+01,2.00000e+00,5.00000e+00
1.05493e-01,6.86723e-03,1,2.04000e+00,3.00000e+01,2.04000e+00,5.00000e+00
1.03992e-01,6.70641e-03,1,2.08000e+00,3.00000e+01,2.08000e+00,5.00000e+00
1.02405e-01,6.48655e-03,1,2.12000e+00,3.00000e+01,2.12000e+00,5.00000e+00
1.00733e-01,6.18793e-03,1,2.16000e+00,3.00000e+01,2.16000e+00,5.00000e+00
9.90767e-02,5.89392e-03,1,2.20000e+00,3.00000e+01,2.20000e+00,5.00000e+00
9.74200e-02,5.59991e-03,1,2.24000e+00,3.00000e+01,2.24000e+00,5.00000e+00
9.57633e-02,5.30590e-03,1,2.28000e+00,3.00000e+01,2.28000e+00,5.00000e+00
9.41065e-02,5.01189e-03,1,2.32000e+00,3.00000e+01,2.32000e+00,5.00000e+00
9.24498e-02,4.71788e-03,1,2.36000e+00,3.00000e+01,2.36000e+00,5.00000e+00
9.07931e-02,4.42386e-03,1,2.40000e+00,3.00000e+01,2.40000e+00,5.00000e+00
8.90090e-02,3.94457e-03,1,2.44000e+00,3.00000e+01,2.44000e+00,5.00000e+00
8.71728e-02,3.41721e-03,1,2.48000e+00,3.00000e+01,2.48000e+00,5.00000e+00
8.53367e-02,2.88985e-03,1,2.52000e+00,3.00000e+01,2.52000e+00,5.00000e+00
8.35006e-02,2.36249e-03,1,2.56000e+00,3.00000e+01,2.56000e+00,5.00000e+00
8.16644e-02,1.83512e-03,1,2.60000e+00,3.00000e+01,2.60000e+00,5.00000e+00
7.98283e-02,1.30776e-03,1,2.64000e+00,3.00000e+01,2.64000e+00,5.00000e+00
7.79922e-02,7.80396e-04,1,2.68000e+00,3.00000e+01,2.68000e+00,5.00000e+00
7.61560e-02,2.53034e-04,1,2.72000e+00,3.00000e+01,2.72000e+00,5.00000e+00
7.43199e-02,-2.74328e-04,1,2.76000e+00,3.00000e+01,2.76000e+00,5.00000e+00
7.25067e-02,-8.32307e-04,1,2.80000e+00,3.00000e+01,2.80000e+00,5.00000e+00
7.07691e-02,-1.49136e-03,1,2.84000e+00,3.00000e+01,2.84000e+00,5.00000e+00
6.90316e-02,-2.15042e-03,1,2.88000e+00,3.00000e+01,2.88000e+00,5.00000e+00
6.70728e-02,-2.86871e-03,1,2.92000e+00,3.00000e+01,2.92000e+00,5.00000e+00
6.50966e-02,-3.59168e-03,1,2.96000e+00,3.00000e+01,2.96000e+00,5.00000e+00
6.31204e-02,-4.31464e-03,1,3.00000e+00,3.00000e+01,3.00000e+00,5.00000e+00
6.11441e-02,-5.03761e-03,1,3.04000e+00,3.00000e+01,3.04000e+00,5.00000e+00
5.91679e-02,-5.76058e-03,1,3.08000e+00,3.00000e+01,3.08000e+00,5.00000e+00
5.71916e-02,-6.48354e-03,1,3.12000e+00,3.00000e+01,3.12000e+00,5.00000e+00
5.52154e-02,-7.20651e-03,1,3.16000e+00,3.00000e+01,3.16000e+00,5.00000e+00
5.32392e-02,-7.92948e-03,1,3.20000e+00,3.00000e+01,3.20000e+00,5.00000e+00
5.13873e-02,-8.77203e-03,1,3.24000e+00,3.00000e+01,3.24000e+00,5.00000e+00
4.95732e-02,-9.65079e-03,1,3.28000e+00,3.00000e+01,3.28000e+00,5.00000e+00
4.77590e-02,-1.05296e-02,1,3.32000e+00,3.00000e+01,3.32000e+00,5.00000e+00
4.59449e-02,-1.14083e-02,1,3.36000e+00,3.00000e+01,3.36000e+00,5.00000e+00
4.40533e-02,-1.22848e-02,1,3.40000e+00,3.00000e+01,3.40000e+00,5.00000e+00
4.20747e-02,-1.31588e-02,1,3.44000e+00,3.00000e+01,3.44000e+00,5.00000e+00
4.00960e-02,-1.40327e-02,1,3.48000e+00,3.00000e+01,3.48000e+00,5.00000e+00
3.81174e-02,-1.49066e-02,1,3.52000e+00,3.00000e+01,3.52000e+00,5.00000e+00
3.61387e-02,-1.57806e-02,1,3.56000e+00,3.00000e+01,3.56000e+00,5.00000e+00
3.41967e-02,-1.66796e-02,1,3.60000e+00,3.00000e+01,3.60000e+00,5.00000e+00
3.23947e-02,-1.76746e-02,1,3.64000e+00,3.00000e+01,3.64000e+00,5.00000e+00
3.05926e-02,-1.86697e-02,1,3.68000e+00,3.00000e+01,3.68000e+00,5.00000e+00
2.87905e-02,-1.96647e-02,1,3.72000e+00,3.00000e+01,3.72000e+00,5.00000e+00
2.69885e-02,-2.06597e-02,1,3.76000e+00,3.00000e+01,3.76000e+00,5.00000e+00
2.51126e-02,-2.15993e-02,1,3.80000e+00,3.00000e+01,3.80000e+00,5.00000e+00
2.32194e-02,-2.25260e-02,1,3.84000e+00,3.00000e+01,3.84000e+00,5.00000e+00
2.13509e-02,-2.34783e-02,1,3.88000e+00,3.00000e+01,3.88000e+00,5.00000e+00
1.95773e-02,-2.45294e-02,1,3.92000e+00,3.00000e+01,3.92000e+00,5.00000e+00
1.78037e-02,-2.55804e-02,1,3.96000e+00,3.00000e+01,3.96000e+00,5.00000e+00
1.59936e-02,-2.65287e-02,1,4.00000e+00,3.00000e+01,4.00000e+00,5.00000e+00
1.42521e-02,-2.75964e-02,1,4.04000e+00,3.00000e+01,4.04000e+00,5.00000e+00
1.25106e-02,-2.86642e-02,1,4.08000e+00,3.00000e+01,4.08000e+00,5.00000e+00
1.07670e-02,-2.96639e-02,1,4.12000e+00,3.00000e+01,4.12000e+00,5.00000e+00
9.09308e-03,-3.07024e-02,1,4.16000e+00,3.00000e+01,4.16000e+00,5.00000e+00
7.43777e-03,-3.17693e-02,1,4.20000e+00,3.00000e+01,4.20000e+00,5.00000e+00
5.78247e-03,-3.28363e-02,1,4.24000e+00,3.00000e+01,4.24000e+00,5.00000e+00
4.12715e-03,-3.39032e-02,1,4.28000e+00,3.00000e+01,4.28000e+00,5.00000e+00
2.47185e-03,-3.49702e-02,1,4.32000e+00,3.00000e+01,4.32000e+00,5.00000e+00
8.16548e-04,-3.60371e-02,1,4.36000e+00,3.00000e+01,4.36000e+00,5.00000e+00
-8.20629e-04,-3.70423e-02,1,4.40000e+00,3.00000e+01,4.40000e+00,5.00000e+00
-2.31749e-03,-3.80433e-02,1,4.44000e+00,3.00000e+01,4.44000e+00,5.00000e+00
-3.78535e-03,-3.90696e-02,1,4.48000e+00,3.00000e+01,4.48000e+00,5.00000e+00
-5.25321e-03,-4.00959e-02,1,4.52000e+00,3.00000e+01,4.52000e+00,5.00000e+00
-6.72106e-03,-4.11222e-02,1,4.56000e+00,3.00000e+01,4.56000e+00,5.00000e+00
-8.16259e-03,-4.21727e-02,1,4.60000e+00,3.00000e+01,4.60000e+00,5.00000e+00
-9.60139e-03,-4.32258e-02,1,4.64000e+00,3.00000e+01,4.64000e+00,5.00000e+00
-1.10402e-02,-4.42789e-02,1,4.68000e+00,3.00000e+01,4.68000e+00,5.00000e+00
-1.24790e-02,-4.53319e-02,1,4.72000e+00,3.00000e+01,4.72000e+00,5.00000e+00
-1.39178e-02,-4.63850e-02,1,4.76000e+00,3.00000e+01,4.76000e+00,5.00000e+00
-1.53344e-02,-4.74495e-02,1,4.80000e+00,3.00000e+01,4.80000e+00,5.00000e+00
-1.66778e-02,-4.85517e-02,1,4.84000e+00,3.00000e+01,4.84000e+00,5.00000e+00
-1.78467e-02,-4.94758e-02,1,4.88000e+00,3.00000e+01,4.88000e+00,5.00000e+00
-1.90116e-02,-5.03959e-02,1,4.92000e+00,3.00000e+01,4.92000e+00,5.00000e+00
-2.01765e-02,-5.13160e-02,1,4.96000e+00,3.00000e+01,4.96000e+00,5.00000e+00
-2.13414e-02,-5.22361e-02,1,5.00000e+00,3.00000e+01,5.00000e+00,5.00000e+00
-2.25063e-02,-5.31561e-02,1,5.04000e+00,3.00000e+01,5.04000e+00,5.00000e+00
-2.36712e-02,-5.40762e-02,1,5.08000e+00,3.00000e+01,5.08000e+00,5.00000e+00
-2.48361e-02,-5.49963e-02,1,5.12000e+00,3.00000e+01,5.12000e+00,5.00000e+00
-2.60010e-02,-5.59164e-02,1,5.16000e+00,3.00000e+01,5.16000e+00,5.00000e+00
-2.71659e-02,-5.68364e-02,1,5.20000e+00,3.00000e+01,5.20000e+00,5.00000e+00
-2.82891e-02,-5.77785e-02,1,5.24000e+00,3.00000e+01,5.24000e+00,5.00000e+00
-2.93996e-02,-5.87273e-02,1,5.28000e+00,3.00000e+01,5.28000e+00,5.00000e+00
-3.05100e-02,-5.96760e-02,1,5.32000e+00,3.00000e+01,5.32000e+00,5.00000e+00
-3.14725e-02,-6.04987e-02,1,5.36000e+00,3.00000e+01,5.36000e+00,5.00000e+00
-3.23162e-02,-6.12203e-02,1,5.40000e+00,3.00000e+01,5.40000e+00,5.00000e+00
-3.31599e-02,-6.19420e-02,1,5.44000e+00,3.00000e+01,5.44000e+00,5.00000e+00
-3.40036e-02,-6.26636e-02,1,5.48000e+00,3.00000e+01,5.48000e+00,5.00000e+00
-3.48473e-02,-6.33852e-02,1,5.52000e+00,3.00000e+01,5.52000e+00,5.00000e+00
-3.56910e-02,-6.41068e-02,1,5.56000e+00,3.00000e+01,5.56000e+00,5.00000e+00
-3.65444e-02,-6.48386e-02,1,5.60000e+00,3.00000e+01,5.60000e+00,5.00000e+00
-3.74351e-02,-6.56092e-02,1,5.64000e+00,3.00000e+01,5.64000e+00,5.00000e+00
-3.83258e-02,-6.63798e-02,1,5.68000e+00,3.00000e+01,5.68000e+00,5.00000e+00
-3.92165e-02,-6.71504e-02,1,5.72000e+00,3.00000e+01,5.72000e+00,5.00000e+00
-3.98943e-02,-6.77542e-02,1,5.76000e+00,3.00000e+01,5.76000e+00,5.00000e+00
-4.04528e-02,-6.82646e-02,1,5.80000e+00,3.00000e+01,5.80000e+00,5.00000e+00
-4.10112e-02,-6.87749e-02,1,5.84000e+00,3.00000e+01,5.84000e+00,5.00000e+00
-4.16109e-02,-6.93148e-02,1,5.88000e+00,3.00000e+01,5.88000e+00,5.00000e+00
-4.23687e-02,-6.99682e-02,1,5.92000e+00,3.00000e+01,5.92000e+00,5.00000e+00
-4.30237e-02,-7.05444e-02,1,5.96000e+00,3.00000e+01,5.96000e+00,5.00000e+00
-4.34021e-02,-7.09129e-02,1,6.00000e+00,3.00000e+01,6.00000e+00,5.00000e+00
-4.40646e-02,-7.14792e-02,1,6.04000e+00,3.00000e+01,6.04000e+00,5.00000e+00
-4.47271e-02,-7.20456e-02,1,6.08000e+00,3.00000e+01,6.08000e+00,5.00000e+00
-4.50524e-02,-7.23637e-02,1,6.12000e+00,3.00000e+01,6.12000e+00,5.00000e+00
-4.55052e-02,-7.27491e-02,1,6.16000e+00,3.00000e+01,6.16000e+00,5.00000e+00
-4.60040e-02,-7.31614e-02,1,6.20000e+00,3.00000e+01,6.20000e+00,5.00000e+00
-4.65029e-02,-7.35737e-02,1,6.24000e+00,3.00000e+01,6.24000e+00,5.00000e+00
-4.70017e-02,-7.39860e-02,1,6.28000e+00,3.00000e+01,6.28000e+00,5.00000e+00
-4.75005e-02,-7.43984e-02,1,6.32000e+00,3.00000e+01,6.32000e+00,5.00000e+00
-4.78783e-02,-7.47240e-02,1,6.36000e+00,3.00000e+01,6.36000e+00,5.00000e+00
-4.80168e-02,-7.48782e-02,1,6.40000e+00,3.00000e+01,6.40000e+00,5.00000e+00
-4.82504e-02,-7.50477e-02,1,6.44000e+00,3.00000e+01,6.44000e+00,5.00000e+00
-4.85087e-02,-7.52213e-02,1,6.48000e+00,3.00000e+01,6.48000e+00,5.00000e+00
-4.87671e-02,-7.53948e-02,1,6.52000e+00,3.00000e+01,6.52000e+00,5.00000e+00
-4.90255e-02,-7.55683e-02,1,6.56000e+00,3.00000e+01,6.56000e+00,5.00000e+00
-4.92839e-02,-7.57418e-02,1,6.60000e+00,3.00000e+01,6.60000e+00,5.00000e+00
-4.95423e-02,-7.59154e-02,1,6.64000e+00,3.00000e+01,6.64000e+00,5.00000e+00
-4.98007e-02,-7.60889e-02,1,6.68000e+00,3.00000e+01,6.68000e+00,5.00000e+00
-5.00590e-02,-7.62624e-02,1,6.72000e+00,3.00000e+01,6.72000e+00,5.00000e+00
-5.03174e-02,-7.64359e-02,1,6.76000e+00,3.00000e+01,6.76000e+00,5.00000e+00
-5.04317e-02,-7.64876e-02,1,6.80000e+00,3.00000e+01,6.80000e+00,5.00000e+00
-5.04400e-02,-7.63910e-02,1,6.84000e+00,3.00000e+01,6.84000e+00,5.00000e+00
-5.04676e-02,-7.62917e-02,1,6.88000e+00,3.00000e+01,6.88000e+00,5.00000e+00
-5.04963e-02,-7.61922e-02,1,6.92000e+00,3.00000e+01,6.92000e+00,5.00000e+00
-5.05250e-02,-7.60927e-02,1,6.96000e+00,3.00000e+01,6.96000e+00,5.00000e+00
-5.05537e-02,-7.59932e-02,1,7.00000e+00,3.00000e+01,7.00000e+00,5.00000e+00
-5.05824e-02,-7.58937e-02,1,7.04000e+00,3.00000e+01,7.04000e+00,5.00000e+00
-5.06111e-02,-7.57942e-02,1,7.08000e+00,3.00000e+01,7.08000e+00,5.00000e+00
-5.06398e-02,-7.56948e-02,1,7.12000e+00,3.00000e+01,7.12000e+00,5.00000e+00
-5.06685e-02,-7.55953e-02,1,7.16000e+00,3.00000e+01,7.16000e+00,5.00000e+00
-5.06972e-02,-7.54958e-02,1,7.20000e+00,3.00000e+01,7.20000e+00,5.00000e+00
-5.07553e-02,-7.53446e-02,1,7.24000e+00,3.00000e+01,7.24000e+00,5.00000e+00
-5.08223e-02,-7.51779e-02,1,7.28000e+00,3.00000e+01,7.28000e+00,5.00000e+00
-5.07373e-02,-7.49093e-02,1,7.32000e+00,3.00000e+01,7.32000e+00,5.00000e+00
-5.05638e-02,-7.45816e-02,1,7.36000e+00,3.00000e+01,7.36000e+00,5.00000e+00
-5.03903e-02,-7.42539e-02,1,7.40000e+00,3.00000e+01,7.40000e+00,5.00000e+00
-5.02169e-02,-7.39261e-02,1,7.44000e+00,3.00000e+01,7.44000e+00,5.00000e+00
-5.00434e-02,-7.35984e-02,1,7.48000e+00,3.00000e+01,7.48000e+00,5.00000e+00
-4.98699e-02,-7.32707e-02,1,7.52000e+00,3.00000e+01,7.52000e+00,5.00000e+00
-4.96965e-02,-7.29430e-02,1,7.56000e+00,3.00000e+01,7.56000e+00,5.00000e+00
-4.95379e-02,-7.26118e-02,1,7.60000e+00,3.00000e+01,7.60000e+00,5.00000e+00
-4.94363e-02,-7.22674e-02,1,7.64000e+00,3.00000e+01,7.64000e+00,5.00000e+00
-4.93347e-02,-7.19231e-02,1,7.68000e+00,3.00000e+01,7.68000e+00,5.00000e+00
-4.91948e-02,-7.15528e-02,1,7.72000e+00,3.00000e+01,7.72000e+00,5.00000e+00
-4.88956e-02,-7.10746e-02,1,7.76000e+00,3.00000e+01,7.76000e+00,5.00000e+00
-4.85964e-02,-7.05966e-02,1,7.80000e+00,3.00000e+01,7.80000e+00,5.00000e+00
-4.82972e-02,-7.01185e-02,1,7.84000e+00,3.00000e+01,7.84000e+00,5.00000e+00
-4.80218e-02,-6.96502e-02,1,7.88000e+00,3.00000e+01,7.88000e+00,5.00000e+00
-4.78374e-02,-6.92196e-02,1,7.92000e+00,3.00000e+01,7.92000e+00,5.00000e+00
-4.75738e-02,-6.87349e-02,1,7.96000e+00,3.00000e+01,7.96000e+00,5.00000e+00
-4.72174e-02,-6.81868e-02,1,8.00000e+00,3.00000e+01,8.00000e+00,5.00000e+00
-4.69813e-02,-6.77065e-02,1,8.04000e+00,3.00000e+01,8.04000e+00,5.00000e+00
-4.67403e-02,-6.72229e-02,1,8.08000e+00,3.00000e+01,8.08000e+00,5.00000e+00
-4.63605e-02,-6.66431e-02,1,8.12000e+00,3.00000e+01,8.12000e+00,5.00000e+00
-4.60385e-02,-6.60898e-02,1,8.16000e+00,3.00000e+01,8.16000e+00,5.00000e+00
-4.57316e-02,-6.55433e-02,1,8.20000e+00,3.00000e+01,8.20000e+00,5.00000e+00
-4.54247e-02,-6.49968e-02,1,8.24000e+00,3.00000e+01,8.24000e+00,5.00000e+00
-4.51178e-02,-6.44503e-02,1,8.28000e+00,3.00000e+01,8.28000e+00,5.00000e+00
-4.48109e-02,-6.39038e-02,1,8.32000e+00,3.00000e+01,8.32000e+00,5.00000e+00
-4.44500e-02,-6.33187e-02,1,8.36000e+00,3.00000e+01,8.36000e+00,5.00000e+00
-4.40523e-02,-6.27073e-02,1,8.40000e+00,3.00000e+01,8.40000e+00,5.00000e+00
-4.36692e-02,-6.20978e-02,1,8.44000e+00,3.00000e+01,8.44000e+00,5.00000e+00
-4.32899e-02,-6.14887e-02,1,8.48000e+00,3.00000e+01,8.48000e+00,5.00000e+00
-4.29105e-02,-6.08797e-02,1,8.52000e+00,3.00000e+01,8.52000e+00,5.00000e+00
-4.25312e-02,-6.02707e-02,1,8.56000e+00,3.00000e+01,8.56000e+00,5.00000e+00
-4.21519e-02,-5.96617e-02,1,8.60000e+00,3.00000e+01,8.60000e+00,5.00000e+00
-4.17726e-02,-5.90527e-02,1,8.64000e+00,3.00000e+01,8.64000e+00,5.00000e+00
-4.13932e-02,-5.84437e-02,1,8.68000e+00,3.00000e+01,8.68000e+00,5.00000e+00
-4.10139e-02,-5.78346e-02,1,8.72000e+00,3.00000e+01,8.72000e+00,5.00000e+00
-4.06346e-02,-5.72256e-02,1,8.76000e+00,3.00000e+01,8.76000e+00,5.00000e+00
-4.02398e-02,-5.66059e-02,1,8.80000e+00,3.00000e+01,8.80000e+00,5.00000e+00
-3.98302e-02,-5.59834e-02,1,8.84000e+00,3.00000e+01,8.84000e+00,5.00000e+00
-3.94146e-02,-5.53649e-02,1,8.88000e+00,3.00000e+01,8.88000e+00,5.00000e+00
-3.89980e-02,-5.47470e-02,1,8.92000e+00,3.00000e+01,8.92000e+00,5.00000e+00
-3.85814e-02,-5.41292e-02,1,8.96000e+00,3.00000e+01,8.96000e+00,5.00000e+00
-3.81647e-02,-5.35113e-02,1,9.00000e+00,3.00000e+01,9.00000e+00,5.00000e+00
-3.77481e-02,-5.28935e-02,1,9.04000e+00,3.00000e+01,9.04000e+00,5.00000e+00
-3.73315e-02,-5.22756e-02,1,9.08000e+00,3.00000e+01,9.08000e+00,5.00000e+00
-3.69148e-02,-5.16578e-02,1,9.12000e+00,3.00000e+01,9.12000e+00,5.00000e+00
-3.64982e-02,-5.10399e-02,1,9.16000e+00,3.00000e+01,9.16000e+00,5.00000e+00
-3.60816e-02,-5.04221e-02,1,9.20000e+00,3.00000e+01,9.20000e+00,5.00000e+00
-3.56452e-02,-4.98289e-02,1,9.24000e+00,3.00000e+01,9.24000e+00,5.00000e+00
-3.52029e-02,-4.92432e-02,1,9.28000e+00,3.00000e+01,9.28000e+00,5.00000e+00
-3.47606e-02,-4.86575e-02,1,9.32000e+00,3.00000e+01,9.32000e+00,5.00000e+00
-3.43367e-02,-4.80768e-02,1,9.36000e+00,3.00000e+01,9.36000e+00,5.00000e+00
-3.39344e-02,-4.75022e-02,1,9.40000e+00,3.00000e+01,9.40000e+00,5.00000e+00
-3.35321e-02,-4.69276e-02,1,9.44000e+00,3.00000e+01,9.44000e+00,5.00000e+00
-3.31298e-02,-4.63529e-02,1,9.48000e+00,3.00000e+01,9.48000e+00,5.00000e+00
-3.27275e-02,-4.57783e-02,1,9.52000e+00,3.00000e+01,9.52000e+00,5.00000e+00
-3.23252e-02,-4.52036e-02,1,9.56000e+00,3.00000e+01,9.56000e+00,5.00000e+00
-3.19179e-02,-4.46372e-02,1,9.60000e+00,3.00000e+01,9.60000e+00,5.00000e+00
-3.14916e-02,-4.41021e-02,1,9.64000e+00,3.00000e+01,9.64000e+00,5.00000e+00
-3.10652e-02,-4.35671e-02,1,9.68000e+00,3.00000e+01,9.68000e+00,5.00000e+00
-3.06388e-02,-4.30320e-02,1,9.72000e+00,3.00000e+01,9.72000e+00,5.00000e+00
-3.02125e-02,-4.24969e-02,1,9.76000e+00,3.00000e+01,9.76000e+00,5.00000e+00
-2.98314e-02,-4.19810e-02,1,9.80000e+00,3.00000e+01,9.80000e+00,5.00000e+00
-2.94734e-02,-4.14750e-02,1,9.84000e+00,3.00000e+01,9.84000e+00,5.00000e+00
-2.91052e-02,-4.09716e-02,1,9.88000e+00,3.00000e+01,9.88000e+00,5.00000e+00
-2.86978e-02,-4.04788e-02,1,9.92000e+00,3.00000e+01,9.92000e+00,5.00000e+00
-2.82905e-02,-3.99859e-02,1,9.96000e+00,3.00000e+01,9.96000e+00,5.00000e+00
-2.79429e-02,-3.95206e-02,1,1.00000e+01,3.00000e+01,1.00000e+01,5.00000e+00
-2.75550e-02,-3.90590e-02,1,1.00400e+01,3.00000e+01,1.00400e+01,5.00000e+00
-2.71670e-02,-3.85975e-02,1,1.00800e+01,3.00000e+01,1.00800e+01,5.00000e+00
-2.67928e-02,-3.81425e-02,1,1.01200e+01,3.00000e+01,1.01200e+01,5.00000e+00
-2.64573e-02,-3.77354e-02,1,1.01600e+01,3.00000e+01,1.01600e+01,5.00000e+00
-2.61110e-02,-3.73309e-02,1,1.02000e+01,3.00000e+01,1.02000e+01,5.00000e+00
-2.57647e-02,-3.69264e-02,1,1.02400e+01,3.00000e+01,1.02400e+01,5.00000e+00
-2.54147e-02,-3.65224e-02,1,1.02800e+01,3.00000e+01,1.02800e+01,5.00000e+00
-2.50542e-02,-3.61196e-02,1,1.03200e+01,3.00000e+01,1.03200e+01,5.00000e+00
-2.46938e-02,-3.57169e-02,1,1.03600e+01,3.00000e+01,1.03600e+01,5.00000e+00
-2.43334e-02,-3.53141e-02,1,1.04000e+01,3.00000e+01,1.04000e+01,5.00000e+00
-2.40052e-02,-3.49746e-02,1,1.04400e+01,3.00000e+01,1.04400e+01,5.00000e+00
-2.36854e-02,-3.46517e-02,1,1.04800e+01,3.00000e+01,1.04800e+01,5.00000e+00
-2.33656e-02,-3.43288e-02,1,1.05200e+01,3.00000e+01,1.05200e+01,5.00000e+00
-2.30458e-02,-3.40059e-02,1,1.05600e+01,3.00000e+01,1.05600e+01,5.00000e+00
-2.27260e-02,-3.36829e-02,1,1.06000e+01,3.00000e+01,1.06000e+01,5.00000e+00
-2.24188e-02,-3.33664e-02,1,1.06400e+01,3.00000e+01,1.06400e+01,5.00000e+00
-2.21185e-02,-3.30533e-02,1,1.06800e+01,3.00000e+01,1.06800e+01,5.00000e+00
-2.18181e-02,-3.27403e-02,1,1.07200e+01,3.00000e+01,1.07200e+01,5.00000e+00
-2.15178e-02,-3.24272e-02,1,1.07600e+01,3.00000e+01,1.07600e+01,5.00000e+00
